id,business_name,contractor_license_number,contractor_license_type_code,contractor_license_type_code_desc,address_line_1,address2,city,state,zip,phone_number,license_effective_date,license_expiration_date,business_type_code,business_type_code_desc,specialty_code1,specialty_code1_desc,specialty_code2,specialty_code2_desc,ubi,primary_principal_name,status_code,contractor_license_status,contractor_license_suspend_date,is_home_contractor,mailer_category,priority_category,website_url,website_status,business_description,tagline,established_year,years_in_business,services_offered,service_categories,specializations,website_email,website_phone,physical_address,residential_focus,commercial_focus,emergency_services,free_estimates,warranty_offered,confidence_score,classification_confidence,website_confidence,processing_status,last_processed,manual_review_needed,manual_review_reason,review_status,reviewed_by,reviewed_at,address_line_1,zip_code
3656,ABC FLOORING LLC,ABCFLFL761B6,CC,CONSTRUCTION CONTRACTOR,7703 59th ave w apt3,,Lakewood,WA,98499,(206) 799-4122,2024-02-02,2026-02-02,L,Limited Liability Company,SK,Floor Covering and Counter Tops,,,605401804.0,"BARRERA CARLON, ADAN ROLANDO",A,ACTIVE,,True,Flooring,False,https://www.abcflooringllc.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 21:02:09,False,,pending_review,,,,
3655,ABC FLOORING,ABCFLF*886NF,CC,CONSTRUCTION CONTRACTOR,12614 216th AVE CT E,,BONNEY LAKE,WA,98391,(206) 713-2158,2012-08-06,2018-10-04,I,Individual,SK,Floor Covering and Counter Tops,,,602109533.0,"OLDENKAMP, MICHAEL W",E,EXPIRED,2018-03-23,True,Flooring,False,https://www.abcflooring.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 21:02:09,False,,pending_review,,,,
840,3RD GEN CONSTRUCTION,3RDGEGC773JO,CC,CONSTRUCTION CONTRACTOR,652 MELINE RD SE,,PORT ORCHARD,WA,98367,(253) 225-7002,2023-04-20,2025-04-20,L,Limited Liability Company,01,GENERAL,,,605178717.0,"Linder, Daniel Thomas Maxwell",E,EXPIRED,2023-08-07,True,General Contractor,False,https://www.3rdgenconstruction.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:47:58,False,,pending_review,,,,
759,365 ROOFING,365ROR*813JN,CC,CONSTRUCTION CONTRACTOR,18927 13TH AVE CT E,,SPANAWAY,WA,98387,(206) 460-3999,2019-04-15,2021-04-15,I,Individual,01,GENERAL,,,604415084.0,"ADAMS, STEVE",R,RE-LICENSED,2020-04-04,True,Roofing,False,https://www.365roofing.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:47:34,False,,pending_review,,,,
3900,ABOVE & BEYOND CONSTRUCTION,ABOVEBC840P5,CC,CONSTRUCTION CONTRACTOR,6506 94TH ST NE,,MARYSVILLE,WA,98270,(425) 772-9639,2016-10-25,2018-10-25,I,Individual,01,GENERAL,,,604047780.0,"DRIGAILO, ALEKSEY",E,EXPIRED,2017-01-26,True,General Contractor,False,https://www.aboveandbeyondconstr.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 21:03:21,False,,pending_review,,,,
3899,ABOVE & BEYOND CONSTRUCTION,ABOVEBC775KA,CC,CONSTRUCTION CONTRACTOR,13227 SE 312TH ST,,AUBURN,WA,98092,(541) 890-9608,2023-05-01,2025-05-01,L,Limited Liability Company,01,GENERAL,,,605209669.0,"STEDMAN, LUKE",E,EXPIRED,2024-05-01,True,General Contractor,False,https://www.aboveandbeyondconstr.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 21:03:21,False,,pending_review,,,,
3867,ABODE CONSTRUCTION INC.,ABODECI944NS,CC,CONSTRUCTION CONTRACTOR,PO BOX 495,,KINGSTON,WA,98346,(360) 297-4490,2006-08-10,2024-12-13,C,Corporation,01,GENERAL,,,602633080.0,"ANDERSON, JAMES LOUISE",E,EXPIRED,,True,General Contractor,False,https://www.abodeconstructioninc.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 21:03:12,False,,pending_review,,,,
620,3 RULES CONSTRUCTION,3RULERC782LW,CC,CONSTRUCTION CONTRACTOR,10208 20TH AVE NE,,SEATTLE,WA,98125,(206) 459-7403,2022-06-16,2026-08-08,I,Individual,01,GENERAL,,,604902200.0,"FARKAS, ZSOLT JOZSEF",A,ACTIVE,,True,General Contractor,False,https://www.3rulesconstruction.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:46:53,False,,pending_review,,,,
4532,ACE CONSTRUCTION & REPAIR,ACECOCR831C7,CC,CONSTRUCTION CONTRACTOR,PO BOX 633,,ILWACO,WA,98624,(360) 783-2409,2017-02-27,2025-07-06,C,Corporation,01,GENERAL,,,604075827.0,"HERMENS, JASON LEE",E,EXPIRED,2023-11-14,True,General Contractor,False,https://www.aceconstructionandre.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 21:06:33,False,,pending_review,,,,
688,360 CONSTRUCTION,360COC*772KT,CC,CONSTRUCTION CONTRACTOR,6017 CAPITAL BLVD SW,,TUMWATER,WA,98501,(360) 819-9649,2023-05-30,2027-07-01,I,Individual,01,GENERAL,,,604532440.0,"PETERS, CHRISTOPHER",A,ACTIVE,,True,General Contractor,False,https://www.360construction.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:47:13,False,,pending_review,,,,
2186,A PLUS PLUS CONSTRUCTION LLC,PLUSPPP856CR,CC,CONSTRUCTION CONTRACTOR,PO BOX 417,,AURORA,OR,97002,(503) 421-6779,2015-02-24,2019-05-15,L,Limited Liability Company,01,GENERAL,,,603477530.0,"VELAZQUEZ, JEZIEL",E,EXPIRED,2017-08-01,True,General Contractor,False,https://www.aplusplusconstructio.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:54:44,False,,pending_review,,,,
258,1ST CLASS PAINTING LLC,1STCLCP840M2,CC,CONSTRUCTION CONTRACTOR,9115 182ND ST NE,,ARLINGTON,WA,98223,(360) 788-5525,2016-07-22,2018-07-22,L,Limited Liability Company,CB,PAINTING/WALLCOVERING,,,604014670.0,"ANDERSON, WENDY SUE",E,EXPIRED,2017-04-12,True,Painting,False,https://www.1stclasspaintingllc.com,found,"1ST CLASS PAINTING LLC is a painting contractor based in Arlington, WA, specializing in various painting services.",,,,"Interior Painting, Exterior Painting, Residential Painting, Commercial Painting","Painting, Interior and Exterior Painting",,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:45:10,False,,approved_download,,,,
943,4 STARS DRYWALL & PAINTING,4STARSD820QR,CC,CONSTRUCTION CONTRACTOR,1511 6th St NE,,AUBURN,WA,98002,(206) 226-8395,2018-11-19,2020-11-19,I,Individual,01,GENERAL,,,602856031.0,"OCHOA GOMEZ, JACINTO",R,RE-LICENSED,,True,Painting,False,https://www.4starsdrywallandpain.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:48:30,False,,pending_review,,,,
1328,89 ROOFING LLC,89ROORL779J8,CC,CONSTRUCTION CONTRACTOR,639 N BAKER AVE,,WENATCHEE,WA,98802,(509) 741-0386,2023-04-28,2027-04-28,L,Limited Liability Company,CD,ROOFING,,,605202958.0,"AVILA GONZALEZ, JOSE ADAN",A,ACTIVE,,True,Roofing,False,https://www.89roofingllc.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:50:26,False,,pending_review,,,,
5143,ADAPTABLE HANDYMAN LLC,ADAPTHL822PS,CC,CONSTRUCTION CONTRACTOR,PO BOX 158,,PORT GAMBLE,WA,98364,(360) 689-6582,2018-10-10,2020-10-10,L,Limited Liability Company,01,GENERAL,,,604344171.0,"KLEIVA, ERIK NORMANSON",E,EXPIRED,2019-10-09,True,Handyman,False,https://www.adaptablehandymanllc.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 21:09:37,False,,pending_review,,,,
5126,Adams Roofing,ADAMSR*825N9,CC,CONSTRUCTION CONTRACTOR,484 River Rd,,SEQUIM,WA,98382,(360) 775-0111,2018-08-29,2020-08-29,I,Individual,CD,ROOFING,,,604191576.0,"Adams, Daniel Ryan",R,RE-LICENSED,2019-08-29,True,Roofing,False,https://www.adamsroofing.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 21:09:31,False,,pending_review,,,,
2807,A-1 CONSTRUCTION & DEVELOPMENT,1CONSCD891PE,CC,CONSTRUCTION CONTRACTOR,12920 115th St E,,PUYALLUP,WA,98374,(253) 841-1459,2011-10-05,2019-10-06,I,Individual,BW,LANDSCAPING,,,600626460.0,"Kelsch, David C",E,EXPIRED,,True,General Contractor,False,https://www.a-1constructionandde.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:57:53,False,,pending_review,,,,
2805,A-1 COMMERCIAL ROOFING CO,1COMMCR844MK,CC,CONSTRUCTION CONTRACTOR,1546 NW 56TH ST,,SEATTLE,WA,98107,(206) 839-6531,2016-07-12,2020-07-12,I,Individual,CD,ROOFING,,,604006398.0,"MARKS, PETER",E,EXPIRED,,True,Roofing,False,https://www.a-1commercialroofing.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:57:52,False,,pending_review,,,,
976,440 CONSTRUCTION LLC,440COCL843MK,CC,CONSTRUCTION CONTRACTOR,11209 N SKAGIT ST UNIT B,,BURLINGTON,WA,98233,(360) 333-5342,2016-07-12,2020-08-16,L,Limited Liability Company,01,GENERAL,,,604006570.0,"DIAZ, HOMER JR",E,EXPIRED,2019-03-08,True,General Contractor,False,https://www.440constructionllc.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:48:39,False,,pending_review,,,,
2755,A+ HANDYMAN SERVICES,HANDYHS826BU,CC,CONSTRUCTION CONTRACTOR,18527  101ST AVE CT E #113,,PUYALLUP,WA,98375,(253) 507-3034,2018-01-31,2020-01-31,I,Individual,HM,HANDYMAN,,,604211334.0,"DICKJOSE, MICHAEL FREDERICK",R,RE-LICENSED,2019-01-29,True,Handyman,False,https://www.a+handymanservices.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:57:37,False,,pending_review,,,,
2753,A+ GENERAL CONTRACTOR JT LLC,GENERGC804B7,CC,CONSTRUCTION CONTRACTOR,424 3RD AVE S APT 316,,EDMONDS,WA,98020,(425) 314-4613,2020-01-27,2026-03-12,L,Limited Liability Company,01,GENERAL,,,604478814.0,"TOVAR JIMENEZ, JOSE",A,ACTIVE,,True,General Contractor,False,https://www.a+generalcontractorj.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:57:37,False,,pending_review,,,,
5278,ADOBE PAINTING,ADOBEP*894NJ,CC,CONSTRUCTION CONTRACTOR,1118 17TH ST NW,,PUYALLUP,WA,98371,(253) 219-9878,2011-08-11,2021-08-11,I,Individual,CB,PAINTING/WALLCOVERING,,,603044185.0,"SMITH, BILLY EUGENE",E,EXPIRED,2019-12-20,True,Painting,False,https://www.adobepainting.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 21:10:18,False,,pending_review,,,,
2779,A+ SEPTIC & PLUMBING SERVICE,ASEPTPS055MM,CC,CONSTRUCTION CONTRACTOR,7225 PACIFIC AVE SE,,OLYMPIA,WA,98503,(360) 491-2900,1995-07-14,2026-08-21,C,Corporation,01,GENERAL,,,601512272.0,"GRIMSLEY-LAVERGNE, TERESA R",A,ACTIVE,,True,Plumbing,False,https://www.a+septicandplumbings.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:57:44,False,,pending_review,,,,
2776,A+ ROOFING & REMODELS,ROOFIRR786NH,CC,CONSTRUCTION CONTRACTOR,2433 1/2 NW 57TH ST,,SEATTLE,WA,98107,(541) 630-0257,2022-08-08,2024-08-08,L,Limited Liability Company,01,GENERAL,,,604937534.0,"UMPHREY, ANTHONY MICHAEL",E,EXPIRED,2024-04-07,True,Roofing,False,https://www.a+roofingandremodels.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:57:43,False,,pending_review,,,,
1376,A & A CONSTRUCTION,CONST*C776KK,CC,CONSTRUCTION CONTRACTOR,4307 NE 10TH PL,,RENTON,WA,98059,(206) 300-2126,2023-06-22,2025-06-22,L,Limited Liability Company,01,GENERAL,,,605035009.0,"ARON, ANDREW NELSON",E,EXPIRED,,True,General Contractor,False,https://www.aandaconstruction.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:50:41,False,,pending_review,,,,
2775,A+ ROOFING & GUTTERS SERVS LLC,ROOFIRG808LR,CC,CONSTRUCTION CONTRACTOR,26712 NE RICHARDSON ST,P.O. Box 225,DUVALL,WA,98019,(206) 713-9495,2020-07-06,2026-11-10,L,Limited Liability Company,01,GENERAL,,,604573105.0,"REYNAGA URIBE, SALVADOR",A,ACTIVE,,True,Roofing,False,https://www.a+roofingandgutterss.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:57:43,False,,pending_review,,,,
1382,A & A CONTRACTORS,AACON**787JE,CC,CONSTRUCTION CONTRACTOR,9621 NE 19TH AVE,,VANCOUVER,WA,98665,(360) 921-1875,2022-04-06,2024-04-06,I,Individual,BK,DRY WALL,,,604883932.0,"CANALES, ALICIA MARIE",E,EXPIRED,2022-10-28,True,General Contractor,False,https://www.aandacontractors.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:50:43,False,,pending_review,,,,
2722,"A'S HANDYMAN SERVICES, LLC",SHANDHS753C4,CC,CONSTRUCTION CONTRACTOR,1600 S 13TH STREET,,MOUNT VERNON,WA,98274,(360) 420-3088,2025-02-25,2027-02-25,L,Limited Liability Company,01,GENERAL,,,605612046.0,"ANZALDUA, EDWARD",A,ACTIVE,,True,Handyman,False,"https://www.a'shandymanservices,.com",found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:57:28,False,,pending_review,,,,
2717,A'ALONA HVAC SOLUTIONS LLC,ALONAHS763QK,CC,CONSTRUCTION CONTRACTOR,14374 99TH WAY SE,,YELM,WA,98597,(206) 375-2851,2024-11-12,2026-11-12,L,Limited Liability Company,01,GENERAL,,,605583376.0,"STICHTER, ANN ELIZABETH",A,ACTIVE,,True,HVAC,False,https://www.a'alonahvacsolutions.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:57:26,False,,pending_review,,,,
5182,ADDVENT CONSTRUCTION SPCIT LLC,ADDVECS803BG,CC,CONSTRUCTION CONTRACTOR,10833 2ND AVE S,,SEATTLE,WA,98168,(206) 601-9209,2020-01-07,2022-01-07,L,Limited Liability Company,01,GENERAL,,,604563897.0,,I,INACTIVE,,True,General Contractor,False,https://www.addventconstructions.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 21:09:49,False,,pending_review,,,,
2983,A-TEAM HANDYMAN SERVICES,TEAMHHS804B9,CC,CONSTRUCTION CONTRACTOR,6549 long lake dr,,NINE MILE FALLS,WA,99026,(360) 771-4894,2020-01-29,2025-01-24,I,Individual,01,GENERAL,,,604558689.0,"Smith, Jordan Michael",E,EXPIRED,2024-09-14,True,Handyman,False,https://www.a-teamhandymanservic.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:58:46,False,,pending_review,,,,
1246,626 NORTHWEST CONSTRUCTION LLC,626NONC836BU,CC,CONSTRUCTION CONTRACTOR,12428 56TH DR NE,,MARYSVILLE,WA,98271,(425) 350-1218,2017-01-31,2026-03-29,L,Limited Liability Company,01,GENERAL,,,604068368.0,"TERAN, MY ANGEL",A,ACTIVE,,True,General Contractor,False,https://www.626northwestconstruc.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:50:02,False,,pending_review,,,,
2978,A-TEAM CONSTRUCTION,TEAMCC*841DS,CC,CONSTRUCTION CONTRACTOR,1703 WASHINGTON ST,,WENATCHEE,WA,98801,(509) 470-0144,2016-03-10,2026-11-18,I,Individual,01,GENERAL,,,603592490.0,"HARRINGTON, SHANE MICHAEL",A,ACTIVE,,True,General Contractor,False,https://www.a-teamconstruction.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:58:45,False,,pending_review,,,,
3759,ABERNATHY CONSTRUCTION,ABERNC*821C1,CC,CONSTRUCTION CONTRACTOR,PO BOX 461,,YACOLT,WA,98675,(360) 980-2588,2018-02-21,2020-02-21,I,Individual,01,GENERAL,,,604147955.0,"ABERNATHY, NICHOLAS R.",R,RE-LICENSED,,True,General Contractor,False,https://www.abernathyconstructio.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 21:02:40,False,,pending_review,,,,
1280,7 STARS ROOFING LLC,7STARSR861LL,CC,CONSTRUCTION CONTRACTOR,4510 Moris Lane,,PASCO,WA,99301,(509) 619-2415,2014-06-13,2022-06-15,L,Limited Liability Company,01,GENERAL,,,603392990.0,"PANTOJA, ELISEO MARTINEZ",E,EXPIRED,2020-06-28,True,Roofing,False,https://www.7starsroofingllc.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:50:11,False,,pending_review,,,,
1285,7-IRON CONSTRUCTION,7IRONC*804J2,CC,CONSTRUCTION CONTRACTOR,10812 NE 92ND CIRCLE,,VANCOUVER,WA,98662,(503) 719-1166,2020-04-22,2024-04-29,I,Individual,01,GENERAL,,,604607932.0,"MESUI, MELEANA OFAKIMULI",E,EXPIRED,2022-12-01,True,General Contractor,False,https://www.7-ironconstruction.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:50:12,False,,pending_review,,,,
1287,7:24 CONSTRUCTION & DEV LLC,724COCD780QM,CC,CONSTRUCTION CONTRACTOR,6767 Fairfield Pl,,FERNDALE,WA,98248,(360) 815-3270,2022-11-14,2026-11-19,L,Limited Liability Company,01,GENERAL,,,604923106.0,"Cornelsen, Riley Scott",A,ACTIVE,,True,General Contractor,False,https://www.7:24constructionandd.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:50:14,False,,pending_review,,,,
1431,A & B SERVICES & PAINTING LLC,BSERVBS828NS,CC,CONSTRUCTION CONTRACTOR,1822 109th Ave Ct E,,PUYALLUP,WA,98372,(206) 412-6876,2018-08-10,2026-08-23,L,Limited Liability Company,CB,PAINTING/WALLCOVERING,,,604286958.0,"SANTOS CALDERON, MARIO RENE",A,ACTIVE,,True,Painting,False,https://www.aandbservicesandpain.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:50:58,False,,pending_review,,,,
5049,Adam Laneer Construction Inc,ADAMLLC881JL,CC,CONSTRUCTION CONTRACTOR,1950 Black Lake Blvd SW,,OLYMPIA,WA,98512,(360) 915-8073,2012-04-13,2024-05-02,C,Corporation,01,GENERAL,,,603198566.0,"Laneer, Michael A",E,EXPIRED,2023-04-08,True,General Contractor,False,https://www.adamlaneerconstructi.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 21:09:09,False,,pending_review,,,,
5048,ADAM LAKE CONSTRUCTION,ADAMLC*077QE,CC,CONSTRUCTION CONTRACTOR,4719 BAYVIEW LANE,,EVERETT,WA,98203,(206) 300-2032,1993-11-05,2024-04-14,I,Individual,01,GENERAL,,,600326072.0,"LAKE, ADAM",E,EXPIRED,2023-11-10,True,General Contractor,False,https://www.adamlakeconstruction.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 21:09:09,False,,pending_review,,,,
2705,A&W CONSTRUCTION,WCONSC*835RF,CC,CONSTRUCTION CONTRACTOR,7110 48th Ave w,,MUKILTEO,WA,98275,(206) 719-3900,2017-12-06,2021-12-06,C,Corporation,01,GENERAL,,,601670329.0,"WILSON, KEVIN JAMES",E,EXPIRED,2021-10-21,True,General Contractor,False,https://www.aandwconstruction.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:57:22,False,,pending_review,,,,
2704,A&V SMART CONSTRUCTION LLC,VSMARSC785PE,CC,CONSTRUCTION CONTRACTOR,4703 NE 128TH CT,,VANCOUVER,WA,98682,(503) 320-7715,2022-10-05,2026-10-05,L,Limited Liability Company,01,GENERAL,,,604927467.0,"BADOOK, ALEXEY IVAN",A,ACTIVE,,True,General Contractor,False,https://www.aandvsmartconstructi.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:57:22,False,,pending_review,,,,
2703,A&V PAINTING SOLUTIONS LLC,VPAINPS798JA,CC,CONSTRUCTION CONTRACTOR,209 AVE H,,GRANDVIEW,WA,98930,(509) 830-9318,2021-04-30,2023-04-30,L,Limited Liability Company,01,GENERAL,,,604715408.0,"CORNEJO, ABEL ALEJANDRO",E,EXPIRED,2022-03-09,True,Painting,False,https://www.aandvpaintingsolutio.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:57:22,False,,pending_review,,,,
5101,ADAMS CONSTRUCTION SRVCS INC,ADAMSCS022DR,CC,CONSTRUCTION CONTRACTOR,11027 118TH PL NE,,KIRKLAND,WA,98033,(425) 827-9447,1998-03-19,2026-10-31,C,Corporation,01,GENERAL,,,601693720.0,"ADAMS, MICHAEL JOHN",A,ACTIVE,,True,General Contractor,False,https://www.adamsconstructionsrv.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 21:09:24,False,,pending_review,,,,
5134,ADAMSON CONSTRUCTION INC,ADAMSCI982K1,CC,CONSTRUCTION CONTRACTOR,14104 E QUEEN,,SPOKANE,WA,99216,(509) 928-8796,2002-05-21,2020-05-24,C,Corporation,01,GENERAL,,,602135109.0,"ADAMSON, MICHAEL JOHN",E,EXPIRED,2019-04-20,True,General Contractor,False,https://www.adamsonconstructioni.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 21:09:34,False,,pending_review,,,,
1439,A & C CONSTRUCTION,CCONS**846JQ,CC,CONSTRUCTION CONTRACTOR,762 Drake Street,,Fircrest,WA,98466,(206) 596-1925,2016-04-18,2026-11-18,I,Individual,01,GENERAL,,,603607775.0,"Cruz-Montes, Angel Ideny",A,ACTIVE,,True,General Contractor,False,https://www.aandcconstruction.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:50:59,False,,pending_review,,,,
5046,ADAM J WALDRON CONSTRUCTION,ADAMJJW831JG,CC,CONSTRUCTION CONTRACTOR,626 JAMESON STREET,,SEDRO WOOLLEY,WA,98284,(360) 391-7434,2017-04-07,2027-02-04,I,Individual,01,GENERAL,,,604091084.0,"WALDRON, ADAM JAMES",A,ACTIVE,,True,General Contractor,False,https://www.adamjwaldronconstruc.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 21:09:07,False,,pending_review,,,,
2694,A&T CONSTRUCTION NW,TCONSCN830CL,CC,CONSTRUCTION CONTRACTOR,6106 N GARFIELD RD,,SPOKANE,WA,99224,(509) 475-8814,2017-02-13,2021-02-13,P,Partnership,01,GENERAL,,,604088242.0,"ABITZ, JAMES BRIAN",R,RE-LICENSED,,True,General Contractor,False,https://www.aandtconstructionnw.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:57:19,False,,pending_review,,,,
2860,A-1 Painting LLC,1PAINPL837O7,CC,CONSTRUCTION CONTRACTOR,920 NORTH RD 37,,PASCO,WA,99301,(509) 947-7656,2017-09-27,2019-09-27,M,Limited Liability Partnership,SB,"Cabinets, Millwork and Finish Carpentry",,,604160433.0,"Ramos, Erick A",E,EXPIRED,2018-10-28,True,Painting,False,https://www.a-1paintingllc.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:58:08,False,,pending_review,,,,
1304,7EVEN & SONS CONSTRUCTION,7EVENSC786B9,CC,CONSTRUCTION CONTRACTOR,6712 114TH AVE CT E,,PUYALLUP,WA,98372,(253) 988-0713,2021-11-19,2023-11-19,L,Limited Liability Company,01,GENERAL,,,604078988.0,"BLOOMQUIST, ROSS SEVEN D",E,EXPIRED,2022-09-23,True,General Contractor,False,https://www.7evenandsonsconstruc.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:50:18,False,,pending_review,,,,
1306,7J LANDSCAPE CONSTRUCTION,7JLANLC838N5,CC,CONSTRUCTION CONTRACTOR,203 NW Ann St,,PULLMAN,WA,99163,(208) 241-6687,2017-08-25,2025-08-25,L,Limited Liability Company,01,GENERAL,,,603483838.0,"Ellis, Jeremiah Jake",A,ACTIVE,,True,General Contractor,False,https://www.7jlandscapeconstruct.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:50:20,False,,pending_review,,,,
2858,A-1 PAINTING,A1PAI**041R4,CC,CONSTRUCTION CONTRACTOR,PO BOX 144,,SILVERTON,OR,973810144,(503) 873-4229,1996-12-24,2026-07-26,I,Individual,SS,Paving/ Striping/ Seal Coating,,,601758310.0,"SCHIMSCHOK, BRIAN F",A,ACTIVE,,True,Painting,False,https://www.a-1painting.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:58:08,False,,pending_review,,,,
2790,A+GRADECONSTRUCTION,GRADE**776PJ,CC,CONSTRUCTION CONTRACTOR,859 E 51st Street,,BELLINGHAM,WA,98226,(360) 524-4456,2023-10-11,2025-10-11,L,Limited Liability Company,01,GENERAL,,,605336687.0,"Tejeda Encarnacion, Alexis Jul",S,SUSPENDED,2024-09-26,True,General Contractor,False,https://www.a+gradeconstruction.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:57:47,False,,pending_review,,,,
2783,A+ TEAM PAINTING LLC,TEAMPTP781LP,CC,CONSTRUCTION CONTRACTOR,3402 V ST SE,,AUBURN,WA,98002,(253) 499-3306,2022-06-17,2026-08-14,L,Limited Liability Company,01,GENERAL,,,604925807.0,"OLEA NAVA, LUZ DEL CARMEN",A,ACTIVE,,True,Painting,False,https://www.a+teampaintingllc.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:57:46,False,,pending_review,,,,
5122,ADAMS REMODELING,ADAMSR*823PC,CC,CONSTRUCTION CONTRACTOR,4100 SE Lloyd St,,OLYMPIA,WA,98501,(360) 608-7953,2018-10-03,2020-10-03,I,Individual,01,GENERAL,,,604037888.0,"Adams, Richard William",E,EXPIRED,,True,General Contractor,False,https://www.adamsremodeling.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 21:09:31,False,,pending_review,,,,
1313,8 DAYS A WEEK CONSTRUCTION INC,8DAYSDW868RB,CC,CONSTRUCTION CONTRACTOR,1424 W BELLWOOD DR,,SPOKANE,WA,99218,(509) 481-0889,2014-12-02,2026-01-02,C,Corporation,01,GENERAL,,,603398258.0,"CASE, AUSTIN DEAN",A,ACTIVE,,True,General Contractor,False,https://www.8daysaweekconstructi.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:50:21,False,,pending_review,,,,
2835,A-1 GENERAL CONTRACTORS INC,A1GENCI996Q1,EC,ELECTRICAL CONTRACTOR,6410 N MONROE,,SPOKANE,WA,99208,(509) 328-3054,2001-11-21,2023-11-23,C,Corporation,7B,RESIDENTIAL MAINTENANCE,,,601305437.0,"RICHTER, DEWAIN L",E,EXPIRED,2022-10-26,True,General Contractor,False,https://www.a-1generalcontractor.com,found,,,,,,,,,,,,,,,,0.88,0.75,1.0,completed,2025-08-01 20:58:01,False,,pending_review,,,,
