id,business_name,phone_number,address1,address2,city,state,zip,website_url,confidence_score,is_home_contractor,mailer_category,contractor_license_type_code_desc,processing_status,last_processed
3952,ABOVE CONSTRUCTION CORP,(917) 536-2193,4824 BEACH 48TH ST,,BROOKLYN,NY,11224,https://www.aboveconstructioncor.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:03:38
1139,501 CONSTRUCTION INC,(253) 854-5660,10811 SE KENT KANGLEY ROAD,,KENT,WA,98030,https://www.501constructioninc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:49:29
1141,502 CONSTRUCTION LLC,(425) 399-3649,1833 S 93RD ST APT C,,TACOMA,WA,98444,https://www.502constructionllc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:49:30
4907,Action Man Plumbing,(509) 947-7347,PO BOX 1076,,REPUBLIC,WA,99166,https://www.actionmanplumbing.com,0.88,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-08-01 21:08:26
2386,A VETERAN HANDYMAN LLC,(253) 820-0226,13207 BINGHAM AVE E,,TACOMA,WA,98446,https://www.aveteranhandymanllc.com,0.88,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:55:45
4873,ACTION CONTRACTORS LLC,(330) 748-4884,100 Northfield Road,,BEDFORD,OH,44146,https://www.actioncontractorsllc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:08:16
1693,A + REMODEL&FLOORING,(425) 344-4319,14508 Lake Road,,Lynnwood,WA,98087,https://www.a+remodelandflooring.com,0.88,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:52:16
1695,A - LIST PLUMBING,(206) 734-8444,21133 22ND AVE W,,LYNNWOOD,WA,98036,https://www.a-listplumbing.com,0.88,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-08-01 20:52:16
4781,ACOSTA CONSTRUCTION NW P S,(509) 319-9763,PO BOX 9993,,SPOKANE,WA,99209,https://www.acostaconstructionnw.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:07:47
2639,A&N PLUMBING & MORE LLC,(509) 881-5078,2320 3ST ST NE,,EAST WENATCHEE,WA,98802,https://www.aandnplumbingandmore.com,0.88,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-08-01 20:57:02
2168,A PLUS CONSTRUCTION LLC,(509) 424-3794,310 Wendt Rd,,YAKIMA,WA,98901,https://www.aplusconstructionllc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:40
2234,A RIVER CITY PLUMBING SERV LLC,(509) 954-6567,9720 E SHANNON AVE,,SPOKANE,WA,99206,https://www.arivercityplumbingse.com,0.88,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-08-01 20:55:00
4600,ACE PATCH CONSTRUCTION LLC,(206) 403-7616,1550 27TH ST NW,,PUYALLUP,WA,98371,https://www.acepatchconstruction.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:53
4605,ACE PLUMBING LLC,(360) 219-6334,1349 STATE ROUTE 508,,CHEHALIS,WA,98532,https://www.aceplumbingllc.com,0.88,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-08-01 21:06:54
2245,A RUTTAN CONSTRUCTION INC,(206) 390-8245,11206 E LAKE JOY DR NE,,CARNATION,WA,98014,https://www.aruttanconstructioni.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:55:03
2158,A PLEASANT HANDYMAN SERVICE,(360) 206-7611,221 SE COWLITZ ROAD,,WINLOCK,WA,98596,https://www.apleasanthandymanser.com,0.88,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:37
2160,A PLUMBING DOCTOR LLC,(253) 778-0286,128 STAMPER RD,,ELMA,WA,98541,https://www.aplumbingdoctorllc.com,0.88,True,Plumbing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:37
4446,ACCURATE FLOORING LLC,(360) 281-6483,6503 NE 94TH AVE,,VANCOUVER,WA,98662,https://www.accurateflooringllc.com,0.88,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:06
2095,A MILLER CONTRACTOR LLC,(206) 446-8992,3802 S 303RD CT,,AUBURN,WA,98001,https://www.amillercontractorllc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:17
1270,7 KINGDOM'S PAINTING,(425) 236-8270,2305 RUCKER AVE UNIT 5,,EVERETT,WA,98201,https://www.7kingdom'spainting.com,0.88,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:50:08
2623,A&M PLUMBING HTG & ELECT INC,(425) 225-5559,7130 19TH AVE NE,,TULALIP,WA,98271,https://www.aandmplumbinghtgande.com,0.88,True,Plumbing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:56:57
306,2 CAN DO CONSTRUCTION CRW CORP,(206) 227-4678,15828 43RD AVE SOUTH,,TUKWILA,WA,98188,https://www.2candoconstructioncr.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:45:33
4500,ACDC CONSTRUCTION LLC,(503) 332-1274,PO BOX 821631,,VANCOUVER,WA,98682,https://www.acdcconstructionllc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:22
342,2 SCHOTTS PAINTING & HDM SERV,(425) 282-2392,913 136TH ST CT S,,TACOMA,WA,98444,https://www.2schottspaintingandh.com,0.88,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:45:39
1966,A H GENERAL CONSTRUCTION,(360) 880-6417,113 Newawkum Golf Dr.,,CHEHALIS,WA,98532,https://www.ahgeneralconstructio.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:39
2120,A O A CONSTRUCTION LLC,(206) 765-9598,4015 170TH ST SW,,LYNNWOOD,WA,98037,https://www.aoaconstructionllc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:25
2122,A O P PAINTING,(509) 386-2289,1153 OLIVE ST,,WALLA WALLA,WA,99362,https://www.aoppainting.com,0.88,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:26
2128,A P E PAINTING INC,(360) 263-7699,PO BOX 265,,BATTLE GROUND,WA,98604,https://www.apepaintinginc.com,0.88,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:28
4530,ACE CONSTRUCTION & LNDSCPG INC,(206) 246-4883,4446 S 131ST PL,,TUKWILA,WA,98168,https://www.aceconstructionandln.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:31
2135,A P L CONSTRUCTION,(206) 372-2130,524 sw 352nd st,,FEDERAL WAY,WA,98023,https://www.aplconstruction.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:29
313,2 CREEKS CONSTRUCTION LLC,(360) 949-6688,4610 NE 77TH AVE,SUITE 102,VANCOUVER,WA,98662,https://www.2creeksconstructionl.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:45:34
4531,ACE CONSTRUCTION & REMODEL LLC,(206) 305-1892,19307 3RD AVE S,,DES MOINES,WA,98148,https://www.aceconstructionandre.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:31
4538,ACE CONSTRUCTION SERVICES,(253) 632-1982,34008 9TH AVE S,#B-100,FEDERAL WAY,WA,98003,https://www.aceconstructionservi.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:34
1894,A EXPERT FLOORING LLC,(360) 909-1225,6613 NE 58TH ST,,VANCOUVER,WA,98661,https://www.aexpertflooringllc.com,0.88,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:17
4540,ACE CONTRACTORS,(425) 345-1907,4 112TH ST SW  UNIT B,,EVERETT,WA,98204,https://www.acecontractors.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:34
2164,A PLUS CONSTRUCTION,(907) 521-7106,12433 ADMIRALTY WAY P408,,EVERETT,WA,98204,https://www.aplusconstruction.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:38
4546,ACE DRYWALL & CONSTRUCTION LLC,(208) 651-5533,16085 N RAMSEY RD,,RATHDRUM,ID,83858,https://www.acedrywallandconstru.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:36
4522,ACE CONCRETE CONSTRUCTION,(360) 787-3899,34515 NW 21ST AVE,,LA CENTER,WA,98629,https://www.aceconcreteconstruct.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:30
2099,A N A  Construction LLC,(360) 999-0515,7744 TRAILS END DR SE,,TUMWATER,WA,98501,https://www.anaconstructionllc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:19
4534,ACE CONSTRUCTION GROUP LLC,(509) 578-9929,PO BOX 4942,,WEST RICHLAND,WA,99353,https://www.aceconstructiongroup.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:33
4560,ACE HANDYMAN SERV TRI CITIES,(509) 219-6300,7325 W. Deschutes Ave,Suite B,Kennewick,WA,99336,https://www.acehandymanservtrici.com,0.88,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:40
1867,A D E PAINTING LLC,(206) 856-6836,617 SW 316TH ST,,FEDERAL WAY,WA,98023,https://www.adepaintingllc.com,0.88,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:09
4533,ACE CONSTRUCTION & SERVS LLC,(406) 241-2227,1324 3rd Street,,CLARKSTON,WA,99403,https://www.aceconstructionandse.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:33
1863,A D B Construction,(206) 459-1355,7222 NE New Brooklyn Rd,,BAINBRIDGE ISLAND,WA,98110,https://www.adbconstruction.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:08
2214,A R JORGENSEN CONSTRUCTION,(360) 943-2842,2838 26TH AVE NE,,OLYMPIA,WA,98506,https://www.arjorgensenconstruct.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:53
1925,A FRESH COAT PAINTING LLC,(971) 570-0261,3340 SW 178TH AVE,,BEAVERTON,OR,97003,https://www.afreshcoatpaintingll.com,0.88,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:26
2136,A P R CONSTRUCTION INC,(360) 457-6761,181 WINTER RD,,PORT ANGELES,WA,98362,https://www.aprconstructioninc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:29
1897,A F C WINDOWS & ROOFING INC,(503) 932-7686,19704 ne 158th st,,Woodinville,WA,98077,https://www.afcwindowsandroofing.com,0.88,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:18
4566,ACE HANDYMAN SRVCS E KING CNTY,(480) 738-3732,1820 201ST PL SE,UNIT C5,BOTHELL,WA,98012,https://www.acehandymansrvcsekin.com,0.88,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:42
2228,A REAL HANDYMAN LLC,(509) 928-3780,1818 W FRANCIS AVE,#189,SPOKANE,WA,99205,https://www.arealhandymanllc.com,0.88,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:58
4568,ACE HANDYMAN SVCS KITSAP PEN,(904) 303-6410,4040 WHEATON WAY STE 209,,BREMERTON,WA,98310,https://www.acehandymansvcskitsa.com,0.88,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:44
4572,ACE HVAC SERVICE LLC,(206) 354-0772,2466 S SPENCER ST,,SEATTLE,WA,98108,https://www.acehvacservicellc.com,0.88,True,HVAC,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:45
1846,A CRANE CONSTRUCTION SLTNS LLC,(425) 572-2228,20421 LITTLE BEAR CREEK RD,,WOODINVILLE,WA,98072,https://www.acraneconstructionsl.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:03
1915,A FINE TOUCH PAINTING LLC,(607) 437-3890,1711 OCEAN BEACH BLVD N,,LONG BEACH,WA,98631,https://www.afinetouchpaintingll.com,0.88,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:23
2206,A R & B ROOFING LLC,(360) 947-9554,9332 NE 81ST ST,,VANCOUVER,WA,98662,https://www.arandbroofingllc.com,0.88,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:50
2024,A K CONSTRUCTION & EXCAVTN LLC,(509) 370-5692,3320 SOUTH MOLTER ROAD,,LIBERTY LAKE,WA,99019,https://www.akconstructionandexc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:56
1993,A HOUSE PAINTING,(253) 904-7520,916 99TH ST SOUTH,,TACOMA,WA,98444,https://www.ahousepainting.com,0.88,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:47
2032,A K PRESTIGE FLOORING INC,(206) 372-4008,13051 SE 305 Pl,,AUBURN,WA,98092,https://www.akprestigeflooringin.com,0.88,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:59
358,20/20 ELECTRICAL ENTRPRSES L,(509) 221-0324,1310 S Robinhood St,,SPOKANE,WA,99206,https://www.20/20electricalentrp.com,0.88,True,Electrical,ELECTRICAL CONTRACTOR,completed,2025-08-01 20:45:42
2432,A&A CONSTRUCTION LLC,(425) 683-1668,3910 Riverfront Blvd,Apt A313,EVERETT,WA,98201,https://www.aandaconstructionllc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:56:00
2452,A&A ROOFING SERVICES LLC,(509) 572-8428,PO BOX 6687,,KENNEWICK,WA,99336,https://www.aandaroofingservices.com,0.88,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:56:06
2533,A&G HANDYMAN LLC,(425) 244-7576,15523 52ND PL W,,EDMONDS,WA,98026,https://www.aandghandymanllc.com,0.88,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:56:30
4420,ACCURATE CONSTRUCTION,(206) 909-5856,PO BOX 153,,INDIANOLA,WA,98342,https://www.accurateconstruction.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:05:58
324,2 GUYS CONSTRUCTION LLC,(425) 220-3383,3326 80TH AVE NE,,MARYSVILLE,WA,98270,https://www.2guysconstructionllc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:45:36
2622,A&M PLUMBING & HEATING LLC,(425) 225-5559,22727 84TH AVE W,,EDMONDS,WA,98026,https://www.aandmplumbingandheat.com,0.88,True,Plumbing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:56:57
1979,A Handyman & Yard Service,(206) 412-4191,17645 110TH AVE SE,,RENTON,WA,98055,https://www.ahandymanandyardserv.com,0.88,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:42
1984,A HELPING HAND HANDYMAN LLC,(360) 550-7445,1143 LAKEWOOD LN,,BELLINGHAM,WA,98229,https://www.ahelpinghandhandyman.com,0.88,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:44
2056,A LEON CONSTRUCTION LLC,(425) 530-0259,6722 200TH ST SW,STE A,LYNNWOOD,WA,98036,https://www.aleonconstructionllc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:05
4330,Access Electrical LLC,(503) 642-4333,13525 SW Farmington Rd,,BEAVERTON,OR,97005,https://www.accesselectricalllc.com,0.88,True,Electrical,ELECTRICAL CONTRACTOR,completed,2025-08-01 21:05:31
4426,ACCURATE CONSTRUCTION SVCS LLC,(360) 936-7876,11706 NW 16th ave,,VANCOUVER,WA,98685,https://www.accurateconstruction.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:00
341,2 RIVERS REMODELING,(503) 894-2545,17215 NE 27TH WAY,,VANCOUVER,WA,98684,https://www.2riversremodeling.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:45:39
4475,ACCURATE PLUMBING DESIGN LLC,(541) 977-6421,P.O. Box 205,,BENTON CITY,WA,99320,https://www.accurateplumbingdesi.com,0.88,True,Plumbing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:15
1964,A Guy Remodeling LLC,(509) 954-2158,3006 W. Seabrook Ct,,PASCO,WA,99301,https://www.aguyremodelingllc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:38
316,2 DOG CONSTRUCTION INC,(509) 993-1745,522 Clover,,CHENEY,WA,99004,https://www.2dogconstructioninc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:45:34
2069,A LOT MOORE CONSTRUCTION LLC,(360) 999-5590,7535 Titus Ct SE,,LACEY,WA,98503,https://www.alotmooreconstructio.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:10
315,2 DIRTY CONSTRUCTION,(253) 720-4091,PO BOX 1562,,PUYALLUP,WA,98371,https://www.2dirtyconstruction.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:45:34
367,2020 CONSTRUCTION LLC,(425) 306-5616,11805 SE 64th ST,,BELLEVUE,WA,98006,https://www.2020constructionllc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:45:43
4397,ACCUR CONSTRUCTION LLC,(406) 241-1687,819 EVANS DR,,SEDRO WOOLLEY,WA,98284,https://www.accurconstructionllc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:05:52
2054,A L V  FLOORING LLC,(253) 282-7962,1210 30TH ST SE APT 4,,AUBURN,WA,98002,https://www.alvflooringllc.com,0.88,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:05
1983,A HELPING HAND CONSTRUCTION,(541) 777-0674,904 N KRUGER ST,,CHEWELAH,WA,99109,https://www.ahelpinghandconstruc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:44
1954,A GRADE PLUMBING LLC,(208) 495-6634,3390 W HAYDEN AVE,,HAYDEN,ID,83835,https://www.agradeplumbingllc.com,0.88,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-08-01 20:53:35
1920,A FOREVER CONSTRUCTION LLC,(253) 531-7627,320 Garfield Street S #44454,,TACOMA,WA,98448,https://www.aforeverconstruction.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:24
2137,A P S ELECTRICAL CONT INC,(360) 452-6753,546 BENSON RD,,PORT ANGELES,WA,98363,https://www.apselectricalcontinc.com,0.88,True,Electrical,ELECTRICAL CONTRACTOR,completed,2025-08-01 20:54:31
1918,A FLOORING,(360) 220-1802,2230 A St,Apt # A,BELLINGHAM,WA,98225,https://www.aflooring.com,0.88,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:24
2138,A P WATSON CONSTRUCTION LLC,(509) 675-2438,307 N. Maple,,COLVILLE,WA,99114,https://www.apwatsonconstruction.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:31
2143,A PAINTING CO,(559) 668-3610,11818 SE 172ND LN APT M102,,RENTON,WA,98058,https://www.apaintingco.com,0.88,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:32
1969,A H M PAINTING SOLUTIONS LLC,(253) 886-8939,5611 S Pine St,,TACOMA,WA,98409,https://www.ahmpaintingsolutions.com,0.88,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:39
2057,A LEVEL ABOVE CONSTRUCTION LLC,(509) 855-6746,908 W LOOP DR,,MOSES LAKE,WA,98837,https://www.alevelaboveconstruct.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:07
2106,A NAM YANG CONSTRUCTION LLC,(206) 306-6440,956 Field Ave NE,,RENTON,WA,98059,https://www.anamyangconstruction.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:20
2767,A+ QUALITY CONSTRUCTION LLC,(509) 949-8078,1804 E MEAD AVE,,UNION GAP,WA,98903,https://www.a+qualityconstructio.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:57:41
339,2 PRO CONSTRUCTION LLC,(503) 856-4289,620 LOCKHAVEN DR NE,,SALEM,OR,97303,https://www.2proconstructionllc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:45:39
2148,A PERFECT CUT CONSTRUCTION LLC,(253) 405-9771,9215 S 220TH PL,,KENT,WA,98031,https://www.aperfectcutconstruct.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:34
2156,A Pinnacle Plumbing,(509) 990-9706,1417 E. Joseph,,SPOKANE,WA,99208,https://www.apinnacleplumbing.com,0.88,True,Plumbing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:35
2157,A PLACE FLOORING,(520) 837-9799,6420 W UMATILLA AVE,,KENNEWICK,WA,99336,https://www.aplaceflooring.com,0.88,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:37
2075,A M C CONSTRUCTION LLC,(509) 972-8760,11400 AMBER CREST PL,,YAKIMA,WA,98908,https://www.amcconstructionllc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:11
4491,ACCUSTOM CONSTRUCTION INC,(509) 467-4775,17515 N DARTFORD DR,,COLBERT,WA,99005,https://www.accustomconstruction.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:19
4423,ACCURATE CONSTRUCTION CO INC,(909) 592-4455,P O BOX 4769,,SAN DIMAS,CA,91773,https://www.accurateconstruction.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:00
2292,A T A GENERAL CONSTRUCTION LLC,(206) 319-2634,11020 SE KENT KANGLEY RD,APT FF 108,KENT,WA,98030,https://www.atageneralconstructi.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:55:18
4368,ACCORD CONSTRUCTION CO,(360) 567-7117,10519 NE 114TH COURT,,VANCOUVER,WA,98662,https://www.accordconstructionco.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:05:43
4369,ACCORD CONTRACTORS LLC,(425) 754-6759,12826 SE 40th LN STE 204,,BELLEVUE,WA,98006,https://www.accordcontractorsllc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:05:43
370,2020 VISION PAINTING LLC,(206) 376-3170,929 N. 145th St.,#33359,SEATTLE,WA,98133,https://www.2020visionpaintingll.com,0.88,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:45:43
2298,A T H PLUMBING INC,(253) 432-2961,13824 110TH ST NW,,GIG HARBOR,WA,98329,https://www.athplumbinginc.com,0.88,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-08-01 20:55:19
4537,ACE CONSTRUCTION SEQUIM LLC,(360) 683-0888,76 DICKINSON ST,,SEQUIM,WA,98382,https://www.aceconstructionsequi.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:34
1018,4EVER CONSTRUCTION,(206) 280-9906,3802 S GENESSE ST,,SEATTLE,WA,98118,https://www.4everconstruction.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:48:52
968,425 CONSTRUCTION LLC,(425) 922-3618,19310 Lerch Rd,,SNOHOMISH,WA,98290,https://www.425constructionllc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:48:37
3434,AARON BREWER CONSTRUCTION INC,(541) 892-0705,5102 OLD MIDLAND RD,,KLAMATH FALLS,OR,97603,https://www.aaronbrewerconstruct.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:01:02
966,42 CONSTRUCTION,(330) 209-0354,5338 15TH AVE S,,SEATTLE,WA,98108,https://www.42construction.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:48:36
3443,AARON GARCIA CONSTRUCTION LLC,(509) 553-3694,1335 NW Deane St,Apt 5,PULLMAN,WA,99163,https://www.aarongarciaconstruct.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:01:05
3372,AAF REMODELING LLC,(425) 224-5179,7701 HARDESON RD,UNIT 75,EVERETT,WA,98203,https://www.aafremodelingllc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:00:44
3375,AAHANA PAINTING,(206) 307-1927,105 STANLEY CT,,ALGONA,WA,98001,https://www.aahanapainting.com,0.88,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:00:45
994,47 REASONS CONSTRUCTION LLC,(509) 630-4602,1627 RIDGEVIEW LOOP DR,,WENATCHEE,WA,98801,https://www.47reasonsconstructio.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:48:45
950,4 YOU FLOORING LLC,(425) 319-3068,811 112TH ST SW,APT E201,EVERETT,WA,98204,https://www.4youflooringllc.com,0.88,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:48:31
3453,AARON LESTER PLUMBING LLC,(253) 961-4408,8504 59TH AVE SW,,LAKEWOOD,WA,98499,https://www.aaronlesterplumbingl.com,0.88,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-08-01 21:01:08
5338,ADS ROOFING LLC,(253) 227-1768,2307 148TH ST E,,TACOMA,WA,98445,https://www.adsroofingllc.com,0.88,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:10:36
3454,AARON MAIDA PAINTING,(608) 712-6998,9906 71ST ST SW,,LAKEWOOD,WA,98498,https://www.aaronmaidapainting.com,0.88,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:01:08
999,49 NORTH PAINTING,(360) 201-5634,3166 STUDIO LN  #103,,BELLINGHAM,WA,98226,https://www.49northpainting.com,0.88,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:48:46
3401,AAMEX PAINTING,(509) 860-0177,2725 school street,,Wenatchee,WA,98801,https://www.aamexpainting.com,0.88,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:00:53
1055,4TH DIMENSION CONSTRUCTION LLC,(360) 819-8075,715 78th Ave SW,Ste 5,Olympia,WA,98501,https://www.4thdimensionconstruc.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:49:03
299,2 BROTHERS CONSTRUCTION LLC,(509) 470-2638,2417 LESTER RD,,WENATCHEE,WA,98801,https://www.2brothersconstructio.com,0.88,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:45:31
