business_name,phone_number,address_line_1,address2,city,state,zip_code,website_url,confidence_score,is_home_contractor,mailer_category,processing_status,last_processed
A PLUS FLOORING,(509) 319-8332,720 West Cora Apt C56,,SPOKANE,WA,,https://www.aplusflooring.com,0.88,True,Flooring,completed,2025-08-01 20:54:41
AC Plus Construction LLC,(253) 632-7740,2405 125th Ave Ct E,,Edgewood,WA,,https://www.acplusconstructionll.com,0.88,True,General Contractor,completed,2025-08-01 21:05:02
2K PAINTING,(360) 214-9179,1205 NW CRYSTAL COURT,,YELM,WA,,https://www.2kpainting.com,0.88,True,Painting,completed,2025-08-01 20:46:17
ABU Hardwood Flooring Inc,(425) 783-9613,3328 167TH PL SW,,LYNNWOOD,WA,,https://www.abuhardwoodflooringi.com,0.88,True,Flooring,completed,2025-08-01 21:04:47
ABU CONSTRUCTION INC,(425) 520-0664,3510 132nd Street SW Unit B,,Lynnwood,WA,,https://www.abuconstructioninc.com,0.88,True,General Contractor,completed,2025-08-01 21:04:47
A & E CONSTRUCTION LLC,(503) 984-0029,PO BOX 2984,,WILSONVILLE,OR,,https://www.aandeconstructionllc.com,0.88,True,General Contractor,completed,2025-08-01 20:51:11
AD3 PROFESSIONAL PAINTING,(321) 403-7809,4114 W Everett Ave,,Shadle Garland,WA,,https://www.ad3professionalpaint.com,0.88,True,Painting,completed,2025-08-01 21:08:59
A & E CUSTOM CONSTRUCTION INC,(360) 516-3224,1941 EAST MASON LAKE DR W,,GRAPEVIEW,WA,,https://www.aandecustomconstruct.com,0.88,True,General Contractor,completed,2025-08-01 20:51:13
A&R HERNANDEZ GEN CONTRACTOR,(253) 545-9765,4113 109TH ST SW   #B,,LAKEWOOD,WA,,https://www.aandrhernandezgencon.com,0.88,True,General Contractor,completed,2025-08-01 20:57:09
242 CONSTRUCTION LLC,(425) 785-7003,PO BOX 552,,SOUTH CLE ELUM,WA,,https://www.242constructionllc.com,0.88,True,General Contractor,completed,2025-08-01 20:46:00
A-LIST PAINTING LLC,(541) 561-6964,80404 N Hill Dr,,HERMISTON,OR,,https://www.a-listpaintingllc.com,0.88,True,Painting,completed,2025-08-01 20:58:33
ADA Boomer Construction Inc,(509) 292-6414,115 South 2nd Street Ste E,,SELAH,WA,,https://www.adaboomerconstructio.com,0.88,True,General Contractor,completed,2025-08-01 21:09:01
A & G CONSTRUCTION & HM REPAIR,(509) 649-3386,PO BOX 174,,RONALD,WA,,https://www.aandgconstructionand.com,0.88,True,General Contractor,completed,2025-08-01 20:51:20
ADR GENERAL CONSTRUCTION LLC,(509) 426-1074,3512 ESTRELLA DR,,PASCO,WA,,https://www.adrgeneralconstructi.com,0.88,True,General Contractor,completed,2025-08-01 21:10:24
A & G PAINTING & CLEANING LLC,(253) 954-8784,PO BOX 23014,,FEDERAL WAY,WA,,https://www.aandgpaintingandclea.com,0.88,True,Painting,completed,2025-08-01 20:51:20
A+ PAYLESS HANDYMAN SERVICES,(253) 507-3034,18527 101ST AVENUE CT E,UNIT 113,PUYALLUP,WA,,https://www.a+paylesshandymanser.com,0.88,True,Handyman,completed,2025-08-01 20:57:40
93 PEAKS CONSTRUCTION LLC,(509) 306-5693,PO BOX 1024,,ROSLYN,WA,,https://www.93peaksconstructionl.com,0.88,True,General Contractor,completed,2025-08-01 20:50:34
A+ HOME REMODELING INC,(360) 809-1793,PO BOX 464,,POULSBO,WA,,https://www.a+homeremodelinginc.com,0.88,True,General Contractor,completed,2025-08-01 20:57:38
ADAMS GENERAL CONSTRUCTION,(971) 901-1344,3103 ELIOT DR,,HOOD RIVER,OR,,https://www.adamsgeneralconstruc.com,0.88,True,General Contractor,completed,2025-08-01 21:09:28
ACTION MAINTENANCE/PAINTING LL,(360) 697-9071,26499 BOND ROAD NE,,KINGSTON,WA,,https://www.actionmaintenance/pa.com,0.88,True,Painting,completed,2025-08-01 21:08:25
ADAMS CONSTRUCTION 365 LLC,(323) 747-0692,1400 112TH AVE SE,STE 100,BELLEVUE,WA,,https://www.adamsconstruction365.com,0.88,True,General Contractor,completed,2025-08-01 21:09:22
ADAMS & BOGLE CONSTRUCTION LLC,(503) 607-4548,5818 NE 135TH AVE,,VANCOUVER,WA,,https://www.adamsandbogleconstru.com,0.88,True,General Contractor,completed,2025-08-01 21:09:18
24/7 HANDYMAN,(206) 715-4394,12020 SE 213TH ST,,KENT,WA,,https://www.24/7handyman.com,0.88,True,Handyman,completed,2025-08-01 20:45:56
A+ ELECTRICAL SERVICES INC,(503) 284-7300,PO BOX 446,,SCAPPOOSE,OR,,https://www.a+electricalservices.com,0.88,True,Electrical,completed,2025-08-01 20:57:34
A  GOOD LOOK PAINTING LLC,(360) 433-7897,PO BOX 1738,,WOODLAND,WA,,https://www.agoodlookpaintingllc.com,0.88,True,Painting,completed,2025-08-01 20:50:38
A+ CONSTRUCTION & RNVTN INC,(808) 359-9805,11504 NW 7TH AVE,,VANCOUVER,WA,,https://www.a+constructionandrnv.com,0.88,True,General Contractor,completed,2025-08-01 20:57:31
A & A CONSTRUCTION,(425) 319-9222,711 W. CASINO RD APT 2 A6,,EVERETT,WA,,https://www.aandaconstruction.com,0.88,True,General Contractor,completed,2025-08-01 20:50:41
ADAMS CONSTRUCTION LLC,(253) 355-7769,202 Centre St S,,RAINIER,WA,,https://www.adamsconstructionllc.com,0.88,True,General Contractor,completed,2025-08-01 21:09:24
ADAM RAINER CONSTRUCTION,(509) 675-6363,PO BOX 567,,COLVILLE,WA,,https://www.adamrainerconstructi.com,0.88,True,General Contractor,completed,2025-08-01 21:09:10
A&V GENERAL CONSTRUCTION LLC,(360) 599-9149,8624 Old Town Road,,MAPLE FALLS,WA,,https://www.aandvgeneralconstruc.com,0.88,True,General Contractor,completed,2025-08-01 20:57:20
A & B FLOORING LLC,(509) 598-5228,4728 N Nelson st,,SPOKANE,WA,,https://www.aandbflooringllc.com,0.88,True,Flooring,completed,2025-08-01 20:50:55
A & A GENERAL CONTRACTOR LLC,(503) 888-7065,2504 FORT VANCOUVER WAY,,VANCOUVER,WA,,https://www.aandageneralcontract.com,0.88,True,General Contractor,completed,2025-08-01 20:50:44
ADAMS CONSTRUCTION ENTERP LLC,(360) 914-0286,3030 ADVANCE DR,,OAK HARBOR,WA,,https://www.adamsconstructionent.com,0.88,True,General Contractor,completed,2025-08-01 21:09:22
AA ROOFING,(360) 581-9487,1014 W Wishkah St,,ABERDEEN,WA,,https://www.aaroofing.com,0.88,True,Roofing,completed,2025-08-01 20:59:53
A & A MASONRY & CONSTRUCTION,(253) 939-3729,37629 51ST AVE S,,AUBURN,WA,,https://www.aandamasonryandconst.com,0.88,True,General Contractor,completed,2025-08-01 20:50:47
ADAM MERZOIAN CONSTRUCTION,(360) 560-2419,163 RUPP RD,,TOLEDO,WA,,https://www.adammerzoianconstruc.com,0.88,True,General Contractor,completed,2025-08-01 21:09:09
A & B FLOORING SPECIALIST,(425) 345-6246,727 South Anacortes St,,BURLINGTON,WA,,https://www.aandbflooringspecial.com,0.88,True,Flooring,completed,2025-08-01 20:50:55
A&T PAINTING LLC,(657) 900-6675,711 NE 106TH AVE,,VANCOUVER,WA,,https://www.aandtpaintingllc.com,0.88,True,Painting,completed,2025-08-01 20:57:20
A&T CONSTRUCTION WA LLC,(509) 222-0416,1731 W 7TH AVE,,PASCO,WA,,https://www.aandtconstructionwal.com,0.88,True,General Contractor,completed,2025-08-01 20:57:20
A & B MURRAY CONSTRUCTION LLC,(360) 218-9198,31404 E Kennedy Rd NE,Unit 55,Benton City,WA,,https://www.aandbmurrayconstruct.com,0.88,True,General Contractor,completed,2025-08-01 20:50:56
A & B PLUMBING & DRAIN LLC,(253) 797-7735,13610 108TH AVE CT E,,PUYALLUP,WA,,https://www.aandbplumbinganddrai.com,0.88,True,Plumbing,completed,2025-08-01 20:50:56
A & D CONSTRUCTION SRVCS INC,(206) 949-0549,14838 JAKE DR SE,,MONROE,WA,,https://www.aanddconstructionsrv.com,0.88,True,General Contractor,completed,2025-08-01 20:51:05
A&R PROFESSIONAL PAINTING LLC,(509) 851-8729,709 HANSON LOOP,,BURBANK,WA,,https://www.aandrprofessionalpai.com,0.88,True,Painting,completed,2025-08-01 20:57:12
A & D HOME REMODELING INC,(206) 391-0696,2822 200TH AVE SW,,LAKEBAY,WA,,https://www.aanddhomeremodelingi.com,0.88,True,General Contractor,completed,2025-08-01 20:51:07
4K ROOFING LLC,(206) 883-1950,2424 S 260TH ST,TRLR 44,KENT,WA,,https://www.4kroofingllc.com,0.88,True,Roofing,completed,2025-08-01 20:48:57
A&T CONSTRUCTION NW LLC,(509) 475-8814,6106 N GARFIELD RD,,SPOKANE,WA,,https://www.aandtconstructionnwl.com,0.88,True,General Contractor,completed,2025-08-01 20:57:19
A & C BUILDING AND REMODELING,(425) 789-4538,General Delivery,17610 Woodinville-Snohomish Rd,WOODINVILLE,WA,,https://www.aandcbuildingandremo.com,0.88,True,General Contractor,completed,2025-08-01 20:50:59
ADF Construction LLC,(253) 632-6411,1509 30TH St SE,#10-204,AUBURN,WA,,https://www.adfconstructionllc.com,0.88,True,General Contractor,completed,2025-08-01 21:09:58
ADROIT CONTRACTORS INC,(360) 943-4346,1001 S. Evergreen Park Dr SW,,OLYMPIA,WA,,https://www.adroitcontractorsinc.com,0.88,True,General Contractor,completed,2025-08-01 21:10:33
A-BUILT CONSTRUCTION LLC,(360) 448-8025,PO BOX 132,,AMBOY,WA,,https://www.a-builtconstructionl.com,0.88,True,General Contractor,completed,2025-08-01 20:58:25
5 BROTHERS FLOORING LLC,(509) 528-8510,124 N DOUGLAS AVE,,PASCO,WA,,https://www.5brothersflooringllc.com,0.88,True,Flooring,completed,2025-08-01 20:49:10
A & E CONSTRUCTION,(360) 772-2393,27602 NE 28TH ST,,CAMAS,WA,,https://www.aandeconstruction.com,0.88,True,General Contractor,completed,2025-08-01 20:51:11
ADAM FLOORING & CONSTRACTION,(443) 854-9872,9919 SALES RD S,APT 2,TACOMA,WA,,https://www.adamflooringandconst.com,0.88,True,Flooring,completed,2025-08-01 21:09:07
A&T CONSTRUCTION LLC,(206) 931-1245,6311 roosevelt way NE,,SEATTLE,WA,,https://www.aandtconstructionllc.com,0.88,True,General Contractor,completed,2025-08-01 20:57:19
A&S PRO PAINTING LLC,(425) 389-1961,8117 XAVIER WAY,,Everett,WA,,https://www.aandspropaintingllc.com,0.88,True,Painting,completed,2025-08-01 20:57:17
A & D CERVANTES PAINTING,(509) 830-6205,PO BOX 245,,GRANGER,WA,,https://www.aanddcervantespainti.com,0.88,True,Painting,completed,2025-08-01 20:51:05
A & D CONSTRUCTION & EXCVTN,(509) 928-2621,E 22513 DALKE,,OTIS ORCHARDS,WA,,https://www.aanddconstructionand.com,0.88,True,General Contractor,completed,2025-08-01 20:51:05
A&P FLOORING,(360) 265-7087,PO BOX 921,,WAUNA,WA,,https://www.aandpflooring.com,0.88,True,Flooring,completed,2025-08-01 20:57:06
A & E QUALITY PAINTING,(509) 470-0844,1017 1/2 MONITOR ST,,WENATCHEE,WA,,https://www.aandequalitypainting.com,0.88,True,Painting,completed,2025-08-01 20:51:17
A&P CONCRETE CONSTRUCTION LLC,(206) 852-0020,1221 30TH ST SE #7,,AUBURN,WA,,https://www.aandpconcreteconstru.com,0.88,True,General Contractor,completed,2025-08-01 20:57:05
A1 CONSTRUCTION PRO LLC,(253) 391-5344,13637 SE 274TH PL,,KENT,WA,,https://www.a1constructionprollc.com,0.88,True,General Contractor,completed,2025-08-01 20:59:09
ADRIATIC PLUMBING INC,(206) 999-0707,19211 MERIDIAN PL W,,BOTHELL,WA,,https://www.adriaticplumbinginc.com,0.88,True,Plumbing,completed,2025-08-01 21:10:32
ADIPOSE CONSTRUCTION,(360) 794-1083,20719 133RD ST SE,,MONROE,WA,,https://www.adiposeconstruction.com,0.88,True,General Contractor,completed,2025-08-01 21:10:03
ABLE ONE PLUMBING & MECH. LLC,(235) 985-0223,3377 BETHEL RD SE STE 107,,PORT ORCHARD,WA,,https://www.ableoneplumbingandme.com,0.87,True,Plumbing,completed,2025-08-01 21:03:00
ACH CONSTRUCTION LLC,(425) 232-6707,2232 12TH ST,,EVERETT,WA,,https://www.achconstructionllc.com,0.87,True,General Contractor,completed,2025-08-01 21:07:12
5 STAR NW CONSTRUCTION LLC,(253) 397-9471,10605 SE 240TH ST,,KENT,WA,,https://www.5starnwconstructionl.com,0.87,True,General Contractor,completed,2025-08-01 20:49:23
504 ROOFING LLC,(206) 380-8944,11309 AIRPORT RD,,EVERETT,WA,,https://www.504roofingllc.com,0.87,True,Roofing,completed,2025-08-01 20:49:32
A SAN JUAN ISLANDS ROOFING LLC,(360) 468-3117,87 WOODHAVEN LN,,LOPEZ ISLAND,WA,,https://www.asanjuanislandsroofi.com,0.87,True,Roofing,completed,2025-08-01 20:55:07
Absolute Electrical H & A,(509) 594-7362,251 Harrison Rd,,SELAH,WA,,https://www.absoluteelectricalha.com,0.87,True,Electrical,completed,2025-08-01 21:04:12
207 PAINTING SERVICES LLC,(425) 802-0160,906 207TH PL NE,,SAMMAMISH,WA,,https://www.207paintingservicesl.com,0.87,True,Painting,completed,2025-08-01 20:45:45
ABOVE AVERAGE PLUMBING,(509) 499-3632,4003 E 36TH AVE,,SPOKANE,WA,,https://www.aboveaverageplumbing.com,0.87,True,Plumbing,completed,2025-08-01 21:03:36
A BETTER ROOFING COMPANY INC,(206) 935-1575,4126 AIRPORT WAY S,,SEATTLE,WA,,https://www.abetterroofingcompan.com,0.87,True,Roofing,completed,2025-08-01 20:52:48
A-TEAM PAINTING & MAINT LLC,(253) 222-9896,869 121ST SOUTH,,TACOMA,WA,,https://www.a-teampaintingandmai.com,0.87,True,Painting,completed,2025-08-01 20:58:48
A& G ROOFING,(425) 327-2894,5212 59TH PL NE,,MARYSVILLE,WA,,https://www.aandgroofing.com,0.87,True,Roofing,completed,2025-08-01 20:55:57
ABLE CONSTRUCTION LLC,(509) 951-0285,p.o. box 14581,,SPOKANE,WA,,https://www.ableconstructionllc.com,0.87,True,General Contractor,completed,2025-08-01 21:02:55
3 AMIGOS CARPET & FLOORING LLC,(509) 489-0437,31 E Walton Ave,,SPOKANE,WA,,https://www.3amigoscarpetandfloo.com,0.87,True,Flooring,completed,2025-08-01 20:46:27
3J CONSTRUCTION LLC,(360) 970-8888,1463 NW BUCKLIN HILL RD,,BREMERTON,WA,,https://www.3jconstructionllc.com,0.87,True,General Contractor,completed,2025-08-01 20:47:52
ADAMS CONSTRUCTION LLC,(425) 894-3529,20917 NE 91ST ST,,REDMOND,WA,,https://www.adamsconstructionllc.com,0.87,True,General Contractor,completed,2025-08-01 21:09:24
4-J CONSTRUCTION,(425) 350-9106,10706 10TH DR SE,,EVERETT,WA,,https://www.4-jconstruction.com,0.87,True,General Contractor,completed,2025-08-01 20:48:33
4K CONSTRUCTION NW,(360) 510-4559,6626 OLSON RD,,FERNDALE,WA,,https://www.4kconstructionnw.com,0.87,True,General Contractor,completed,2025-08-01 20:48:55
A-TACH CONSTRUCTION & ENG INC,(916) 259-1021,3521 VAL VERDE RD,,LOOMIS,CA,,https://www.a-tachconstructionan.com,0.87,True,General Contractor,completed,2025-08-01 20:58:43
3 FD'S CONSTRUCTION LLC,(503) 490-1353,16910 SE STEPHENS ST,,PORTLAND,OR,,https://www.3fd'sconstructionllc.com,0.87,True,General Contractor,completed,2025-08-01 20:46:38
A AFFORDABLE PLUMBING CO INC,(360) 458-9362,15805 105TH WAY SE,,YELM,WA,,https://www.aaffordableplumbingc.com,0.87,True,Plumbing,completed,2025-08-01 20:52:28
2R CONSTRUCTION LLC,(360) 521-5795,2615 NE 59TH ST,,VANCOUVER,WA,,https://www.2rconstructionllc.com,0.87,True,General Contractor,completed,2025-08-01 20:46:24
AB3 CONSTRUCTION LLC,(206) 462-8774,4721 21ST AVE SW,,SEATTLE,WA,,https://www.ab3constructionllc.com,0.87,True,General Contractor,completed,2025-08-01 21:01:40
3 PEAKS PLUMBING LLC,(360) 978-4195,797 E ST,,WASHOUGAL,WA,,https://www.3peaksplumbingllc.com,0.87,True,Plumbing,completed,2025-08-01 20:46:45
AALOHA PAINTING LLC,(360) 375-5672,8803 13th Avenue Northeast,,Olympia,WA,,https://www.aalohapaintingllc.com,0.87,True,Painting,completed,2025-08-01 21:00:50
ABRAHAM CONSTRUCTION,(509) 499-2792,1920 N GREENACRES RD,,GREENACRES,WA,,https://www.abrahamconstruction.com,0.87,True,General Contractor,completed,2025-08-01 21:03:48
AARON'S PLUMBING LLC,(360) 297-8420,PO BOX 2073,,KINGSTON,WA,,https://www.aaron'splumbingllc.com,0.87,True,Plumbing,completed,2025-08-01 21:01:17
509 PAINTING & CONST LLC,(509) 230-1240,3115 E Carlson St,,MEAD,WA,,https://www.509paintingandconstl.com,0.87,True,Painting,completed,2025-08-01 20:49:44
ADMIRAL CONSTRUCTION LLC,(509) 540-1356,PO BOX 16623,,SEATTLE,WA,,https://www.admiralconstructionl.com,0.87,True,General Contractor,completed,2025-08-01 21:10:14
A-Z HANDYMAN,(425) 239-8597,3721 HOYT AVE APT #202,,EVERETT,WA,,https://www.a-zhandyman.com,0.87,True,Handyman,completed,2025-08-01 20:58:55
503 PAINTING LLC,(805) 623-9180,1510 COLLEGE ST SE,APT B7,LACEY,WA,,https://www.503paintingllc.com,0.87,True,Painting,completed,2025-08-01 20:49:30
3 BROTHERS CONSTRUCTION LLC,(509) 845-5683,P.O BOX 2033,,Pasco,WA,,https://www.3brothersconstructio.com,0.87,True,General Contractor,completed,2025-08-01 20:46:29
3A CONSTRUCTION LLC,(509) 540-2411,1002 W CHESTNUT ST,,WALLA WALLA,WA,,https://www.3aconstructionllc.com,0.87,True,General Contractor,completed,2025-08-01 20:47:37
4 WAYS ROOFING LLC,(425) 350-5731,10115 HOLLY DR,APT F103,EVERETT,WA,,https://www.4waysroofingllc.com,0.87,True,Roofing,completed,2025-08-01 20:48:31
7 & SEVEN CONSTRUCTION LLC,(206) 376-3394,5101 156th St SW,,Edmonds,WA,,https://www.7andsevenconstructio.com,0.87,True,General Contractor,completed,2025-08-01 20:50:03
ADMIRABLE NW PAINTING LLC,(425) 971-3464,2609 117TH AVE NE,,LAKE STEVENS,WA,,https://www.admirablenwpaintingl.com,0.87,True,Painting,completed,2025-08-01 21:10:14
A R M CONSTRUCTION,(360) 379-6441,P.O. BOX 676,,PORT TOWNSEND,WA,,https://www.armconstruction.com,0.87,True,General Contractor,completed,2025-08-01 20:54:55
A J A S CONSTRUCTION LLC,(360) 286-0830,6611 SE 160TH STREET,,OLALLA,WA,,https://www.ajasconstructionllc.com,0.87,True,General Contractor,completed,2025-08-01 20:53:49
A Z CONSTRUCTION,(253) 265-2591,2516 71ST AVE CT NW,,GIG HARBOR,WA,,https://www.azconstruction.com,0.87,True,General Contractor,completed,2025-08-01 20:55:55
A BETTER HANDYMAN LLC,(503) 706-4510,27331 NE 29TH AVE,,RIDGEFIELD,WA,,https://www.abetterhandymanllc.com,0.87,True,Handyman,completed,2025-08-01 20:52:45
ACE HANDYMAN SERVICES SOUTH SO,(360) 539-4800,2604 12th Court SW,Suite A3,OLYMPIA,WA,,https://www.acehandymanservicess.com,0.87,True,Handyman,completed,2025-08-01 21:06:42
A2Z CONTRACTORS LLC,(224) 529-1554,8721 175TH AVE NE,APT 3,REDMOND,WA,,https://www.a2zcontractorsllc.com,0.87,True,General Contractor,completed,2025-08-01 20:59:31
A2Z PAINTING,(503) 440-2217,PO BOX 712,,WARRENTON,OR,,https://www.a2zpainting.com,0.87,True,Painting,completed,2025-08-01 20:59:33
Absolute Construction,(509) 759-4618,60 EAST MARTIN RD,,TOPPENISH,WA,,https://www.absoluteconstruction.com,0.87,True,General Contractor,completed,2025-08-01 21:04:06
A J B CONTRACTORS INC,(206) 793-0147,22802 ECHO LK RD,,SNOHOMISH,WA,,https://www.ajbcontractorsinc.com,0.87,True,General Contractor,completed,2025-08-01 20:53:49
A & C ROOFING LLC,(512) 791-9142,32720 19th Pl S,apt P 103,FEDERAL WAY,WA,,https://www.aandcroofingllc.com,0.87,True,Roofing,completed,2025-08-01 20:51:04
ADAM BROOMFIELD CONSTRUCTION,(360) 556-5633,400 Rogers St NW,,OLYMPIA,WA,,https://www.adambroomfieldconstr.com,0.87,True,General Contractor,completed,2025-08-01 21:09:06
AARONS CONSTRUCTION CO LLC,(509) 374-7847,4815 W CLEARWATER AVE TRLR 120,,KENNEWICK,WA,,https://www.aaronsconstructionco.com,0.87,True,General Contractor,completed,2025-08-01 21:01:19
2KINGZ CONSTRUCTION LLC,(541) 961-1959,4619 NE 112TH AVE,APT #S101,VANCOUVER,WA,,https://www.2kingzconstructionll.com,0.87,True,General Contractor,completed,2025-08-01 20:46:18
ADIPOSE CONSTRUCTION LLC,(425) 319-3072,20719 133RD ST SE,,MONROE,WA,,https://www.adiposeconstructionl.com,0.87,True,General Contractor,completed,2025-08-01 21:10:03
ABA HVAC & HOME SOLUTIONS INC,(360) 946-2500,8900 ne 239th st,,Battle Ground,WA,,https://www.abahvacandhomesoluti.com,0.87,True,HVAC,completed,2025-08-01 21:01:41
A R REMODELING LLC,(425) 777-1407,6712 132ND PL SE,,NEWCASTLE,WA,,https://www.arremodelingllc.com,0.87,True,General Contractor,completed,2025-08-01 20:54:56
77 ELECTRICAL SERVICES,(206) 599-9146,4423 54TH AVE SW,,SEATTLE,WA,,https://www.77electricalservices.com,0.87,True,Electrical,completed,2025-08-01 20:50:15
ADRIAN CUSTOM CONSTRUCTION LLC,(425) 770-3831,19225 NE 136TH ST,,WOODINVILLE,WA,,https://www.adriancustomconstruc.com,0.87,True,General Contractor,completed,2025-08-01 21:10:27
4 Seasons Construction LLC,(509) 710-6021,9829 N MORRISON RD,,Spokane,WA,,https://www.4seasonsconstruction.com,0.87,True,General Contractor,completed,2025-08-01 20:48:21
ADLEY CONSTRUCTION LLC,(425) 248-3738,6602 NE 154TH ST,,KENMORE,WA,,https://www.adleyconstructionllc.com,0.87,True,General Contractor,completed,2025-08-01 21:10:11
4-ACE CONSTRUCTION SLTNS LLC,(425) 931-5218,12627 20TH PL W,,EVERETT,WA,,https://www.4-aceconstructionslt.com,0.87,True,General Contractor,completed,2025-08-01 20:48:31
A&S PACIFIC CONSTRUCTION LLC,(206) 739-9942,13280 Linden Ave N #630,,SEATTLE,WA,,https://www.aandspacificconstruc.com,0.87,True,General Contractor,completed,2025-08-01 20:57:17
AC CONSTRUCTION LLC,(360) 431-8190,2840 36TH AVE,,LONGVIEW,WA,,https://www.acconstructionllc.com,0.87,True,General Contractor,completed,2025-08-01 21:04:55
A2A CONSTRUCTION,(509) 851-3433,728 W PARK ST,,PASCO,WA,,https://www.a2aconstruction.com,0.87,True,General Contractor,completed,2025-08-01 20:59:30
A F C CONSTRUCTION SERVICES,(360) 448-1856,9111 NE 148TH AVE,,VANCOUVER,WA,,https://www.afcconstructionservi.com,0.87,True,General Contractor,completed,2025-08-01 20:53:17
ADIEL PAINTING,(206) 739-2135,10414 22nd Ave SW,,SEATTLE,WA,,https://www.adielpainting.com,0.87,True,Painting,completed,2025-08-01 21:10:01
A-OK ROOFING & CONSTRUCTION,(360) 659-7703,526 N WEST AVE #114,,ARLINGTON,WA,,https://www.a-okroofingandconstr.com,0.87,True,Roofing,completed,2025-08-01 20:58:34
2KG CONTRACTORS INC,(503) 489-2020,4917 NE 185TH DR,,PORTLAND,OR,,https://www.2kgcontractorsinc.com,0.87,True,General Contractor,completed,2025-08-01 20:46:17
ACTION ROOFING SERVICES INC,(907) 382-6756,3810 CAROLINA DR,,ANCHORAGE,AK,,https://www.actionroofingservice.com,0.87,True,Roofing,completed,2025-08-01 21:08:32
A-List Plumbing LLC,(805) 403-2710,21133 22nd Ave W,,LYNNWOOD,WA,,https://www.a-listplumbingllc.com,0.87,True,Plumbing,completed,2025-08-01 20:58:33
A PAINTING AND DECORATING,(360) 445-3260,22486 BULSON RD,,MOUNT VERNON,WA,,https://www.apaintinganddecorati.com,0.87,True,Painting,completed,2025-08-01 20:54:32
A+ HANDYMAN SERVICES,(509) 496-0171,PO BOX 8212,,SPOKANE,WA,,https://www.a+handymanservices.com,0.87,True,Handyman,completed,2025-08-01 20:57:38
1859 PAINTING,(503) 367-2273,3115 NE 43rd Ave,,PORTLAND,OR,,https://www.1859painting.com,0.87,True,Painting,completed,2025-08-01 20:45:12
3GEN CONSTRUCTION LLC,(425) 356-2011,1107 E Wapato Lake Rd,,Manson,WA,,https://www.3genconstructionllc.com,0.87,True,General Contractor,completed,2025-08-01 20:47:50
A & W PAINTING,(509) 760-1378,377 SCENIC DR SE,,MOSES LAKE,WA,,https://www.aandwpainting.com,0.87,True,Painting,completed,2025-08-01 20:52:12
2 J &J CONSTRUCTION CO LLC,(503) 969-7656,930 N WENAS RD,,SELAH,WA,,https://www.2jandjconstructionco.com,0.87,True,General Contractor,completed,2025-08-01 20:45:37
A & A PAINTING SERVICES LLC,(509) 851-8180,1831 W NIXON ST,,PASCO,WA,,https://www.aandapaintingservice.com,0.87,True,Painting,completed,2025-08-01 20:50:47
A-1 QUALITY CONSTRUCTION LLC,(509) 876-7779,3377 W. 10TH AVE,,KENNEWICK,WA,,https://www.a-1qualityconstructi.com,0.87,True,General Contractor,completed,2025-08-01 20:58:13
ADAM FLOORING & CONST LLC,(443) 854-9872,239 165TH ST S,,SPANAWAY,WA,,https://www.adamflooringandconst.com,0.87,True,Flooring,completed,2025-08-01 21:09:07
ACCURATE PAINTING & MAINT,(425) 277-5044,3430 NE 6TH PL,,RENTON,WA,,https://www.accuratepaintingandm.com,0.87,True,Painting,completed,2025-08-01 21:06:15
A-1 KANO'S ROOFING LLC,(503) 688-4021,13407 SE 19TH ST,,VANCOUVER,WA,,https://www.a-1kano'sroofingllc.com,0.87,True,Roofing,completed,2025-08-01 20:58:05
ABC CONSTRUCTION,(360) 888-5645,PO BOX 8305,,LACEY,WA,,https://www.abcconstruction.com,0.87,True,General Contractor,completed,2025-08-01 21:02:04
A1 FLOORING LLC,(509) 521-0638,505 WAGON CT,,RICHLAND,WA,,https://www.a1flooringllc.com,0.87,True,Flooring,completed,2025-08-01 20:59:10
A1 CONSTRUCTION INC,(360) 274-4125,1105 D 15TH AVE #187,,LONGVIEW,WA,,https://www.a1constructioninc.com,0.87,True,General Contractor,completed,2025-08-01 20:59:07
ADA ROOFING CORPORATION,(503) 689-1796,5274 SILVER LOOP NE,,SALEM,OR,,https://www.adaroofingcorporatio.com,0.87,True,Roofing,completed,2025-08-01 21:09:01
A LINE ABOVE PAINTING SERV LLC,(253) 219-9647,8403 Locust Ave E H3,,BONNEY LAKE,WA,,https://www.alineabovepaintingse.com,0.87,True,Painting,completed,2025-08-01 20:54:08
Ace Electrical Services LLC,(321) 473-0435,1045 S. JOHN RODES BLVD,,Melbourne,FL,,https://www.aceelectricalservice.com,0.87,True,Electrical,completed,2025-08-01 21:06:37
AC/BC PRO PAINTING,(360) 219-6278,873 NW FOLSOM ST,,CHEHALIS,WA,,https://www.ac/bcpropainting.com,0.87,True,Painting,completed,2025-08-01 21:05:05
2 BROTHERS CONSTRUCTION LLC,(775) 772-6056,PO BOX 1291,,BURLINGTON,WA,,https://www.2brothersconstructio.com,0.87,True,General Contractor,completed,2025-08-01 20:45:31
A HELPING HANDYMAN,(360) 929-7026,765 SW ECHO LOOP,,OAK HARBOR,WA,,https://www.ahelpinghandyman.com,0.87,True,Handyman,completed,2025-08-01 20:53:44
A&R CONSTRUCTION LLC,(206) 707-2089,19015 127TH PL SE,,RENTON,WA,,https://www.aandrconstructionllc.com,0.87,True,General Contractor,completed,2025-08-01 20:57:06
ACN REMODELING,(425) 681-5018,5831 180th St SE,,Bothell,WA,,https://www.acnremodeling.com,0.87,True,General Contractor,completed,2025-08-01 21:07:39
