business_name,contractor_license_number,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,primary_principal_name,website_url,mailer_category,business_description,services_offered,confidence_score,website_confidence,classification_confidence,residential_focus,processing_status,review_status,last_processed,reviewed_at,created_at,exported_at,export_batch_id
APEX APPLIANCE SERVICE INC,APEXASI995R6,ELECTRICAL CONTRACTOR,14715 AURORA AVE N,,SHORELINE,WA,98133,(425) 749-5775,"MCMEINS, RAND W",https://www.apexappliancewa.com/,Appliance Repair,,,0.90,0.90,0.90,,completed,approved_download,2025-08-04 08:27:01.494817,,2025-08-02 05:26:39.610029,,
APEX CONCRETE LLC,APEXCCL788RN,CONSTRUCTION CONTRACTOR,6443 40TH ST CT E,,TACOMA,WA,98424,(206) 778-4479,"MEIJIA-ROJO, FRANCISCO JAVIER",https://www.gofundme.com/f/help-apex-concrete-secure-a-matching-grant,Concrete,,,0.80,0.90,0.80,,completed,approved_download,2025-08-04 08:28:21.010231,,2025-08-02 05:26:39.610029,,
APEX CUSTOM BUILDERS LLC,APEXCCB808BH,CONSTRUCTION CONTRACTOR,2950 Newmarket ST,PMB 355,Bellingham,WA,98226,(425) 455-5256,"LANZINGER, FREDERICK FRANCIS",http://www.acbuildersllc.com/contact-us/,Home Builder,,,0.80,0.65,0.80,,completed,approved_download,2025-08-04 08:31:37.441757,,2025-08-02 05:26:39.610029,,
APEX DRYWALL,APEXD**000JJ,CONSTRUCTION CONTRACTOR,932 DOLPHIN ST,,CAMANO ISLAND,WA,98282,(360) 387-5300,"CHMIEL, DAVID LOUIS",https://apexdrywallllc.com/,Dry Wall,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:32:42.602768,,2025-08-02 05:26:39.610029,,
APEX FIREPLACE SERVICE LLC,APEXFFS787D2,CONSTRUCTION CONTRACTOR,233 167TH S,,SPANAWAY,WA,98387,(425) 395-2000,"MCKINLEY, LOGAN JAMES",https://apexfireplaceservice.com/,Fireplace,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:34:41.907288,,2025-08-02 05:26:39.610029,,
APEX FLOORING INC,APEXFFI922JN,CONSTRUCTION CONTRACTOR,20422 84th AVE S,,KENT,WA,98032,(206) 289-0063,"GUNNELLS, BILL",https://apexcommercialflooring.com/,Flooring,,,0.90,0.80,0.90,,completed,approved_download,2025-08-04 08:34:47.326847,,2025-08-02 05:26:39.610029,,
APEX HARDWOOD FLOOR LLC,APEXHHF939BJ,CONSTRUCTION CONTRACTOR,17429 34th Place W,,LYNNWOOD,WA,98037,(425) 712-8200,"TRAN, CHUONG MINH",https://apexhardwoodfloors.com/,Flooring,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:36:03.188421,,2025-08-02 05:26:39.610029,,
APEX HARDWOOD FLOORS,APEXHHF894O3,CONSTRUCTION CONTRACTOR,4729 S BENNETT ST,,SEATTLE,WA,98118,(206) 496-8838,"NUEBEL, MICHAEL BENJAMIN",https://apexhardwoodfloors.com/,Flooring,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:36:21.535617,,2025-08-02 05:26:39.610029,,
APEX HOME IMPROVEMENTS LLC,APEXHHI812C7,CONSTRUCTION CONTRACTOR,1215 LAKEWOOD RD,,ARLINGTON,WA,98223,(360) 610-3060,"FRANCOIS, CHRISTOPHER CARTER",https://www.shophumm.com/au/shop/roofing-shutters/,Roofing,,,0.80,0.65,0.80,,completed,approved_download,2025-08-04 08:36:56.088803,,2025-08-02 05:26:39.610029,,
APEX HOME SOLUTIONS LLC,APEXHHS780OA,CONSTRUCTION CONTRACTOR,PO BOX 961,,YELM,WA,98597,(253) 381-8041,"DICKEY, BRANDON LEIGH ROSS",https://hireapexpros.com/,Bathroom/Kitchen Remodel,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:37:58.457520,,2025-08-02 05:26:39.610029,,
APEX HOME SOLUTIONS LLC,APEXHHS756J3,CONSTRUCTION CONTRACTOR,10011 BRIDGEPORT WAY SW,#298,LAKEWOOD,WA,98499,(253) 426-5765,"LAFAVE, ZACHARY KEVIN",https://hireapexpros.com/,Bathroom/Kitchen Remodel,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:37:41.847919,,2025-08-02 05:26:39.610029,,
APEX LANDSCAPE SOLUTIONS LLC,APEXLLS858JS,CONSTRUCTION CONTRACTOR,2103 HARRISON AVE NW STE 2-916,,OLYMPIA,WA,98502,(360) 529-1845,"CORNELL, JASON RALPH",https://www.apexlandscapesolutions.com/about/,Landscaping,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:38:38.369101,,2025-08-02 05:26:39.610029,,
APEX LOCKSMITH,APEXLL*834O5,CONSTRUCTION CONTRACTOR,5865 NW APEX AIRPORT ROAD,,SILVERDALE,WA,98383,(360) 204-5221,"SEWARD SR, LAWRENCE EUGENE",https://www.silverdalelocksmith.com/,Security Systems,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:39:04.631699,,2025-08-02 05:26:39.610029,,
APEX PLUMBING,APEXPP*765JN,PLUMBING CONTRACTOR,1111 E Beachview PL,,BELLINGHAM,WA,98226,(360) 319-3957,"Miller, Joseph",https://www.jerseyinsight.com/listing/view/473347/apex-plumbing-heating-services,Plumbing,,,0.80,0.90,0.80,,completed,approved_download,2025-08-04 08:40:17.192917,,2025-08-02 05:26:39.610029,,
APEX QUALITY SERVICES,APEXQQS900DZ,CONSTRUCTION CONTRACTOR,23812 SE 246TH STREET,,MAPLE VALLEY,WA,98038,(253) 709-5329,"ROCHESTER, WILLIAM MAXWELL IV",https://www.apexqualityroofingllc.com/,Roofing,,,0.90,0.90,0.90,,completed,approved_download,2025-08-04 08:42:28.441339,,2025-08-02 05:26:39.610029,,
APEX RADIANT HEATING,APEXRH*982D1,CONSTRUCTION CONTRACTOR,116 E HIGHLAND AVE,,MOUNT VERNON,WA,98273,(360) 336-1924,"DAVIS, STACEY",https://apexradiantheat.com/page3.html,Heating and Cooling,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:42:35.286659,,2025-08-02 05:26:39.610029,,
APEX RADIANT HEATING,APEXRH*984K3,ELECTRICAL CONTRACTOR,116 E HIGHLAND AVE,,MOUNT VERNON,WA,98273,(360) 336-2461,"DAVIS, STACEY K",https://apexradiantheat.com/page3.html,Heating and Cooling,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:42:41.779980,,2025-08-02 05:26:39.610029,,
APEX RAILING SOLUTIONS LLC,APEXRRS936PC,CONSTRUCTION CONTRACTOR,1505 S 93RD STE BH,,SEATTLE,WA,98108,(206) 763-5699,"LARSON, WILLIAM BRENDAN",https://apexrailings.com/contact-the-best-custom-railings-seattle/,Railings,,,0.80,0.95,0.80,,completed,approved_download,2025-08-04 08:42:50.097195,,2025-08-02 05:26:39.610029,,
APEX ROOF AND GUTTER LLC,APEXRRG764QF,CONSTRUCTION CONTRACTOR,13510 N CREEK DR,APT V304,MILL CREEK,WA,98012,(206) 468-1371,"DAWIDALLE, SALIM",https://www.apexroofandgutterllc.com/,Roofing,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:43:16.024024,,2025-08-02 05:26:39.610029,,
APEX SPA SERVICE LLC,APEXSSS849QZ,ELECTRICAL CONTRACTOR,12808 18TH AVE NW,,MARYSVILLE,WA,98271,(425) 231-5219,"BELL, RICHARD JEFF",https://www.apexspaservice.com/,Pools and Spas,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:44:59.176522,,2025-08-02 05:26:39.610029,,
APEX SPA SERVICE LLC,APEXSSS772J5,ELECTRICAL CONTRACTOR,12808 18th Ave NW,,TULALIP,WA,98271,(425) 231-5219,"Bell, Richard Jeffrey",https://www.apexspaservice.com/,Pools and Spas,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:44:50.252644,,2025-08-02 05:26:39.610029,,
APEX SPECIALTY COATINGS INC,APEXSCI926K9,CONSTRUCTION CONTRACTOR,979 Indusrty Drive,,SEATTLE,WA,98188,(206) 465-2265,"MAYER, DINO",https://apexseattle.com/,Concrete,,,0.80,0.95,0.80,,completed,approved_download,2025-08-04 08:45:15.003961,,2025-08-02 05:26:39.610029,,
APEX WINDOW FASHIONS,APEXWF*033KK,CONSTRUCTION CONTRACTOR,PO BOX 1071,,YELM,WA,98597,(360) 701-5259,"BLAUSTEIN, SETH ALAN",https://www.apexwindowfashions.us/,Blinds,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:46:45.382487,,2025-08-02 05:26:39.610029,,
APEX WOOD FLOORS LLC,APEXWWF800B2,CONSTRUCTION CONTRACTOR,926 SW 120th St,,BURIEN,,98146,(206) 496-8838,"Nuebel, Michael Benjamin",https://www.apexwoodfloors.com/,Flooring,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:47:14.576699,,2025-08-02 05:26:39.610029,,
APOGEE WATER SOLUTIONS LLC,APOGEWS817KH,CONSTRUCTION CONTRACTOR,11921 78TH AVENUE EAST,,PUYALLUP,WA,98373,(253) 571-8306,"JOHNSON, RICHARD WAYNE",https://apogeewater.com/contact-us,Water Systems,,,0.80,0.85,0.80,,completed,approved_download,2025-08-04 08:52:13.916381,,2025-08-02 05:26:39.610029,,
APOL'S LANDSCAPE MAINT LLC,APOLSLM935BT,CONSTRUCTION CONTRACTOR,15033 NE 13TH ST,,BELLEVUE,WA,98007,(425) 885-6914,"APOL, DANIEL J",http://www.apolslm.com/,Landscaping,,,0.90,0.70,0.90,,completed,approved_download,2025-08-04 08:53:07.822467,,2025-08-02 05:26:39.610029,,
APOLLO,APOLL**973C1,CONSTRUCTION CONTRACTOR,215 TOWNSHIP ST,,SEDRO WOOLLEY,WA,98284,(360) 855-0396,"ESTABROOK, DAN RAY",https://www.janescompany.com/service-apollo/,Heating and Cooling,,,0.80,0.75,0.80,,completed,approved_download,2025-08-04 08:53:25.604751,,2025-08-02 05:26:39.610029,,
APOLLO CONCRETE SAWING INC,APOLLCS882B5,CONSTRUCTION CONTRACTOR,PO Box 2650,,STANWOOD,WA,98292,(360) 629-8400,"OGLESBY, GORDON CLYDE  JR",https://www.skagitvalleydirectory.com/biz/27207/apollo-concrete-sawing,Concrete,,,0.90,0.40,0.90,,completed,approved_download,2025-08-04 08:53:34.539549,,2025-08-02 05:26:39.610029,,
APOLLO PAINTING,APOLLP*805QQ,CONSTRUCTION CONTRACTOR,1216 Island Drive,,LUMMI ISLAND,WA,98262,(530) 786-1288,"Burch, Bryan Webster",https://www.whatcomlocal.com/l/wa/painters,Painting,,,0.90,0.85,0.90,,completed,approved_download,2025-08-04 08:54:33.709772,,2025-08-02 05:26:39.610029,,
APOLLO PLUMBING LLC,APOLLPL903LT,CONSTRUCTION CONTRACTOR,1239 State Ave,,Marysville,WA,98270,(425) 387-1507,"BARGER, DANIEL MICHEAL",https://www.apolloplumbing.net/,Plumbing,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:55:03.222074,,2025-08-02 05:26:39.610029,,
APOLLO PLUMBING LLC,APOLLPL795QN,PLUMBING CONTRACTOR,1239 STATE AVE,,MARYSVILLE,WA,98270,(425) 387-1507,"BARGER, DANIEL MICHAEL",https://www.apolloplumbing.net/,Plumbing,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:54:45.923014,,2025-08-02 05:26:39.610029,,
APOLLO ROOFING LLC,APOLLRL797OT,CONSTRUCTION CONTRACTOR,3614 199TH PL SW,,LYNNWOOD,WA,98036,(425) 377-6084,"CRUZ POVEDANO, JONATHAN",https://apolloroofingwa.com/,Roofing,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:55:24.982965,,2025-08-02 05:26:39.610029,,
APPIAN CONSTRUCTION INC,APPIACI169MU,CONSTRUCTION CONTRACTOR,15901 WOODINVILLE,REDMOND RD NE,WOODINVILLE,WA,98072,(425) 483-0400,"JONES, NIGEL A S",https://appianconstruction.com,Concrete,,,0.85,0.80,0.85,,completed,approved_download,2025-08-06 23:39:15.071219,,2025-08-02 05:26:39.610029,,
APPLE APPLIANCE SERVICE,APPLEAS990RD,ELECTRICAL CONTRACTOR,21704 82ND AVE W,,EDMONDS,WA,980267811,(425) 640-0304,"SHEEHAN, ROBERT T",https://appleapplianceservice.com/,Appliance Repair,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:56:52.470475,,2025-08-02 05:26:39.610029,,
APPLE HARDWOOD LLC,APPLEHL753BL,CONSTRUCTION CONTRACTOR,5838 147TH PL NE,,MARYSVILLE,WA,98271,(206) 551-6439,"CRANE, JERRY ALLEN",https://applehardwoodandconstruction.com/,Flooring,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 08:58:24.176691,,2025-08-02 05:26:39.610029,,
APPLETON HOMES INC,APPLEHI945QF,CONSTRUCTION CONTRACTOR,3116 15TH AVE SE,,PUYALLUP,WA,98372,(253) 261-2625,"APPLETON, PETER BENNETT",https://www.appletonhomesnw.com/,Home Builder,,,0.80,0.95,0.80,,completed,approved_download,2025-08-04 09:00:12.463723,,2025-08-02 05:26:39.610029,,
APPLIANCE FIXERS,APPLIF*751C5,CONSTRUCTION CONTRACTOR,18114 19TH DR SE,,BOTHELL,WA,98012,(425) 215-3366,"HORBACHUK, DMYTRO",https://apfixers.com/,Appliance Repair,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 09:00:41.986060,,2025-08-02 05:26:39.610029,,
APPLIANCE MECHANIC,APPLIM*865QS,CONSTRUCTION CONTRACTOR,7304 10th St Se #A101,,LAKE STEVENS,WA,98258,(425) 212-9076,"CHRISTIAN, OLIVER ANDREW",https://appliancemechanics.com/,Appliance Repair,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 09:02:00.280815,,2025-08-02 05:26:39.610029,,
APPLIANCE MECHANIC,APPLIM*823NN,ELECTRICAL CONTRACTOR,7304 10TH ST SE  Ste#A101,,LAKE STEVENS,WA,98258,(425) 212-9076,"CHRISTIAN, OLIVER A",https://appliancemechanics.com/,Appliance Repair,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 09:01:30.802040,,2025-08-02 05:26:39.610029,,
APPLIANCE PRO,APPLIP*998ME,ELECTRICAL CONTRACTOR,28812 37th AVE So,,AUBURN,WA,98001,(206) 431-8514,"SMART, BOBBY L",https://seattleappliancesrepair.com/,Appliance Repair,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 09:02:10.874155,,2025-08-02 05:26:39.610029,,
APPLIANCE PRO REPAIRS LLC,APPLIPR784PJ,CONSTRUCTION CONTRACTOR,232 ELISE LANE,,PACIFIC,WA,98047,(253) 258-6334,"SHAMDEEN, MOHAMMED HASSAN",https://seattleappliancesrepair.com/,Appliance Repair,,,0.90,0.90,0.90,,completed,approved_download,2025-08-04 09:02:26.217227,,2025-08-02 05:26:39.610029,,
APPLIANCE PRO REPAIRS LLC,APPLIPR763QL,ELECTRICAL CONTRACTOR,232 ELISE LN,,PACIFIC,WA,98047,(206) 330-8685,"SHAMDEEN, MOHAMMED HASSAN",https://seattleappliancesrepair.com/,Appliance Repair,,,0.90,0.90,0.90,,completed,approved_download,2025-08-04 09:02:18.850931,,2025-08-02 05:26:39.610029,,
APPLIANCE REPAIR BY BRUCE,APPLIRB981BC,ELECTRICAL CONTRACTOR,PO BOX 1327,,FRIDAY HARBOR,WA,98250,(360) 378-9700,"REBHAN, BRUCE G",https://major-appliance-repair-services.cmac.ws/appliance-repair-by-bruce/9249/,Appliance Repair,,,0.90,0.65,0.90,,completed,approved_download,2025-08-04 09:02:36.004473,,2025-08-02 05:26:39.610029,,
APPLIANCE REPAIR SPEC INC,APPLIRS886J7,ELECTRICAL CONTRACTOR,2804 SW 330TH ST,,FEDERAL WAY,WA,98023,(253) 838-7059,"KASSING, JOSEPH LAWRENCE",https://www.appliancerepairars.com/,Appliance Repair,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 09:03:36.278064,,2025-08-02 05:26:39.610029,,
APPLIANCE REPAIR TEAM,APPLIRT798CH,CONSTRUCTION CONTRACTOR,1130 140th Ave NE,Ste. 300,Bellevue,WA,98005,(425) 394-8106,"PRIVALOV, SERGEI",https://arepairteam.com/,Appliance Repair,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 09:03:56.098165,,2025-08-02 05:26:39.610029,,
APPLIANCE SERVICE SOL LLC,APPLISS8449B,CONSTRUCTION CONTRACTOR,4352 Castlerock Dr.,,Blaine,WA,98230,(360) 325-1566,"Danilenko, Mikhail Pavlovich",https://www.appliancesolutionsllc.com/contact,Appliance Repair,,,0.80,0.95,0.80,,completed,approved_download,2025-08-04 09:04:04.983218,,2025-08-02 05:26:39.610029,,
APPLIANCE SERVICE SOL LLC,APPLISS844RB,ELECTRICAL CONTRACTOR,4352 Castlerock Dr,,Blaine,WA,98230,(360) 312-7752,"Danilenko, Mikhail P",https://www.appliancesolutionsllc.com/contact,Appliance Repair,,,0.90,0.95,0.90,,completed,approved_download,2025-08-04 09:04:13.068886,,2025-08-02 05:26:39.610029,,
APPLIANCE SOLUTIONS,APPLIS*799J3,CONSTRUCTION CONTRACTOR,2722 N Tyler Street,,TACOMA,WA,98407,(253) 222-2618,"STACK, GABRIEL BENJAMIN",https://www.appliancesolutions.services/,Appliance Repair,,,0.80,0.95,0.80,,completed,approved_download,2025-08-04 09:04:35.957288,,2025-08-02 05:26:39.610029,,
APPLIED ORGANICS INC,APPLIOI913P8,CONSTRUCTION CONTRACTOR,P O BOX 339,,CARNATION,WA,98014,(425) 844-9292,"SCOTT, STEPHEN ANDREW",https://appliedorganics.net/about-us,Landscaping,,,0.80,0.95,0.80,,completed,approved_download,2025-08-04 09:05:46.564791,,2025-08-02 05:26:39.610029,,
APPROVED PLUMBING AND HEATING,APPROPH781L4,PLUMBING CONTRACTOR,11422 PINYON AVE NE,,BAINBRIDGE ISLAND,WA,98110,(206) 842-7857,"REISDORF, ADAM B",https://approvedplumbingandheating.com,Plumbing,,,0.85,0.80,0.85,,completed,approved_download,2025-08-06 23:40:05.458749,,2025-08-02 05:26:39.610029,,
AQUA STONE INC,AQUASI*990DF,CONSTRUCTION CONTRACTOR,10240 CRISTEN Ct.,,OLYMPIA,WA,98512,(360) 754-9835,"COLLINS, DAN W",https://www.aquastonelandscaping.com/,Landscaping,,,0.85,0.60,0.85,,completed,approved_download,2025-08-06 23:42:50.772134,,2025-08-02 05:26:39.610029,,
AQUAFLOW GUTTERS LLC,AQUAFGL839CA,CONSTRUCTION CONTRACTOR,"732 Broadway, Suite 201",,Tacoma,WA,98402,(360) 239-1423,"RAYMOND, JESSE LEE",https://www.aquaflowgutters.com/,Gutters,,,0.85,1.00,0.85,,completed,approved_download,2025-08-06 23:43:52.168566,,2025-08-02 05:26:39.610029,,
AR ELECTRICAL SERVICES LLC,ARELEES761JN,ELECTRICAL CONTRACTOR,PO BOX 762,,LAKEBAY,WA,98349,(253) 525-0340,"ROBERTO, ADAM J",https://arelectricalservicesllc.com/,Electrician,,,0.85,0.80,0.85,,completed,approved_download,2025-08-06 23:47:37.062870,,2025-08-02 05:26:39.610029,,
ARAN CONSTRUCTION,ARANCC*884MS,CONSTRUCTION CONTRACTOR,7020 122nd Ave NE,,KIRKLAND,WA,98033,(206) 963-0657,"YAZDIDOOSTAVAL, ERFANULLAH",https://www.aranconstruction.com/,Home Builder,,,0.80,0.95,0.80,,completed,approved_download,2025-08-03 23:05:08.166610,,2025-08-02 05:26:39.610029,,
ARANYA HOME SOLUTIONS LLC,ARANYHS764PM,ELECTRICAL CONTRACTOR,23107 Brier Rd,,LYNNWOOD,WA,98036,(425) 773-6247,"NADEEM, MOHAMMED",https://aranyahomesolutions.com/contact-us,Duct Cleaning,,,0.80,0.75,0.80,,completed,approved_download,2025-08-03 23:05:46.206053,,2025-08-02 05:26:39.610029,,
ARANYA HOME SOLUTIONS LLC,ARANYHS768LO,CONSTRUCTION CONTRACTOR,23107 Brier Rd,,LYNNWOOD,WA,98036,(425) 361-6282,"Nadeem, Mohammed",https://aranyahomesolutions.com/contact-us,Duct Cleaning,,,0.80,0.75,0.80,,completed,approved_download,2025-08-03 23:06:00.592255,,2025-08-02 05:26:39.610029,,
ARBON DRYWALL,ARBOND*991D1,CONSTRUCTION CONTRACTOR,116 66TH AVE E,,TACOMA,WA,98424,(253) 927-3347,"ARBON, PAUL T",https://www.certainteed.com/about-us/locations,Dry Wall,,,0.80,0.65,0.80,,completed,approved_download,2025-08-03 23:07:49.239087,,2025-08-02 05:26:39.610029,,
ARBOR BARBER TREE SERVICE,ARBORBT806QK,CONSTRUCTION CONTRACTOR,38120 192nd ave se,,Auburn,WA,98092,(360) 599-0727,"CROSSEN, MARINUS ROBERT BLAKE",https://arborbarber.com/,Tree Service,,,0.90,0.95,0.90,,completed,approved_download,2025-08-03 23:08:07.752309,,2025-08-02 05:26:39.610029,,
ARBOR CARE,ARBORC*995Q7,CONSTRUCTION CONTRACTOR,15921 187TH AVE NE,,WOODINVILLE,WA,98072,(206) 498-9654,"DORSTAD, STEVE EDWARD",https://www.arborcarewa.com/,Tree Service,,,0.90,0.95,0.90,,completed,approved_download,2025-08-03 23:08:46.047355,,2025-08-02 05:26:39.610029,,
ARBOR DREAMS,ARBORD*862P4,CONSTRUCTION CONTRACTOR,PO BOX 166,,LANGLEY,WA,98260,(360) 632-8313,"BRIGHTEN, JESSE ALEXANDER",https://arbordreamstreesurgeon.com/,Tree Service,,,0.90,0.95,0.90,,completed,approved_download,2025-08-03 23:09:34.248827,,2025-08-02 05:26:39.610029,,
ARBOR DREAMS LLC,ARBORDL829JB,CONSTRUCTION CONTRACTOR,PO BOX 166,,LANGLEY,WA,98260,(360) 632-8313,"BRIGHTEN, JESSE ALEXANDER",https://arbordreamstreesurgeon.com/,Tree Service,,,0.90,0.95,0.90,,completed,approved_download,2025-08-03 23:09:49.478966,,2025-08-02 05:26:39.610029,,
ARBOR EXPERTS LLC,ARBOREL809KF,CONSTRUCTION CONTRACTOR,8145 MASON WAY NW,,OLYMPIA,WA,98502,(812) 276-9033,"RITTER, ANDREW ISAAC",https://arbor-experts.com/about/,Tree Service,,,0.90,0.90,0.90,,completed,approved_download,2025-08-03 23:10:26.147253,,2025-08-02 05:26:39.610029,,
ARBOR MASTERS LLC,ARBORML935C8,CONSTRUCTION CONTRACTOR,24901 Meridian Ave E,,GRAHAM,WA,98338,(425) 638-3891,"TAYLOR, NATALY",https://arbormasters.com/contact-us/,Tree Service,,,0.90,0.95,0.90,,completed,approved_download,2025-08-03 23:11:29.413835,,2025-08-02 05:26:39.610029,,
ARBOR PRO TREE SERVICE,ARBORPT838CG,CONSTRUCTION CONTRACTOR,6185 SW Cliff Ridge Way,,Port Orchard,WA,98367,(360) 265-4637,"GARDNER, ROBERT HENRY",http://www.williamstreeandstump.com/tree-removal-photo-gallery.asp,Tree Service,,,0.90,0.70,0.90,,completed,approved_download,2025-08-03 23:11:40.454951,,2025-08-02 05:26:39.610029,,
ARBOR SERVICES NORTHWEST LLC,ARBORSN821K9,CONSTRUCTION CONTRACTOR,3309 148TH ST E,,TACOMA,WA,98446,(253) 209-0298,"SPERRY, JOHNATHON DAVID",https://arborservicesnorthwestllc.com/,Tree Service,,,0.90,0.95,0.90,,completed,approved_download,2025-08-03 23:11:50.739859,,2025-08-02 05:26:39.610029,,
ARBOR TREE CARE,ARBORTC832LR,CONSTRUCTION CONTRACTOR,2333 Friendly Grove Rd NE,,OLYMPIA,WA,98506,(360) 704-9577,"Howard, Justin James",https://www.olympiatree.com/,Tree Service,,,0.90,0.95,0.90,,completed,approved_download,2025-08-03 23:12:13.085940,,2025-08-02 05:26:39.610029,,
ARBOR TREE CARE LLC,ARBORTC780LN,CONSTRUCTION CONTRACTOR,2333 FRIENDLY GROVE RD NE,,OLYMPIA,WA,98506,(360) 704-9577,"HOWARD, JUSTIN JAMES",https://www.olympiatree.com/,Tree Service,,,0.90,0.95,0.90,,completed,approved_download,2025-08-03 23:12:24.913075,,2025-08-02 05:26:39.610029,,
ARBORIST TREE SERVICE LLC,ARBORTS760JW,CONSTRUCTION CONTRACTOR,818 196TH ST E,,SPANAWAY,WA,98387,(253) 380-3992,"KRAVCHENKO, ROMAN",https://www.savatree.com/locations/near-me/snohomish-washington/,Tree Service,,,0.90,0.95,0.90,,completed,approved_download,2025-08-03 23:13:35.699416,,2025-08-02 05:26:39.610029,,
ARBORSMITH PRO TREE SERVICE,ARBORPT813CM,CONSTRUCTION CONTRACTOR,1867 KARCHER RD SE,,PORT ORCHARD,WA,98366,(360) 590-8771,"MELTON, CHRISTOPHER TIMOTHY",https://arborsmithpro.com/signs-you-need-professional-tree-maintenance-in-silverdale-wa/,Tree Service,,,0.90,0.85,0.90,,completed,approved_download,2025-08-03 23:14:37.767903,,2025-08-02 05:26:39.610029,,
ARBORTEC TREE SOLUTIONS LLC,ARBORTS810OP,CONSTRUCTION CONTRACTOR,PO Box 14574,,TUMWATER,WA,98501,(253) 380-8196,"Wilhem, Dane J",https://www.arbortectreesolutions.com/,Tree Service,,,0.90,0.95,0.90,,completed,approved_download,2025-08-03 23:14:54.132465,,2025-08-02 05:26:39.610029,,
ARBORVET LLC,ARBORL*771RD,CONSTRUCTION CONTRACTOR,2231 BEDAL LN,,EVERETT,WA,98208,(425) 496-5980,"LIZAMA, THOMAS ANTHONY",https://www.arborvettreeservice.com/,Tree Service,,,0.90,0.95,0.90,,completed,approved_download,2025-08-03 23:15:10.565671,,2025-08-02 05:26:39.610029,,
ARBORWRIGHT TREE SERVICE,ARBORTS924BZ,CONSTRUCTION CONTRACTOR,7525 WHEELER RD,,MAPLE FALLS,WA,98266,(360) 599-1746,"SWANSON, LEIF E",https://www.legacy.com/us/obituaries/skagitvalleyherald/name/leif-swanson-obituary?id=30537979,Tree Service,,,0.90,0.85,0.90,,completed,approved_download,2025-08-03 23:15:28.300412,,2025-08-02 05:26:39.610029,,
ARBY'S PAINTING,ARBYSP*799N3,CONSTRUCTION CONTRACTOR,6473 LAWRENCE RD,,EVERSON,WA,98247,(360) 820-5583,"BALOS, RODERICK RAMOS",https://www.arbyspainting.com/,Painting,,,0.90,0.95,0.90,,completed,approved_download,2025-08-03 23:16:03.103611,,2025-08-02 05:26:39.610029,,
ARC ELECTRIC,ARCELE*769RL,ELECTRICAL CONTRACTOR,13311 BANDIX ROAD SE,,OLALLA,WA,98359,(907) 378-2610,"VACURA, PARKER A",http://arcelectriccorp.com/,Electrician,,,0.90,0.95,0.90,,completed,approved_download,2025-08-03 23:17:02.536067,,2025-08-02 05:26:39.610029,,
ARC LLC,ARCLLL*783KW,CONSTRUCTION CONTRACTOR,1577 WOODSIDE DR,,FIRCREST,WA,98466,(650) 867-4947,"EHRLICH, DAVID SAL",https://arcrestoration.us/,Concrete,,,0.90,0.95,0.90,,completed,approved_download,2025-08-03 23:18:08.541989,,2025-08-02 05:26:39.610029,,
ARC RESTORATION LLC,ARCRERL763BE,CONSTRUCTION CONTRACTOR,6406 47TH AVE SW,,SEATTLE,WA,98136,(206) 407-8790,"ELHASID, NIV",https://arcrestoration.co/,Restoration Cleaning,,,0.80,0.95,0.80,,completed,approved_download,2025-08-03 23:18:32.224026,,2025-08-02 05:26:39.610029,,
ARCADIA BUILDINGS,ARCADB*958D4,CONSTRUCTION CONTRACTOR,1430 SE ARCADIA RD,,SHELTON,WA,98584,(360) 426-3476,"QUIRKE, RICHARD",https://www.arcadiabuildings.com/,Awning/Patio/Carport,,,0.90,0.95,0.90,,completed,approved_download,2025-08-03 23:19:50.150790,,2025-08-02 05:26:39.610029,,
