id,business_name,phone_number,address_line_1,city,state,zip_code,website_url,confidence_score,is_home_contractor,mailer_category,contractor_license_type_code_desc,processing_status,last_processed
3135,A2Z CONTRACTORS LLC,(224) 529-1554,,REDMOND,WA,,https://www.a2zcontractorsllc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:59:31
1265,7 DEVILS PAINTING LLC,(208) 791-8658,,LEWISTON,ID,,https://www.7devilspaintingllc.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:50:06
765,3A CONSTRUCTION LLC,(509) 540-2411,,WALLA WALLA,WA,,https://www.3aconstructionllc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:47:37
1779,A BETTER BUILD CONSTRUCTION,(916) 410-4075,,COLVILLE,WA,,https://www.abetterbuildconstruc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:52:42
1264,7 Devils Painting,(208) 791-8658,,LEWISTON,ID,,https://www.7devilspainting.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:50:06
3808,ABLE CONSTRUCTION LLC,(509) 951-0285,,SPOKANE,WA,,https://www.ableconstructionllc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:02:55
525,2R CONSTRUCTION LLC,(360) 521-5795,,VANCOUVER,WA,,https://www.2rconstructionllc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:46:24
4710,ACL Painting LLC,(509) 643-9006,,YAKIMA,WA,,https://www.aclpaintingllc.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:07:26
3061,A1 FLOORING LLC,(509) 521-0638,,RICHLAND,WA,,https://www.a1flooringllc.com,0.87,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:59:10
2687,A&S PACIFIC CONSTRUCTION LLC,(206) 739-9942,,SEATTLE,WA,,https://www.aandspacificconstruc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:57:17
2825,A-1 Electrical Services LLC,(253) 820-3487,,SPANAWAY,WA,,https://www.a-1electricalservice.com,0.87,True,Electrical,ELECTRICAL CONTRACTOR,completed,2025-08-01 20:57:58
4563,ACE HANDYMAN SERVICES SOUTH SO,(360) 539-4800,,OLYMPIA,WA,,https://www.acehandymanservicess.com,0.87,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:42
185,1859 PAINTING,(503) 367-2273,,PORTLAND,OR,,https://www.1859painting.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:45:12
4929,ACTION ROOFING SERVICES INC,(907) 382-6756,,ANCHORAGE,AK,,https://www.actionroofingservice.com,0.87,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:08:32
505,2KINGZ CONSTRUCTION LLC,(541) 961-1959,,VANCOUVER,WA,,https://www.2kingzconstructionll.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:46:18
2834,A-1 GENERAL CONTRACTORS INC,(509) 328-3054,,SPOKANE,WA,,https://www.a-1generalcontractor.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:58:01
3128,A2A CONSTRUCTION,(509) 851-3433,,PASCO,WA,,https://www.a2aconstruction.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:59:30
2498,A&D Painting,(619) 598-5265,,AUBURN,WA,,https://www.aanddpainting.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:56:20
817,3J CONSTRUCTION LLC,(360) 970-8888,,BREMERTON,WA,,https://www.3jconstructionllc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:47:52
4664,ACH CONSTRUCTION LLC,(425) 232-6707,,EVERETT,WA,,https://www.achconstructionllc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:07:12
3751,ABELSON PLUMBING PLLC,(206) 817-1833,,MONROE,WA,,https://www.abelsonplumbingpllc.com,0.87,True,Plumbing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:02:37
3964,Above Plumbing & Contrng LLC,(206) 786-3217,,BOTHELL,WA,,https://www.aboveplumbingandcont.com,0.87,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-08-01 21:03:41
3529,AB CONSTRUCTION SERVICE,(253) 740-3840,,MILTON,WA,,https://www.abconstructionservic.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:01:31
2850,A-1 KANO'S ROOFING LLC,(503) 688-4021,,VANCOUVER,WA,,https://www.a-1kano'sroofingllc.com,0.87,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:58:05
535,3 AMIGOS CARPET & FLOORING LLC,(509) 489-0437,,SPOKANE,WA,,https://www.3amigoscarpetandfloo.com,0.87,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:46:27
951,4-ACE CONSTRUCTION SLTNS LLC,(425) 931-5218,,EVERETT,WA,,https://www.4-aceconstructionslt.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:48:31
745,360 ROOFING INC,(360) 433-5920,,VANCOUVER,WA,,https://www.360roofinginc.com,0.87,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:47:31
808,3G PLUMBING SOLUTIONS LLC,(206) 280-6411,,BONNEY LAKE,WA,,https://www.3gplumbingsolutionsl.com,0.87,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-08-01 20:47:49
1790,A BETTER HANDYMAN LLC,(503) 706-4510,,RIDGEFIELD,WA,,https://www.abetterhandymanllc.com,0.87,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:52:45
1797,A BETTER ROOFING COMPANY INC,(206) 935-1575,,SEATTLE,WA,,https://www.abetterroofingcompan.com,0.87,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:52:48
1676,A & W PAINTING,(509) 760-1378,,MOSES LAKE,WA,,https://www.aandwpainting.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:52:12
2142,A PAINTING AND DECORATING,(360) 445-3260,,MOUNT VERNON,WA,,https://www.apaintinganddecorati.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:32
3999,ABRAHAM'S PLUMBING SERV INC,(503) 875-5013,,OLYMPIA,WA,,https://www.abraham'splumbingser.com,0.87,True,Plumbing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:03:51
574,3 FD'S CONSTRUCTION LLC,(503) 490-1353,,PORTLAND,OR,,https://www.3fd'sconstructionllc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:46:38
3948,ABOVE AVERAGE PLUMBING,(509) 499-3632,,SPOKANE,WA,,https://www.aboveaverageplumbing.com,0.87,True,Plumbing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:03:36
970,425 HANDYMAN SERVICES LLC,(425) 242-8631,,MONROE,WA,,https://www.425handymanservicesl.com,0.87,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:48:37
384,207 PAINTING SERVICES LLC,(425) 802-0160,,SAMMAMISH,WA,,https://www.207paintingservicesl.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:45:45
1534,A & I's Painting Co.,(425) 350-1708,,EDMONDS,WA,,https://www.aandi'spaintingco..com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:51:28
1986,A HELPING HANDYMAN,(360) 929-7026,,OAK HARBOR,WA,,https://www.ahelpinghandyman.com,0.87,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:44
2874,A-1 QUALITY CONSTRUCTION LLC,(509) 876-7779,,KENNEWICK,WA,,https://www.a-1qualityconstructi.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:58:13
1528,A & I FLOORING LLC,(206) 898-9207,,FEDERAL WAY,WA,,https://www.aandiflooringllc.com,0.87,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:51:26
2640,A&N PLUMBING & MORE LLC,(509) 679-6358,,EAST WENATCHEE,WA,,https://www.aandnplumbingandmore.com,0.87,True,Plumbing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:57:02
504,2KG CONTRACTORS INC,(503) 489-2020,,PORTLAND,OR,,https://www.2kgcontractorsinc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:46:17
3383,AAL Flooring,(206) 423-1698,,AUBURN,WA,,https://www.aalflooring.com,0.87,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:00:47
3035,A.N CONTRACTOR,(360) 513-4172,,VANCOUVER,WA,,https://www.a.ncontractor.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:59:01
4260,ACADEMY ROOFING,(206) 669-5413,,WOODINVILLE,WA,,https://www.academyroofing.com,0.87,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:05:10
971,425 PAINTING INC,(425) 588-7513,,REDMOND,WA,,https://www.425paintinginc.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:48:37
2945,A-OK ROOFING & CONSTRUCTION,(360) 659-7703,,ARLINGTON,WA,,https://www.a-okroofingandconstr.com,0.87,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:58:34
5224,ADIEL PAINTING,(206) 739-2135,,SEATTLE,WA,,https://www.adielpainting.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:10:01
5038,ADAM BREEDLOVE CONSTRUCTION,(360) 969-0342,,LANGLEY,WA,,https://www.adambreedloveconstru.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:09:06
330,2 J &J CONSTRUCTION CO LLC,(503) 969-7656,,SELAH,WA,,https://www.2jandjconstructionco.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:45:37
2975,A-TACH CONSTRUCTION & ENG INC,(916) 259-1021,,LOOMIS,CA,,https://www.a-tachconstructionan.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:58:43
2708,A&W ROOFING SOLUTIONS LLC,(206) 550-2915,,Bothell,WA,,https://www.aandwroofingsolution.com,0.87,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:57:23
1145,503 PAINTING LLC,(805) 623-9180,,LACEY,WA,,https://www.503paintingllc.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:49:30
3193,AA PLUS ELECTRICAL SEVICES INC,(360) 510-3004,,FERNDALE,WA,,https://www.aapluselectricalsevi.com,0.87,True,Electrical,ELECTRICAL CONTRACTOR,completed,2025-08-01 20:59:50
3639,ABC CONSTRUCTION,(360) 888-5645,,LACEY,WA,,https://www.abcconstruction.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:02:04
893,4 GEN CONTRACTORS LLC,(360) 649-5386,,BELFAIR,WA,,https://www.4gencontractorsllc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:48:15
2260,A SAN JUAN ISLANDS ROOFING LLC,(360) 468-3117,,LOPEZ ISLAND,WA,,https://www.asanjuanislandsroofi.com,0.87,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:55:07
2062,A LINE ABOVE PAINTING SERV LLC,(253) 219-9647,,BONNEY LAKE,WA,,https://www.alineabovepaintingse.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:08
5025,ADA ROOFING CORPORATION,(503) 689-1796,,SALEM,OR,,https://www.adaroofingcorporatio.com,0.87,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:09:01
2990,A-TEAM PAINTING & MAINT LLC,(253) 222-9896,,TACOMA,WA,,https://www.a-teampaintingandmai.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:58:48
5242,ADKINS ROOFING,(253) 939-3345,,BUCKLEY,WA,,https://www.adkinsroofing.com,0.87,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:10:07
2001,A J B CONTRACTORS INC,(206) 793-0147,,SNOHOMISH,WA,,https://www.ajbcontractorsinc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:49
2438,A&A ELEVATED CONSTRUCTION LLC,(360) 399-9571,,MOUNT VERNON,WA,,https://www.aandaelevatedconstru.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:56:01
4053,ABSOLUTE CONSTRUCTION,(253) 576-2488,,Tacoma,WA,,https://www.absoluteconstruction.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:04:08
1735,A AFFORDABLE PLUMBING CO INC,(360) 458-9362,,YELM,WA,,https://www.aaffordableplumbingc.com,0.87,True,Plumbing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:52:28
3559,AB3 CONSTRUCTION LLC,(206) 462-8774,,SEATTLE,WA,,https://www.ab3constructionllc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:01:40
1895,A F C CONSTRUCTION SERVICES,(360) 448-1856,,VANCOUVER,WA,,https://www.afcconstructionservi.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:17
1149,504 ROOFING LLC,(206) 380-8944,,EVERETT,WA,,https://www.504roofingllc.com,0.87,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:49:32
1029,4K CONSTRUCTION NW,(360) 510-4559,,FERNDALE,WA,,https://www.4kconstructionnw.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:48:55
846,3RD GENERATION FLOORING INC,(206) 396-3869,,MUKILTEO,WA,,https://www.3rdgenerationfloorin.com,0.87,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:47:59
4246,AC/BC PRO PAINTING,(360) 219-6278,,CHEHALIS,WA,,https://www.ac/bcpropainting.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:05:05
2224,A R REMODELING LLC,(425) 777-1407,,NEWCASTLE,WA,,https://www.arremodelingllc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:56
2220,A R M CONSTRUCTION,(360) 379-6441,,PORT TOWNSEND,WA,,https://www.armconstruction.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:55
847,3RD GENERATION PAINTING,(509) 866-2754,,CHEWELAH,WA,,https://www.3rdgenerationpaintin.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:48:01
701,360 GENERAL CONTRACTOR LLC,(206) 581-5637,,SEATTLE,WA,,https://www.360generalcontractor.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:47:17
596,3 PEAKS PLUMBING LLC,(360) 978-4195,,WASHOUGAL,WA,,https://www.3peaksplumbingllc.com,0.87,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-08-01 20:46:45
3390,AALOHA PAINTING LLC,(360) 375-5672,,Olympia,WA,,https://www.aalohapaintingllc.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:00:50
5264,ADMIRAL CONSTRUCTION LLC,(509) 540-1356,,SEATTLE,WA,,https://www.admiralconstructionl.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:10:14
4472,ACCURATE PAINTING & MAINT,(425) 277-5044,,RENTON,WA,,https://www.accuratepaintingandm.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:15
3563,ABA HVAC & HOME SOLUTIONS INC,(360) 946-2500,,Battle Ground,WA,,https://www.abahvacandhomesoluti.com,0.87,True,HVAC,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:01:41
3824,ABLE ONE PLUMBING & MECH. LLC,(235) 985-0223,,PORT ORCHARD,WA,,https://www.ableoneplumbingandme.com,0.87,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-08-01 21:03:00
2167,A PLUS CONSTRUCTION INC,(425) 373-0718,,BELLEVUE,WA,,https://www.aplusconstructioninc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:40
2166,A PLUS CONSTRUCTION COMPANY,(509) 808-6764,,DEER PARK,WA,,https://www.aplusconstructioncom.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:38
2423,A& G ROOFING,(425) 327-2894,,MARYSVILLE,WA,,https://www.aandgroofing.com,0.87,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:55:57
3139,A2Z PAINTING,(503) 440-2217,,WARRENTON,OR,,https://www.a2zpainting.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:59:33
4051,Absolute Construction,(509) 759-4618,,TOPPENISH,WA,,https://www.absoluteconstruction.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:04:06
3793,ABLAZE PRO PAINTING LLC,(678) 256-4371,,TACOMA,WA,,https://www.ablazepropaintingllc.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:02:51
3265,AAA HANDYMAN LLC,(425) 202-5450,,ISSAQUAH,WA,,https://www.aaahandymanllc.com,0.87,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:00:12
1190,509 PAINTING & CONST LLC,(509) 230-1240,,MEAD,WA,,https://www.509paintingandconstl.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:49:44
1295,77 ELECTRICAL SERVICES,(206) 599-9146,,SEATTLE,WA,,https://www.77electricalservices.com,0.87,True,Electrical,ELECTRICAL CONTRACTOR,completed,2025-08-01 20:50:15
2655,A&R CONSTRUCTION LLC,(206) 707-2089,,RENTON,WA,,https://www.aandrconstructionllc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:57:06
1453,A & C ROOFING LLC,(512) 791-9142,,FEDERAL WAY,WA,,https://www.aandcroofingllc.com,0.87,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:51:04
4211,AC CONSTRUCTION LLC,(360) 431-8190,,LONGVIEW,WA,,https://www.acconstructionllc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:04:55
4070,Absolute Electrical H & A,(509) 594-7362,,SELAH,WA,,https://www.absoluteelectricalha.com,0.87,True,Electrical,ELECTRICAL CONTRACTOR,completed,2025-08-01 21:04:12
718,360 PAINTING,(360) 703-8836,,CASTLE ROCK,WA,,https://www.360painting.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:47:22
1255,7 & SEVEN CONSTRUCTION LLC,(206) 376-3394,,Edmonds,WA,,https://www.7andsevenconstructio.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:50:03
2144,A PAINTING COMPANY LLC,(425) 392-8734,,SAMMAMISH,WA,,https://www.apaintingcompanyllc.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:54:32
913,4 Seasons Construction LLC,(509) 710-6021,,Spokane,WA,,https://www.4seasonsconstruction.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:48:21
2417,A Z CONSTRUCTION,(253) 265-2591,,GIG HARBOR,WA,,https://www.azconstruction.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:55:55
3909,ABOVE & BEYOND FLOORING LLC,(253) 886-4517,,FIFE,WA,,https://www.aboveandbeyondfloori.com,0.87,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:03:24
4549,Ace Electrical Services LLC,(321) 473-0435,,Melbourne,FL,,https://www.aceelectricalservice.com,0.87,True,Electrical,ELECTRICAL CONTRACTOR,completed,2025-08-01 21:06:37
2310,A TEAM CONSTRUCTION LLC,(360) 281-3053,,Vancouver,WA,,https://www.ateamconstructionllc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:55:22
3991,ABRAHAM CONSTRUCTION,(509) 499-2792,,GREENACRES,WA,,https://www.abrahamconstruction.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:03:48
954,4-J CONSTRUCTION,(425) 350-9106,,EVERETT,WA,,https://www.4-jconstruction.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:48:33
813,3GEN CONSTRUCTION LLC,(425) 356-2011,,Manson,WA,,https://www.3genconstructionllc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:47:50
2286,A Step Forward/Handyman,(360) 489-9678,,Rochester,WA,,https://www.astepforward/handyma.com,0.87,True,Handyman,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:55:15
4920,ACTION PLUMBING & HEATING INC,(509) 548-4458,,DRYDEN,WA,,https://www.actionplumbingandhea.com,0.87,True,Plumbing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:08:29
4715,ACM CONSTRUCTION,(425) 221-5392,,WOODINVILLE,WA,,https://www.acmconstruction.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:07:27
5042,ADAM FLOORING & CONST LLC,(443) 854-9872,,SPANAWAY,WA,,https://www.adamflooringandconst.com,0.87,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:09:07
4496,ACCUWALL CONSTRUCTION LLC,(509) 460-8274,,KENNEWICK,WA,,https://www.accuwallconstruction.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:06:21
2939,A-List Plumbing LLC,(805) 403-2710,,LYNNWOOD,WA,,https://www.a-listplumbingllc.com,0.87,True,Plumbing,PLUMBING CONTRACTOR,completed,2025-08-01 20:58:33
5040,ADAM BROOMFIELD CONSTRUCTION,(360) 556-5633,,OLYMPIA,WA,,https://www.adambroomfieldconstr.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:09:06
2579,A&J QUALITY CONSTRUCTION LLC,(206) 631-9637,,AUBURN,WA,,https://www.aandjqualityconstruc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:56:44
1316,8 INCH NAILS CONSTRUCTION INC,(503) 453-0786,,PORTLAND,OR,,https://www.8inchnailsconstructi.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:50:23
2000,A J A S CONSTRUCTION LLC,(360) 286-0830,,OLALLA,WA,,https://www.ajasconstructionllc.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:49
311,2 COUNTRY'S CONSTRUCTION LLC,(503) 521-6251,,BEAVERTON,OR,,https://www.2country'sconstructi.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:45:33
544,3 BROTHERS CONSTRUCTION LLC,(509) 845-5683,,Pasco,WA,,https://www.3brothersconstructio.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:46:29
1871,A D Northrup Construction LLC,(509) 833-2452,,Toppenish,WA,,https://www.adnorthrupconstructi.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:53:11
3923,ABOVE & BEYOND REMODELING,(206) 935-5872,,SEATTLE,WA,,https://www.aboveandbeyondremode.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:03:29
300,2 BROTHERS CONSTRUCTION LLC,(775) 772-6056,,BURLINGTON,WA,,https://www.2brothersconstructio.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:45:31
5366,ADVANCE CONTRACTORS,(619) 289-3867,,SEATTLE,WA,,https://www.advancecontractors.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:24:01
5396,ADVANCE PAINTING LLC,(206) 327-8005,,SEATTLE,WA,,https://www.advancepaintingllc.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:24:21
5486,ADVANCED CONTRACTORS LLC,(360) 801-3123,,BELFAIR,WA,,https://www.advancedcontractorsl.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:24:49
5521,ADVANCED ELECTRICAL TECHNLGIES,(360) 423-2245,,LONGVIEW,WA,,https://www.advancedelectricalte.com,0.87,True,Electrical,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:24:59
5559,ADVANCED FLOORING SPCLST LLC,(509) 216-8937,,SPOKANE,WA,,https://www.advancedflooringspcl.com,0.87,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:25:11
5557,ADVANCED FLOORING LLC,(208) 503-9883,,LEWISTON,ID,,https://www.advancedflooringllc.com,0.87,True,Flooring,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:25:11
5676,ADVANCED PLUMBING & RMDL LLC,(509) 531-8386,,KENNEWICK,WA,,https://www.advancedplumbingandr.com,0.87,True,Plumbing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:25:36
5701,ADVANCED REMODELING,(253) 249-1714,,TACOMA,WA,,https://www.advancedremodeling.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:25:42
5714,ADVANCED ROOFING,(406) 261-9625,,KALISPELL,MT,,https://www.advancedroofing.com,0.87,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:25:43
5717,ADVANCED ROOFING WA LLC,(360) 809-8671,,PORT ANGELES,WA,,https://www.advancedroofingwallc.com,0.87,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:25:45
5821,ADVANTAGE ROOFING,(360) 929-2064,,OAK HARBOR,WA,,https://www.advantageroofing.com,0.87,True,Roofing,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:26:04
5827,ADVANTOUCH PAINTING LLC,(714) 396-3537,,SEATTLE,WA,,https://www.advantouchpaintingll.com,0.87,True,Painting,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:26:07
5910,AEM REMODELING,(360) 523-0497,,CENTRALIA,WA,,https://www.aemremodeling.com,0.87,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:26:23
3351,AAA-1 CONSTRUCTION,(707) 328-7027,,NINE MILE FALLS,WA,,https://www.aaa-1construction.com,0.86,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:00:38
1259,7 C'S CONSTRUCTION INC,(509) 276-8628,,DEER PARK,WA,,https://www.7c'sconstructioninc.com,0.86,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:50:05
3129,A2B CONSTRUCTION LLC,(253) 347-9199,,FEDERAL WAY,WA,,https://www.a2bconstructionllc.com,0.86,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 20:59:30
5218,ADG GENERAL CONSTRUCTION LLC,(206) 391-9577,,SEATTLE,WA,,https://www.adggeneralconstructi.com,0.86,True,General Contractor,CONSTRUCTION CONTRACTOR,completed,2025-08-01 21:10:00
