business_name,contractor_license_number,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,primary_principal_name,website_url,mailer_category,business_description,services_offered,confidence_score,website_confidence,classification_confidence,residential_focus,processing_status,review_status,last_processed,reviewed_at,created_at
2 GENERATIONS CONSTRUCTION LLC,2GENEGC797QT,CONSTRUCTION CONTRACTOR,6816 W YELLOWSTONE AVE,,Kennewick,WA,99336,(509) 302-0274,"AVALOS ESPINO, JOSE ANTONIO",,Handyman,"2 Generations Construction LLC is a contractor business based in Kennewick, WA, specializing in various construction and repair services.","General Repairs, Home Improvement, Renovations",0.70,,,,completed,pending_review,2025-07-23 18:18:27.887632,,2025-07-22 23:37:37.197793
2 GRADE LLC,2GRADGL923JH,CONSTRUCTION CONTRACTOR,PO BOX 1570,,PORT ANGELES,WA,98362,(360) 461-3992,"HOPF, GREGORY GUY",,Handyman,"2 GRADE LLC is a local business based in Port Angeles, WA, specializing in providing quality services to its clients.",,0.70,,,,completed,pending_review,2025-07-23 18:18:48.299328,,2025-07-22 23:37:37.197793
2 Monkeys Enterprises,2MONKME833KS,CONSTRUCTION CONTRACTOR,8749 Jace Ln Nw,,SILVERDALE,WA,98383,(360) 277-7758,"Hiatt, Brian Allen",,Handyman,"2 Monkeys Enterprises is a contractor business located in Silverdale, WA, specializing in various handyman services.","General Repairs, Home Maintenance, Minor Renovations",0.70,,,,completed,pending_review,2025-07-23 18:19:03.168956,,2025-07-22 23:37:37.197793
2 OLD DOGS MILLWRK & CBNT INST,2OLDDOD828LM,CONSTRUCTION CONTRACTOR,1409 Lake Youngs Way SE,,RENTON,WA,98058,(425) 362-8594,"Kelly, Stephanie Leigh",,Handyman,"2 OLD DOGS MILLWRK & CBNT INST is a contractor business located in Renton, WA, specializing in various handyman services.","General repairs, Milling, Cabinet installation",0.70,,,,completed,pending_review,2025-07-23 18:19:41.565990,,2025-07-22 23:37:37.197793
2 SOUND CONSTRUCTION INC,2SOUNSC798QW,CONSTRUCTION CONTRACTOR,2113 SE 100TH CT,,VANCOUVER,WA,98664,(503) 201-0216,"BERNARD, LOUIS BYRON",https://wsdot.wa.gov/construction-planning/search-projects/sr-509-completion-project,Handyman,"2 SOUND CONSTRUCTION INC is a construction contractor based in Vancouver, WA, specializing in various construction services.",,0.70,,,,completed,pending_review,2025-07-23 18:21:01.417910,,2025-07-22 23:37:37.197793
2 THE POINT,2POINP*828DK,CONSTRUCTION CONTRACTOR,13215 2ND AVE SOUTH,,BURIEN,WA,98168,(206) 861-4380,"KOZODOY, RUSLAN P",,Handyman,"2 THE POINT is a construction contractor based in Burien, WA, offering a range of handyman services.","General Repairs, Home Maintenance, Remodeling",0.70,,,,completed,pending_review,2025-07-23 18:21:12.050588,,2025-07-22 23:37:37.197793
2 THE T EXTERIOR LLC,2TEXTTE752JC,CONSTRUCTION CONTRACTOR,27408 129TH PL SE,,KENT,WA,98030,(206) 504-0518,"KOZUB, ANATOLIY IVANOVICH",,Handyman,"2 THE T EXTERIOR LLC is a contractor business based in Kent, WA, specializing in exterior services.",,0.70,,,,completed,pending_review,2025-07-23 18:21:37.500709,,2025-07-22 23:37:37.197793
2001-WLD BRAES PARK LLC,2001WBP781CA,CONSTRUCTION CONTRACTOR,1010 MARKET ST,,KIRKLAND,WA,98033,(425) 576-9390,WESTCOTT HOLDINGS & INVS INC,,Handyman,"2001-WLD BRAES PARK LLC is a contractor business located in Kirkland, WA, specializing in general repair services.","General Repairs, Maintenance Services",0.70,,,,completed,pending_review,2025-07-23 18:22:21.274284,,2025-07-22 23:37:37.197793
2003-WLD BRUNTSFIELD LLC,2003WBL772KH,CONSTRUCTION CONTRACTOR,1010 MARKET STREET,,KIRKLAND,WA,98033,(425) 576-9390,WESTCOTT HOLDINGS & INVST INC,,Handyman,"2003-WLD BRUNTSFIELD LLC is a construction contractor based in Kirkland, WA, specializing in various handyman services.","General Repairs, Home Maintenance, Minor Renovations",0.70,,,,completed,pending_review,2025-07-23 18:22:58.072453,,2025-07-22 23:37:37.197793
206 CONSTRUCTION LLC,206COCL767JQ,CONSTRUCTION CONTRACTOR,29401 MILITARY RD S UNIT 32,,FEDERAL WAY,WA,98003,(206) 372-3691,"GUZMAN GARCIA, IDALI",https://www.lni.wa.gov/licensing-permits/other-licenses-permits/asbestos-certification,Handyman,"206 Construction LLC is a construction contractor based in Federal Way, WA, providing general repair and maintenance services.","General Repairs, Home Maintenance, Renovations",0.70,,,,completed,pending_review,2025-07-23 18:23:44.613950,,2025-07-22 23:37:37.197793
206 FENCING LLC,206FEFL792OS,CONSTRUCTION CONTRACTOR,1428 HARRINGTON AVE NE,,RENTON,WA,98056,(206) 518-7384,"GONZALEZ GARCIA, ERNESTO",https://inline-fence.com/residential-commercial-fences-in-renton-wa/,Fencing,"206 Fencing LLC specializes in building residential and commercial fences in Renton, WA, offering a variety of materials including cedar, chain link, ornamental iron, and vinyl.","Cedar Wooden Fences, Chain Link Fences, Ornamental Iron Fences, Vinyl Fences, Hog Wire Fences",0.60,0.40,0.90,,completed,pending_review,2025-07-23 18:59:48.202307,,2025-07-22 23:37:37.197793
206 FIX,206FIF*911R1,CONSTRUCTION CONTRACTOR,9703 Palatine Ave N,,SEATTLE,WA,98103,(206) 372-2762,"MASON, CHARLES BENJAMIN",https://www.seattle.gov/customer-service-bureau/contact-us,Handyman,"206 FIX is a handyman service based in Seattle, WA, specializing in general repair services.","Home repairs, Maintenance services, General handyman services",0.70,,,,completed,pending_review,2025-07-23 18:24:09.963127,,2025-07-22 23:37:37.197793
212-WLD ABERDOUR LLC,212WLAL778KH,CONSTRUCTION CONTRACTOR,1010 MARKET ST,,KIRKLAND,WA,98033,(425) 576-9390,WESTCOTT HOLDINGS/INVSTMNT INC,,Handyman,"212-WLD ABERDOUR LLC is a construction contractor based in Kirkland, WA, likely offering general repair services.",,0.70,,,,completed,pending_review,2025-07-23 18:26:40.176647,,2025-07-22 23:37:37.197793
21ST CENTURY CONSTRUCTION LLC,21STCCC841P7,CONSTRUCTION CONTRACTOR,207 Maven Way,,CHEWELAH,WA,99109,(509) 934-8404,"WOODARD, DANA KAY MOE",,Handyman,"21ST CENTURY CONSTRUCTION LLC is a contractor business located in Chewelah, WA, specializing in general repair and handyman services.","General Repairs, Home Maintenance, Remodeling",0.70,,,,completed,pending_review,2025-07-23 18:27:56.767414,,2025-07-22 23:37:37.197793
237 SPLICING,237SPS*757L3,CONSTRUCTION CONTRACTOR,11322 89TH AVE CT E,,PUYALLUP,WA,98373,(253) 278-0139,"GNEHM, ANDREW EUGENE",,Handyman,"237 Splicing is a contractor business located in Puyallup, WA, specializing in general repair services.","General Repairs, Home Maintenance, Installation Services",0.70,,,,completed,pending_review,2025-07-23 18:28:57.289987,,2025-07-22 23:37:37.197793
24-7 PROPERTY MAINTENANCE LLC,247PRPM916QW,CONSTRUCTION CONTRACTOR,PO BOX 541,,OMAK,WA,98841,(509) 826-6895,"THOMPSON, FRANK EDWARD",https://24-7pm.com/,Landscaping,"24-7 Property Maintenance is here to keep your property looking its best with expert pressure washing, snow plowing, lawn care, & more.","Pressure Washing, Snow Plowing, Lawn Care, Landscaping, Parking Lot Sweeping, Asphalt Paving",0.66,0.50,0.90,,completed,pending_review,2025-07-23 23:57:56.725195,,2025-07-22 23:37:37.197793
"24K PIPELINE SERVICES, LLC",24KPIPS761LO,CONSTRUCTION CONTRACTOR,525 SAYLOR RD,,CAMANO ISLAND,WA,98282,(206) 940-1712,"ELLIOTT, JEFFREY STANLEY",https://safer.fmcsa.dot.gov/query.asp?query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4258711,Plumbing,"24K PIPELINE SERVICES, LLC specializes in pipeline services, likely focusing on plumbing-related tasks.","Pipeline installation, Pipeline maintenance, General plumbing services",0.71,0.65,0.80,,completed,pending_review,2025-07-23 23:59:33.659155,,2025-07-22 23:37:37.197793
24RESTECH LLC,24RESL*839OA,CONSTRUCTION CONTRACTOR,922 Valley Ave NW,Unit 107,Puyallup,WA,98371,(253) 238-0838,"ROESCH, MICHAEL LANE",https://www.24restech.com/,Water Damage Restoration,"24ResTech LLC is an emergency fire and water damage restoration company serving the Puyallup and Tacoma areas, specializing in cleanup and restoration services for residential and commercial properties.","Fire Damage Restoration, Water Damage Restoration, Mold Removal, Asbestos Abatement, Biohazard Cleanup, Storm Damage Repair, Emergency Plumbing, Contents Cleaning and Restoration",0.66,0.50,0.90,,completed,pending_review,2025-07-23 23:59:51.586170,,2025-07-22 23:37:37.197793
253 Electric LLC,253ELEL775RH,ELECTRICAL CONTRACTOR,16023 234TH STREET CT E,,GRAHAM,WA,983387610,(253) 266-9571,"Robinson, Mike D",https://253electric.com/,Electrical,"253 Electric LLC provides expert electrical services for residential, commercial, and industrial clients in Graham, WA, focusing on safety, efficiency, and customer satisfaction.","Home panel upgrades, EV charger installations, Commercial tenant improvements, Industrial automation solutions, Electrical inspections, Solar installations, Generator installations",0.66,0.50,0.90,,completed,pending_review,2025-07-24 00:01:23.361455,,2025-07-22 23:37:37.197793
2A2SERVICES LLC,2A2SEL*771PC,CONSTRUCTION CONTRACTOR,2A2SERVICES LLC Regus Renton Triton Towers Three,707 S Grady Way,Renton,WA,98057,(253) 666-8687,"TUATOO, JAMES",https://www.2a2servicesllc.com/,Handyman,"2A2SERVICES LLC provides comprehensive property maintenance solutions, including handyman services and janitorial cleaning, aimed at alleviating the stress of property management for both residential and commercial clients.","Property Maintenance, Handyman Services, Janitorial Cleaning",0.66,0.50,0.90,,completed,pending_review,2025-07-24 00:01:55.479060,,2025-07-22 23:37:37.197793
2BELLAS LANDSCAPING SVCS LLC,2BELLLS774CL,CONSTRUCTION CONTRACTOR,1017 180th St SW,,LYNNWOOD,WA,98037,(206) 519-1298,"Arevalo Alas, Edinson",https://local.yahoo.com/info-215943937-2-bellas-landscaping-services-everett,Landscaping,"2Bellas Landscaping Services LLC is a full-service landscaping company providing lawn care and maintenance services in Lynnwood, WA and surrounding areas.","Lawn Mowing, Trimming, Gardening, Landscape Maintenance",0.60,0.40,0.90,,completed,pending_review,2025-07-24 00:02:02.026565,,2025-07-22 23:37:37.197793
2FL Enterprises LLC,2FLENFE906BG,CONSTRUCTION CONTRACTOR,10605 SE 240TH ST #130,,KENT,WA,98031,(866) 270-7127,"Floren, Mark E",https://www.spokanevalleywa.gov/DocumentCenter/View/3481,Windows & Doors,"2FL Enterprises LLC is a trusted provider of window installation and siding services in Washington, focusing on residential projects.","Window Installation, Siding Installation, Roofing Services",0.66,0.50,0.90,,completed,pending_review,2025-07-24 00:03:26.364150,,2025-07-22 23:37:37.197793
2J CONSTRUCTION LLC,2JCONCL793N3,CONSTRUCTION CONTRACTOR,406 N 18th St.,,Elma,WA,98541,(509) 412-0953,"SEAMAN, JEFFRY ALAN",https://2jconstructionllc.com/,Kitchen & Bath,"2J Construction LLC specializes in home improvement services, focusing on remodeling and cabinet installation in Western Washington.","Remodeling, Cabinet Installation, Home Improvement",0.62,0.50,0.80,,completed,pending_review,2025-07-24 00:03:22.397207,,2025-07-22 23:37:37.197793
2ND NATURE,2NDNAN*790JG,CONSTRUCTION CONTRACTOR,PO BOX 8731,,SPOKANE,WA,99203,(509) 999-8104,"Phelps, Douglas Everett",https://www.2ndnaturewa.com/,Landscaping,"2ND NATURE specializes in irrigation and landscaping, focusing on drought-tolerant plants and sustainable garden designs.","Sprinklers, Drip irrigation, Landscaping, Garden maintenance, Drought-tolerant landscapes, Pollinator and wildlife habitat creation, Xeriscapes, Rock gardens, Full-service landscape construction",0.66,0.50,0.90,,completed,pending_review,2025-07-24 00:05:01.274831,,2025-07-22 23:37:37.197793
2ND STORY CONSTRUCTION INC,2NDSTCI940JA,CONSTRUCTION CONTRACTOR,3904 Spur Ridge Lane #101,,BELLINGHAM,WA,98226,(360) 734-1515,"SHERWIN, GORDON JAMES",https://www.2ndstoryinc.com/,Kitchen & Bath,"Bellingham, WA remodel contractor specializing in quality craftsmanship, focusing on kitchens, bathrooms, custom cabinetry, millwork, decks, and outdoor living spaces.","Kitchen remodels, Bathroom remodels, Custom cabinetry, Millwork, Deck construction, Outdoor living spaces",0.60,0.40,0.90,,completed,pending_review,2025-07-24 00:05:09.908801,,2025-07-22 23:37:37.197793
