business_name,contractor_license_number,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,primary_principal_name,website_url,mailer_category,business_description,services_offered,confidence_score,website_confidence,classification_confidence,residential_focus,processing_status,review_status,last_processed,reviewed_at,created_at
ADVANCED TRAFFIC CONTROL LLC,ADVANTC850KR,CONSTRUCTION CONTRACTOR,4240 B Street NW,,AUBURN,WA,98001,(425) 495-1079,"TISH, DARRIN ANTHONY",https://www.procore.com/network/p/advanced-traffic-control-auburn,Traffic Control,"Advanced Traffic Control is a construction company based in Auburn, WA, specializing in design, engineering, project management, and coordination for traffic control.","Design and Engineering, Project Management, Traffic Control Coordination",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:20:24.432564,,2025-07-31 19:40:29.652570
ADVANTAGE ENVIRONMENTAL INC,ADVANEI757LB,CONSTRUCTION CONTRACTOR,9317 NE HWY 99 SUITE D,,VANCOUVER,WA,98665,(360) 356-7628,"CARTER, RONALD WILLIAM",https://advantage-enviro.com/,Environmental Consulting,"Advantage Environmental Inc. provides laboratory testing for air quality, mold, lead, and other environmental concerns, focusing on safety and compliance for residential and commercial clients.","Laboratory testing for air quality, Mold and fungi testing, Lead testing, Environmental consulting, Health quality surveys, Ongoing inspections",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:20:42.769768,,2025-07-31 19:40:29.652570
ADVANTAGE WINDOW COVERINGS INC,ADVANWC775RJ,CONSTRUCTION CONTRACTOR,914 J AVENUE,,ANACORTES,WA,98221,(360) 299-8977,"JAMES, LINDA SUSAN",https://www.topblindscompany.com/3656/advantage-window-coverings,Windows & Doors,"Advantage Window Coverings is a full-service company specializing in window coverings, serving the San Juan Islands, Anacortes, and surrounding areas for over 25 years.","Window treatment consultation, Installation of shades and blinds, Custom window coverings",0.85,0.75,1.00,,completed,approved_download,2025-07-31 20:21:01.981973,,2025-07-31 19:40:29.652570
AE&I CONSTRUCTION LLC,AEICOCL783JE,CONSTRUCTION CONTRACTOR,9013 NE Hwy 99,Suite X,Vancouver,WA,98665,(360) 209-6818,"ARIONUS, AARON MICHEAL",https://www.aeiconstruction.net/,Roofing,"AE&I Construction LLC specializes in roofing services, including residential and commercial roofing, as well as interior remodeling and installation of windows, doors, and gutters.","Residential Roofing, Commercial Roofing, Siding Installation, Window Installation, Gutter Replacement, Interior Remodeling",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:21:15.476707,,2025-07-31 19:40:29.652570
AERO CONCRETE LLC,AEROCCL785CN,CONSTRUCTION CONTRACTOR,12611 NE 106TH CIRCLE,,VANCOUVER,WA,98682,(360) 513-1795,"BANNING, JEFFERY EDWARD",https://us.nextdoor.com/pages/aero-concrete-vancouver-wa/,Concrete,"Aero Concrete LLC specializes in concrete installation and repair services for both residential and commercial clients, with over 30 years of experience in the Vancouver, WA area.","Driveways, Patios, Walkways, Garage Floors, Repairs, Overlays, Dog Runs, Pole Barns, Shop Floors",0.85,0.75,1.00,,completed,approved_download,2025-07-31 20:21:28.413828,,2025-07-31 19:40:29.652570
AFFINITY HOMES LLC,AFFINHL822PZ,CONSTRUCTION CONTRACTOR,3517 NW Camas Meadows Drive,Suite 220,Camas,WA,98607,(360) 989-6316,"COLGATE III, JOHN THOMAS",https://affinityhomesllc.com/,Construction,"Affinity Homes LLC is an award-winning luxury custom home builder in Camas, WA, specializing in the design and build of high-end, unique custom homes.","Custom Home Design, Luxury Home Building, Home Renovation, Project Management",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:22:13.774536,,2025-07-31 19:40:29.652570
AFFORDABLE PONDS LLC,AFFORPL880PP,CONSTRUCTION CONTRACTOR,6400 NE HWY 99  STE G321,,VANCOUVER,WA,98665,(360) 831-3594,"REID, JEFFREY JAMES",https://affordableponds.com,Landscaping,"Affordable Ponds specializes in building, cleaning, and maintaining beautiful ponds and waterfalls, transforming outdoor spaces into serene oases.","Pond Building, Pond Cleaning, Waterfall Building, Pump Replacement, Basic Pond Maintenance, Landscape Lighting, Filtration",1.00,,1.00,,completed,approved_download,2025-07-31 20:23:07.511790,,2025-07-31 19:40:29.779733
AFORA GROUP LLC,AFORAGL892L1,CONSTRUCTION CONTRACTOR,PO BOX 649,,MUKILTEO,WA,98275,(425) 512-0736,"Spadafora, Martin John",https://aforagroup.com,Home Building,Afora Group is a leading Northwest based land development and homebuilding company specializing in creating quality communities in the greater Seattle area.,"Land Development, Home Building, Sustainable Building Practices",0.90,,0.90,,completed,approved_download,2025-07-31 20:23:27.479035,,2025-07-31 19:40:29.779733
AFTER THE FIRE LLC,AFTERFL914KG,CONSTRUCTION CONTRACTOR,117 E LOUISA ST #129,,SEATTLE,WA,98102,(206) 909-7285,"NOOT, HAROLD PAUL",https://www.atfconstruction.com/,Fire Restoration,"After The Fire Construction LLC is a Seattle-based construction company specializing in residential remodeling, fire restoration, and custom builds.","Residential remodeling, New construction, Additions and conversions, Landscaping and exterior work, Prep-for-market projects, Commercial construction, Fire restoration, Demolition and repair, Water and mold remediation, Design, engineering and insurance claim consulting",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:23:34.623739,,2025-07-31 19:40:29.779733
AG EVERGREEN DRYWALL LLC,AGEVEED772J5,CONSTRUCTION CONTRACTOR,3001 S 288TH ST TRLR 149,,FEDERAL WAY,WA,98003,(206) 355-7453,"ALVAREZ GARCIA, GILDARDO JR",https://agevergreendrywall.wixsite.com/drywallcontractor,Drywall,"AG Evergreen Drywall LLC is a family-owned drywall company with over 20 years of experience, providing a wide range of drywall services in the greater Seattle and Tacoma area.","Drywall Installation, Drywall Finishing, Patch Repair, Texturing, Priming, Painting",0.85,0.75,1.00,,completed,approved_download,2025-07-31 20:23:42.273767,,2025-07-31 19:40:29.779733
AGATE BAY CONSTRUCTION LLC,AGATEBC851KO,CONSTRUCTION CONTRACTOR,2484 NORTHSHORE ROAD,,BELLINGHAM,WA,98226,(360) 220-1149,"BABBITT, DAVID GORDON",https://agatebayconstruction.com,General Contracting,"AGATE BAY CONSTRUCTION LLC specializes in residential remodeling projects, including significant home additions and custom builds.","Home Additions, Custom Home Building, Remodeling, Deck Construction, Site Preparation",0.90,,0.90,,completed,approved_download,2025-07-31 20:24:16.171307,,2025-07-31 19:40:29.779733
AGATE PASS ENTERPRISES INC,AGATEPE986L5,CONSTRUCTION CONTRACTOR,PO BOX 126,,Hansville,WA,98340,(206) 300-3748,"OBERGOTTSBERGER, MARK Alex",https://agatepassenterprises.com,Home,"Agate Pass Enterprises specializes in fine home construction and remodels, focusing on quality craftsmanship in Bainbridge Island and North Kitsap County.","Custom Home Building, Home Remodeling",1.00,,1.00,,completed,approved_download,2025-07-31 20:24:25.347541,,2025-07-31 19:40:29.779733
AGE ELECTRIC INC,AGEELEI771KB,CONSTRUCTION CONTRACTOR,1710 NE 149TH CIRCLE,,VANCOUVER,WA,98686,(360) 798-4104,"MATHEIS, ERICA NADEAN",https://ageelectricinc.com/,Electrical,"AGE Electric, Inc is a family-owned business providing quality electrical services to customers in Southwest Washington, focusing on personalized service and building lasting relationships.","Hot Tub & Spa Installations, Battery Backup Systems, EV Chargers, Panel Installation or Upgrade, Lighting Upgrades, Home Generators, Electrical Troubleshooting, Solar Panel Installation, Remodels/Additions",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:24:36.069179,,2025-07-31 19:40:29.779733
AGE ELECTRIC INC,AGEELEI778JQ,ELECTRICAL CONTRACTOR,1710 NE 149TH CIRCLE,,VANCOUVER,WA,98686,(360) 798-4104,"MATHEIS, ERICA N",https://ageelectricinc.com/,Electrical,"AGE Electric Inc is a family-owned business providing quality electrical services to customers in Southwest Washington, focusing on personalized service and building lasting relationships.","Hot Tub & Spa Installations, Battery Backup Systems, EV Chargers, Panel Installation or Upgrade, Lighting Upgrades, Home Generators, Electrical Troubleshooting, Solar Panel Installation, Remodels/Additions",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:24:36.072896,,2025-07-31 19:40:29.779733
AGUILAR CONSTRUCTION LLC,AGUILCL868PZ,CONSTRUCTION CONTRACTOR,9916 NE 86TH WAY,,VANCOUVER,WA,98662,(360) 356-6541,"AGUILAR ACOSTA, JESUS MANUEL",https://www.aguilarconstructionllc.com/,Painting,"Aguilar Construction LLC specializes in painting, drywall, and carpentry work, offering services for both residential and commercial properties.","Interior Painting, Exterior Painting, Sheetrock Installation, Cabinet Installation, Carpentry Work, Power Washing, Deck Resurfacing & Staining, Fence Staining, Gutter Cleaning, Roof Cleaning, Window Washing, Minor Handyman Repairs",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:25:06.759708,,2025-07-31 19:40:29.779733
AHEARN ELECTRIC INC,AHEAREI008PA,ELECTRICAL CONTRACTOR,PO BOX 4058,,BREMERTON,WA,983120058,(360) 373-1900,"STEELE, SARAH L",https://ahearnelectric.com,Electrical,"Ahearn Electric, Inc. has been proudly serving Kitsap County since 1939 as one of the leading electrical contractors, undertaking various electrical contracts in both commercial and residential sectors.","Data & Communications, Commercial Electrical Services, Residential Electrical Services, Fire Alarm Systems",1.00,,1.00,,completed,approved_download,2025-07-31 20:25:25.410243,,2025-07-31 19:40:29.779733
AIM ELECTRIC LLC,AIMELEL918RG,ELECTRICAL CONTRACTOR,10002 AURORA AVE N,36-1155,SEATTLE,WA,98133,(206) 909-4907,"MITALAS, ANDREAS C",https://aimelectric.net/,Electrical,"AIM Electric LLC offers a wide range of electrical services, including commercial construction and residential repairs, with a focus on customer satisfaction and integrity.","Commercial electrical services, Residential electrical repairs, Electrical installations, Service upgrades",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:25:44.865318,,2025-07-31 19:40:29.779733
AIR CLEAN YOUR ROOF LLC,AIRCLYR980N8,CONSTRUCTION CONTRACTOR,8205 NE 128TH ST,,KIRKLAND,WA,98034,(425) 641-5557,"ROACH, RICK ALLAN",https://nextdoor.com/pages/air-clean-your-roof-kirkland-wa/,Roofing,"Air Clean Your Roof LLC specializes in roof cleaning services, using industrial air compressors to effectively clean roofs without damaging them.","Roof cleaning, Moss prevention treatment, Roof preservation",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:26:01.197035,,2025-07-31 19:40:29.779733
AIRCARE USA INC,AIRCAUI855R3,CONSTRUCTION CONTRACTOR,14503 SE 170TH ST,,RENTON,WA,98058,(253) 854-5289,"JAZBEC, JAMES L",https://aircareusa.com,HVAC,"AirCare USA has served the Puget Sound area for over 16 years, providing quality air duct cleaning services with a focus on customer satisfaction.","Air Duct Cleaning, Quality Air Services, Free Upfront Quotes",0.90,,0.90,,completed,approved_download,2025-07-31 20:27:07.255591,,2025-07-31 19:40:29.779733
AIRCON ELECTRIC LLC,AIRCOEL860O6,ELECTRICAL CONTRACTOR,PO Box 1046,,BATTLEGROUND,WA,98604,(360) 608-5954,"DALLUM, BRANDON",https://aircon-electric.com,HVAC,"AirCon Electric specializes in ductless heating and cooling services, providing installation, service, and repair for ductless heat pumps in Vancouver, WA and surrounding areas.","Ductless heat pump installation, Ductless heat pump service and repair, Electrical circuit installation, New construction HVAC installation",0.90,,0.90,,completed,approved_download,2025-07-31 20:27:19.858945,,2025-07-31 19:40:29.779733
AIRCON ELECTRIC LLC,AIRCOEL855RN,CONSTRUCTION CONTRACTOR,PO Box 1046,,BATTLEGROUND,WA,98604,(360) 608-5954,"DALLUM, BRANDON OWEN",https://aircon-electric.com,HVAC,"AirCon Electric specializes in ductless heating and cooling services, providing installation, service, and repair for ductless heat pumps in Vancouver, WA and surrounding areas.","Ductless heat pump installation, Ductless heat pump service and repair, Electrical circuit installation, New construction HVAC installation",0.90,,0.90,,completed,approved_download,2025-07-31 20:27:11.298468,,2025-07-31 19:40:29.779733
AIRE PRO INC,AIREPI*032RU,CONSTRUCTION CONTRACTOR,2921 MERIDIAN AVE E,,EDGEWOOD,WA,98371,(253) 848-2626,"JENNINGS, RICHARD M",https://www.airepro.com/,HVAC,"AIRE PRO INC is a full-service HVAC and refrigeration contractor based in Edgewood, WA, specializing in residential and commercial heating, air conditioning, and refrigeration services.","Heating system installation, Air conditioning repair, Refrigeration services, Indoor air quality solutions, Commercial HVAC design and build",0.85,0.75,1.00,,completed,approved_download,2025-07-31 20:27:16.780702,,2025-07-31 19:40:29.779733
AIRE PRO INC,AIREPI*000DA,ELECTRICAL CONTRACTOR,2921 MERIDIAN AVE E,,EDGEWOOD,WA,983712110,(253) 848-2626,"JENNINGS, RICHARD M",https://www.airepro.com/,HVAC,"AIRE PRO INC is a full-service HVAC and refrigeration contractor based in Edgewood, WA, specializing in residential and commercial heating, cooling, and refrigeration services.","Heating system installation and repair, Air conditioning installation and repair, Refrigeration services, Indoor air quality solutions, Emergency HVAC services",0.83,0.75,0.95,,completed,approved_download,2025-07-31 20:27:13.729432,,2025-07-31 19:40:29.779733
AIRGENIE LLC,AIRGEL*771OR,CONSTRUCTION CONTRACTOR,9639A FIRDALE AVENUE,,EDMONDS,WA,98020,(206) 741-6868,"ZAMIR, TAL",https://airgenienw.com/,HVAC,"AirGenie is a family-owned indoor air quality company in Edmonds, WA, specializing in air duct cleaning and HVAC services to improve home comfort and air quality.","Indoor Air Quality Testing, Air Duct Cleaning, HVAC Systems & Duct Sealing, Air Duct Installation, Dryer Vent Cleaning, Crawl Space Insulation, AC Coils Cleaning",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:27:23.977818,,2025-07-31 19:40:29.779733
AIRPORT GLASS INC,AIRPOGI021DB,CONSTRUCTION CONTRACTOR,10124 TILLEY RD S,,OLYMPIA,WA,985129240,(360) 786-1630,"GRIFFIN, RYAN T",https://www.airportglass.net/,Windows & Doors,"Airport Glass, Inc. provides quality window installation and custom glass solutions for residential and commercial clients in Olympia, WA, with over 30 years of experience.","Window Installation, Glass Replacement, Remodeling Services, Custom Glass Solutions",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:27:34.501887,,2025-07-31 19:40:29.779733
AIRPORT WAY SERVICE GLASS INC,AIRPOWS762BR,CONSTRUCTION CONTRACTOR,10201 AIRPORT WAY,,SNOHOMISH,WA,98290,(360) 568-7133,"Fifield, Kevin John",https://www.airportwayserviceglass.com/,Auto Glass,"Airport Way Service Glass is a family-owned business in Snohomish, WA, specializing in auto, residential, and commercial glass services for over 25 years.","Windshield replacement, Doorglass replacement, Backglass replacement, Rock-chip repair, Heavy equipment and fleet work, Window glass replacement, Patio doorglass replacement, Screen repair, Custom cut glass",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:27:31.875097,,2025-07-31 19:40:29.779733
AIRX LLC,AIRXLL*792PR,CONSTRUCTION CONTRACTOR,6115 NE 88th St,,Vancouver,WA,98665,(360) 718-9100,"KEMPPAINEN, ALEX MIKAEL",https://airx.llc/,HVAC,"AirX LLC provides a range of commercial HVAC services, focusing on making businesses more comfortable.","HVAC Design, HVAC Installation, HVAC Repair, HVAC Maintenance",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:27:48.433814,,2025-07-31 19:40:29.779733
AIRX LLC,AIRXLL*780J6,ELECTRICAL CONTRACTOR,6115 NE 88th St,,Vancouver,WA,98665,(360) 718-9100,"KEMPPAINEN, ALEX M",https://airx.llc/,HVAC,"AirX LLC specializes in commercial HVAC services, providing design and installation for modern heating and cooling systems.","Commercial HVAC Design, HVAC Installation, HVAC Repair, HVAC Maintenance",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:27:51.115322,,2025-07-31 19:40:29.779733
AJ'S TREE EXPERTS LLC,AJSTRTE767QF,CONSTRUCTION CONTRACTOR,110 106TH ST S,,TACOMA,WA,98444,(253) 820-1342,"BIRCHARD, ANTHONY JOSHUA",https://ajstreeexperts.com,Landscaping,"AJ's Tree Experts, LLC offers expert tree removal, pruning, stump grinding, and emergency services in Pierce County. Trust our reliable, licensed team for all your tree care needs.","Tree removal, Pruning, Stump grinding, Emergency tree services",1.00,,1.00,,completed,approved_download,2025-07-31 20:28:07.437620,,2025-07-31 19:40:29.779733
AL'S ELECTRIC & PLUMBING INC,ALSELEP785M8,PLUMBING CONTRACTOR,302 HAWLEY ST,,LYNDEN,WA,98264,(360) 354-2187,"HAAK, ALLEN J",https://www.alselectricandplumbing.com/,Plumbing,"Al's Electric & Plumbing Inc. is a family-owned and operated business serving Whatcom County since 1969, specializing in plumbing and electrical services.","New construction, Remodels, General service/maintenance work, Water heaters",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:29:17.375780,,2025-07-31 19:40:29.906361
AL'S ELECTRIC & PLUMBING INC,ALSELPI003BK,ELECTRICAL CONTRACTOR,302 HAWLEY ST,,LYNDEN,WA,98264,(360) 354-2187,"HAAK, ALLEN J",https://www.alselectricandplumbing.com/,Plumbing,"Al's Electric and Plumbing is a family-owned business serving Whatcom County since 1969, specializing in electrical and plumbing services.","New construction, Remodels, General service/maintenance work, Water heaters",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:29:19.959393,,2025-07-31 19:40:29.906361
AL'S ELECTRIC & PLUMBING INC,ALSELPI011R9,CONSTRUCTION CONTRACTOR,302 HAWLEY ST,,LYNDEN,WA,98264,(360) 354-2187,"HAAK, ALLEN J",https://www.alselectricandplumbing.com/,Plumbing,"Al's Electric & Plumbing Inc. is a family-owned and operated business serving Whatcom County since 1969, specializing in electrical and plumbing services.","New construction, Remodels, General service/maintenance work, Water heaters",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:29:23.077443,,2025-07-31 19:40:29.906361
ALBRECHT BIRKENBUEL INC,ALBREBI096RO,CONSTRUCTION CONTRACTOR,20124 BROADWAY AVE STE B-102,,SNOHOMISH,WA,98296,(360) 668-8555,"ALBRECHT, JAY RICHARD",https://www.procore.com/network/p/albrecht-birkenbuel-inc-abi-snohomish,Concrete,"Albrecht Birkenbuel, Inc. (ABI) is a specialty contractor based in Snohomish, WA, specializing in concrete construction for various market sectors.","Concrete Construction, Structural Concrete, Commercial Concrete Services, Residential Concrete Services",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:30:43.856948,,2025-07-31 19:40:29.906361
ALCO ELECTRIC LLC,ALCOEEL800P7,ELECTRICAL CONTRACTOR,5724 NW 144TH CIR,,VANCOUVER,WA,98685,(360) 946-1307,"ALEXANDER, BRIAN F",https://www.procore.com/network/p/alco-electric-llc-vancouver,Electrical,"ALCO ELECTRIC LLC is a dedicated electrical contractor based in Vancouver, WA, specializing in various electrical services.","Electrical Design and Engineering, Electrical Power Generation, Electrical Utilities, High and Medium Voltage Distribution",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:31:03.519837,,2025-07-31 19:40:29.906361
ALDERGROVE EARTHWORKS LLC,ALDEREL797DN,CONSTRUCTION CONTRACTOR,2248 ALDERGROVE RD,,FERNDALE,WA,98248,(360) 820-1879,"LORENZ, CALVIN WILLIAM",https://www.whatcomlocal.com/l/ferndale-wa/excavating-contractors,Excavating,"Aldergrove Earthworks LLC specializes in excavating services in Ferndale, WA.","Excavation, Land Clearing, Site Preparation, Grading",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:31:24.090823,,2025-07-31 19:40:29.906361
ALDERWOOD BUILDERS LLC,ALDERBL846JM,CONSTRUCTION CONTRACTOR,3415 James St,,BELLINGHAM,WA,98226,(360) 746-2511,"McAuley, Scott Dean",https://www.alderwoodbuildersllc.com/,Kitchen & Bath,"A Veteran owned, Bellingham based general contractor specializing in custom residential remodeling, particularly remodels and additions.","Residential Remodeling, Home Additions, Custom Renovations",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:31:29.751620,,2025-07-31 19:40:29.906361
ALEXEI FORD DESIGN BUILD LLC,ALEXEFD792KC,CONSTRUCTION CONTRACTOR,228 E MAPLE ST,,BELLINGHAM,WA,98225,(360) 220-5452,"FORD, MARK ALEXEI",https://www.whatcomlocal.com/l/bellingham-wa/general-contractors,General Contractors,"Alexei Ford Design Build is a creative design-build firm based in Bellingham, Washington, specializing in design, construction, and remodeling with superior craftsmanship.","Design Services, Construction Services, Remodeling",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:33:07.404791,,2025-07-31 19:40:29.906361
ALFA ROOFING,ALFAR**044KA,CONSTRUCTION CONTRACTOR,24226 77TH PL W,,EDMONDS,WA,98026,(425) 673-9020,"RYBIENIK, REMIGIUSZ",https://nextdoor.com/pages/alfa-roofing-edmonds-wa/,Roofing,"Alfa Roofing is a local roofing contractor in Edmonds, WA, specializing in various roofing types with over 30 years of experience.","Composition shingles, Cedar shake roofs, PVC membranes for flat and low-sloped roofs, Free estimates",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:33:31.389697,,2025-07-31 19:40:29.906361
ALFA STRUCTURES INC,ALFASSI790CZ,CONSTRUCTION CONTRACTOR,7345 164TH AVE NE #145-511,,REDMOND,WA,98052,(425) 305-8962,"TEPPOEV, YURY",https://www.procore.com/network/p/alfa-structures-inc-redmond,Framing,"ALFA Structures Inc is a construction company based in Redmond, WA specializing in Wood Framing, Rough Carpentry, Siding, and Roofing.","Wood Framing, Rough Carpentry, Siding, Roofing",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:33:28.565523,,2025-07-31 19:40:29.906361
ALIGN ELECTRIC INC,ALIGNEI784MQ,ELECTRICAL CONTRACTOR,1420 NW GILMAN BLVD #2768,,ISSAQUAH,WA,98027,(425) 495-5325,"Kaplan, Marc Harris",https://alignelectric.com,Electrical,"Align Electric Inc is a licensed electrical contractor in East Puget Sound, WA, with over 40 years of experience, offering a range of electrical services including troubleshooting, repair, generator installation, and EV charging stations.","Troubleshooting, Electrical Repair, Generator Installation, Lighting Control, Panel Upgrades, EV Charging Stations",1.00,,1.00,,completed,approved_download,2025-07-31 20:33:59.424216,,2025-07-31 19:40:29.906361
ALL ABOUT ROOTER LLC,ALLABAR774DH,PLUMBING CONTRACTOR,P.O. BOX 5345,,SPANAWAY,WA,98387,(253) 761-6514,"MARTINEZ GARCIA, JOSE ADRIAN",https://all-about-rooter.com,Plumbing,"All About Rooter LLC is a plumbing contractor based in Spanaway, WA, providing a wide range of plumbing services for both residential and commercial clients since 1998.","Pipe installations, Clogged pipe repairs, Drain cleaning, Emergency plumbing repairs, Commercial plumbing services",1.00,,1.00,,completed,approved_download,2025-07-31 20:34:35.077174,,2025-07-31 19:40:29.906361
ALL ABOUT ROOTER LLC,ALLABAR862KW,CONSTRUCTION CONTRACTOR,P.O. box 5345,,SPANAWAY,WA,98387,(253) 761-6514,"MARTINEZ, JOSE ADRIAN",https://all-about-rooter.com,Plumbing,"All About Rooter LLC is a plumbing contractor serving the Spanaway, Washington area since 1998, providing a wide range of plumbing services including emergency repairs and installations.","Pipe installations, Drain cleaning, Emergency plumbing repair, Commercial plumbing, Residential plumbing",1.00,,1.00,,completed,approved_download,2025-07-31 20:34:38.045883,,2025-07-31 19:40:29.906361
ALL AROUND FENCING LLC,ALLARAF765RJ,CONSTRUCTION CONTRACTOR,PO Box 85,,KELSO,WA,98626,(360) 998-7536,"Jennings, Tracy Ray",https://allaroundfencing.com,Fencing,"All Around Fencing LLC specializes in a wide range of fencing solutions, including wrought iron, vinyl, chain link, wooden, and split rail fencing, serving Cowlitz County and surrounding areas.","Fence installation, Fence repair, Gate operator service calls",1.00,,1.00,,completed,approved_download,2025-07-31 20:35:37.408501,,2025-07-31 19:40:29.906361
ALL CITY ELECTRIC INC,ALLCIEI297BA,ELECTRICAL CONTRACTOR,619B NW RICHMOND BEACH RD,,SHORELINE,WA,981773121,(206) 533-6333,"LOONEY, PATRICK J",https://www.allcityelectric.biz/,Electrical,All City Electric is a family-owned electrical contracting company providing a range of electrical services for residential customers in Snohomish and King Counties.,"Electrical wiring and rewiring, Home remodeling wiring, Electrical wiring for home renovations, Tenant improvements, Retrofits, Service installations",0.85,0.75,1.00,,completed,approved_download,2025-07-31 20:36:10.162085,,2025-07-31 19:40:29.906361
ALL CITY FIREPLACE LLC,ALLCICF803NO,CONSTRUCTION CONTRACTOR,7451 172nd STREET CT E,,PUYALLUP,WA,98375,(206) 476-4434,"ZALER, SHANNEA MELISSA",https://allcityfireplace.com,Fireplace,"All City Fireplace specializes in the service and repair of natural gas fireplaces, offering a range of services including fireplace repair, installation of fireplace inserts, and dryer vent cleaning.","Fireplace Repair, Fireplace Insert Installation, Dryer Vent Cleaning",0.90,,0.90,,completed,approved_download,2025-07-31 20:36:22.281995,,2025-07-31 19:40:29.906361
ALL FLOORS AND INTERIORS LLC,ALLFLFI835DC,CONSTRUCTION CONTRACTOR,2721E MAIN AVE,,Puyallup,WA,98372,(253) 770-9999,"Mckee, Christine Marie",https://www.allfloorsinterior.com/,Flooring,"All Floors and Interiors in Puyallup, WA is a full-service flooring, cabinet, and countertop company with over 43 years in the industry, providing consultation, sales, and installation services.","Flooring installation (carpet, wood, laminate, vinyl, tile), Cabinet sales and installation, Countertop sales and installation, Kitchen and bath remodeling, Faux wood blinds installation",0.85,0.75,1.00,,completed,approved_download,2025-07-31 20:37:41.203145,,2025-07-31 19:40:30.033510
ALL GOOD SEPTIC & SEWER LLC,ALLGOGS752K7,CONSTRUCTION CONTRACTOR,25618 54TH AVE E,,GRAHAM,WA,98338,(360) 324-9982,"GOODMAN, DILLON MICHAEL",https://nextdoor.com/pages/all-good-septic-sewer-llc-graham-wa/,Plumbing,"All Good Septic & Sewer LLC offers expert septic inspections, troubleshooting, repairs, and maintenance across Pierce County, WA.","Septic inspections, Septic repairs, Septic system troubleshooting, Septic maintenance",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:38:00.353790,,2025-07-31 19:40:30.033510
ALL HEATING SERVICES,ALLHEHS763C9,CONSTRUCTION CONTRACTOR,8425 Fobes Rd,,SNOHOMISH,WA,98290,(425) 743-5000,"CYR, TOBY WILLIAM",https://allheatingservices.com/,HVAC,"All Heating is your trusted HVAC & gas fireplace contractor in the Snohomish, WA area, providing heating, cooling, and gas fireplace services.","Furnace repair and installation, Air conditioning installation and repair, Gas fireplace services, HVAC tune-ups, Indoor air quality solutions",0.85,0.75,1.00,,completed,approved_download,2025-07-31 20:37:56.881159,,2025-07-31 19:40:30.033510
ALL IN ONE FLOORS,ALLONF*992LG,CONSTRUCTION CONTRACTOR,7939 NE SAINT JOHNS ROAD,,VANCOUVER,WA,98665,(360) 852-5976,"MASON, JOHN RICHARD",https://allinonefloors.com,Flooring,"All In One Floors is a family-owned flooring contractor in Vancouver, WA, offering a wide variety of flooring products and expert installation services for both residential and commercial clients.","Flooring Sales, Flooring Installation, Estimates, Carpet Installation, Hardwood Flooring, Luxury Vinyl Tile, Countertops",1.00,,1.00,,completed,approved_download,2025-07-31 20:38:15.767968,,2025-07-31 19:40:30.033510
ALL ISLAND LOCK AND KEY,ALLISIL768KG,CONSTRUCTION CONTRACTOR,324 SE PIONEER WAY,,OAK HARBOR,WA,98277,(360) 675-7378,"DICOCHEA, CRUZ JOHN  JR",https://www.whidbeylocal.com/listing/view/47037/all-island-lock-key,Locksmithing,"All Island Lock and Key is a reputable locksmith service based in Oak Harbor, WA, specializing in both residential and commercial needs across Whidbey Island.","Lockouts, Lock changes, Key cutting, Rekeying, Safe services, Emergency locksmith services",0.81,0.75,0.90,,completed,approved_download,2025-07-31 20:38:23.750614,,2025-07-31 19:40:30.033510
