business_name,contractor_license_number,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,primary_principal_name,website_url,mailer_category,business_description,services_offered,confidence_score,website_confidence,classification_confidence,residential_focus,processing_status,review_status,last_processed,reviewed_at,created_at,exported_at,export_batch_id
ANDERSON PAINTING,ANDERP*805OB,CONSTRUCTION CONTRACTOR,16356 SE 16TH ST,,BELLEVUE,WA,98008,(425) 221-1209,,https://gregandersonpainting.com/,Painting,"The business name 'ANDERSON PAINTING' clearly indicates a focus on painting services. The website content explicitly mentions high-quality painting and drywall services, which aligns with the specific category of 'Painting'. Additionally, the mention of both residential and commercial services suggests a primary focus on homeowners, thus confirming the residential focus.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:05:45.170830,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDERSON PAINTING,ANDERP*865PG,CONSTRUCTION CONTRACTOR,14149 Springbrook Rd SE,,MONROE,WA,98272,(425) 891-7723,"LEMES, ANDERSON JOSE",https://andersonpainting.net/,Painting,"The business name 'Anderson Painting' clearly indicates a focus on painting services. The website content emphasizes both exterior and interior painting, aligning with the specific category of 'Painting'. The confidence score is high due to the clear indication of services offered and the residential focus implied by the language used.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:05:59.543269,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDERSON PLUMBING,ANDERP*929KT,CONSTRUCTION CONTRACTOR,PO BOX 1434,,MERCER ISLAND,WA,98040,(425) 644-0946,"BROCKL, REGINALD L G",https://www.andersonplumbingheatingandair.com/about-us/,Plumbing,"The business name 'Anderson Plumbing' clearly indicates a focus on plumbing services. The content mentions plumbing and HVAC systems, which aligns with the services offered. The high confidence score reflects the clear indication of plumbing as the primary service and the residential focus suggested by the membership plan for homeowners.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:06:16.122010,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDERSON ROOFING INC,ANDERRI055DA,CONSTRUCTION CONTRACTOR,PO BOX 2050,,ISSAQUAH,WA,98027,(425) 222-6569,"REISWIG, GREG BRENT",https://andersonroof.com/,Roofing,"The business name 'ANDERSON ROOFING INC' clearly indicates a focus on roofing services. The website content mentions specific roofing services such as 'New Roof', 'Roof Repair', and types of roofing materials like 'Composition Shingles', 'PVC Membrane', and 'Torch Down'. The presence of a contact number and a call to action for estimates further supports the legitimacy of the business. Additionally, the language used suggests a focus on residential services.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:07:42.468387,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDERSON TREE SERVICE INC,ANDERTS947OJ,CONSTRUCTION CONTRACTOR,PO BOX 3401,,SILVERDALE,WA,98383,(360) 692-7625,"ANDERSON, LEONARD J",https://andersontreeinc.com/,Tree Service,"The business name 'Anderson Tree Service, Inc.' directly indicates the category of 'Tree Service'. The website content mentions specific services related to tree and stump removal, as well as proper pruning, which aligns with the tree service category. Additionally, the focus on serving homeowners in the local area supports the residential focus.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:08:13.000220,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDGAR CORPORATION,ANDGAC*969M9,ELECTRICAL CONTRACTOR,PO BOX 2708,,FERNDALE,WA,98248,(360) 366-9900,"MELLAMA, GARY",https://home.andgar.com/,Heating and Cooling,"The business name 'Andgar Corporation' suggests a focus on HVAC services, which is confirmed by the website content that prominently features heating and cooling services. The presence of specific HVAC-related terms indicates a strong focus on residential services, and the overall presentation suggests a legitimate business.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:10:59.585182,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDGAR CORPORATION,ANDGAC*191O2,CONSTRUCTION CONTRACTOR,PO BOX 2708,,FERNDALE,WA,98248,(360) 366-9900,"VanLoo, Bryan Jay",https://home.andgar.com/,Heating and Cooling,"The business name 'Andgar Corporation' suggests a focus on contracting services, and the website content specifically mentions a range of HVAC services, including air conditioning and heating, which aligns with the 'Heating and Cooling' category. The presence of residential-focused services and terminology indicates a primary service to homeowners.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:10:42.172673,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDGAR CORPORATION,ANDGAC*011L5,ELECTRICAL CONTRACTOR,6920 SALASHAN PKWY A-102,PO BOX 2708,FERNDALE,WA,98248,(360) 366-9900,"Kunzman, Todd",https://home.andgar.com/,Heating and Cooling,"The business name 'Andgar Corporation' suggests a focus on HVAC services, which is confirmed by the website content that prominently features various heating and cooling services. The presence of specific keywords related to HVAC indicates a strong focus on residential services, and the overall content aligns well with the business name.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:10:27.221814,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDGAR HOME COMFORT,ANDGAHC762LC,CONSTRUCTION CONTRACTOR,Po Box 2708,,FERNDALE,WA,98248,(360) 366-9900,"KUNZMAN, TODD ANDREW",https://home.andgar.com/contact-us/,Heating and Cooling,"The business name 'Andgar Home Comfort' suggests a focus on home comfort solutions, and the website content prominently features various heating and cooling services, including air conditioning and heating installations and repairs. The presence of terms like 'HVAC' and 'Indoor Air Quality' further supports the categorization. The high confidence score reflects the clear alignment between the business name and the services offered, which are primarily residential.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:11:15.602273,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDGAR HOME COMFORT,ANDGAHC763O5,PLUMBING CONTRACTOR,PO BOX 2708,,FERNDALE,WA,98248,(360) 366-9900,"VANLOO, BRYAN JAY",https://home.andgar.com/contact-us/,Heating and Cooling,"The business name 'Andgar Home Comfort' suggests a focus on home services, particularly in heating and cooling. The website content explicitly lists various HVAC services, indicating a strong focus on residential heating and cooling solutions. The confidence score is high due to the clear alignment between the business name, the services offered, and the residential focus.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:11:29.834764,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDGAR MECHANICAL LLC,ANDGAML765OZ,ELECTRICAL CONTRACTOR,PO BOX 2708,,FERNDALE,WA,98248,(360) 366-9900,"KUNZMAN, TODD A",https://mechanical.andgar.com/contact-us,Heating and Cooling,"The business name 'Andgar Mechanical LLC' suggests a focus on mechanical contracting, which typically includes HVAC services. The content mentions 'Commercial HVAC & Plumbing Team', indicating a primary focus on commercial services rather than residential. The confidence score is high due to the clear indication of HVAC services, but the residential focus is marked as false.",,0.80,0.95,0.80,False,completed,approved_download,2025-08-04 07:11:38.030386,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDGAR MECHANICAL LLC,ANDGAML825N3,CONSTRUCTION CONTRACTOR,Po Box 2708,,FERNDALE,WA,98248,(360) 366-9900,"Kunzman, Todd A",https://mechanical.andgar.com/contact-us,Heating and Cooling,"The business name 'Andgar Mechanical LLC' suggests a focus on mechanical services, which typically includes HVAC and plumbing. The website content mentions 'Commercial HVAC & Plumbing Team', indicating they provide these services. The presence of a specific license number also supports the legitimacy of the business. The confidence score is high due to the clear indication of HVAC services, which aligns with the available categories.",,0.80,0.95,0.80,True,completed,approved_download,2025-08-04 07:11:54.662961,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDGAR MECHANICAL LLC,ANDGAML825OD,ELECTRICAL CONTRACTOR,Po Box 2708,,FERNDALE,WA,98248,(360) 366-9900,"Kunzman, Todd",https://mechanical.andgar.com/contact-us,Heating and Cooling,"The business name 'Andgar Mechanical LLC' suggests a focus on mechanical contracting, which typically includes HVAC services. The website content mentions a commercial HVAC & Plumbing team, indicating a primary focus on commercial services rather than residential. The confidence score is high due to the clear indication of HVAC services, but the residential focus is marked as false based on the content.",,0.80,0.95,0.80,False,completed,approved_download,2025-08-04 07:12:02.451455,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDGAR MECHANICAL LLC,ANDGAML796MT,PLUMBING CONTRACTOR,Po Box 2708,,FERNDALE,WA,98248,(360) 366-9900,"KUNZMAN, TODD ANDREW",https://mechanical.andgar.com/contact-us,Heating and Cooling,"The business name 'Andgar Mechanical LLC' suggests a focus on mechanical contracting, which typically includes HVAC services. The website content mentions 'commercial HVAC & Plumbing', indicating a primary focus on commercial services rather than residential. The confidence score reflects the clear indication of HVAC services, but the commercial focus lowers the residential confidence.",,0.80,0.95,0.80,False,completed,approved_download,2025-08-04 07:11:45.161168,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDRATHON ELECTRICAL LLC,ANDRAEL816DN,ELECTRICAL CONTRACTOR,4809 240TH ST E,,GRAHAM,WA,98338,(253) 820-9937,"Stantsiyer, Andrey",https://www.andrathon.com/,Electrician,"The business name 'Andrathon Electrical' clearly indicates that it operates in the electrical services sector. The content emphasizes their expertise as electricians and their commitment to integrity, which aligns with residential services. There are no indications of commercial focus, and the confidence score is high due to the clear alignment between the business name and the services offered.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:13:16.991248,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDREW GLASS LLC,ANDREGL778KB,CONSTRUCTION CONTRACTOR,2474 SW WEBSTER ST,,SEATTLE,WA,98106,(206) 743-4948,"EVENS, ANDREW BOICE",https://www.windowinstallationseattlewa.com/,Window/Door,"The business name 'Andrew Glass LLC' suggests a focus on glass-related services, and the website content specifically mentions 'Window Installation', 'Glass Replacement', and 'Skylights', which align with the 'Window/Door' category. The presence of a contact number and a clear call to action indicates a legitimate business operation. The focus on residential services is evident from the context.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:17:48.476375,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDREW'S ELECTRIC LLC,ANDREEL778DS,ELECTRICAL CONTRACTOR,27020 PACIFIC HWY S,STE A 153,KENT,WA,98032,(206) 307-0340,"MORA, ANDREW E",https://www.andrewselectricnw.com/,Electrician,"The business name 'Andrew's Electric LLC' clearly indicates it operates as an electrician. The website content mentions services related to electrical work, which aligns with the category. Additionally, the presence of a license number and the description of being licensed, bonded, and insured further supports the legitimacy of the business.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:19:52.321488,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDREW'S LANDSHAPERS,ANDREL*971PF,CONSTRUCTION CONTRACTOR,PO BOX 216,,FREELAND,WA,98249,(360) 331-4020,"DAMERAU, ANDREW",https://andrews-landshapers.edan.io/,Landscaping,"The business name 'Andrew's Landshapers' indicates a focus on landscaping services. The content mentions a selection of stone and soils, which aligns with landscaping activities. The positive reviews and contact information suggest it is a legitimate business primarily serving homeowners.",,0.80,0.95,0.80,True,completed,approved_download,2025-08-04 07:20:04.434457,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDREWS HOMES INC,ANDREHI805OS,CONSTRUCTION CONTRACTOR,5920 NW DENALI ST,,BREMERTON,WA,98312,(360) 900-8698,"ANDREWS, JARED MARK",https://www.andrewshomesinc.com/,Bathroom/Kitchen Remodel,"The website content explicitly mentions services related to bathroom and kitchen renovations, which aligns with the specific category of 'Bathroom/Kitchen Remodel'. The business name 'Andrews Homes' suggests a focus on home-related services, and the content emphasizes remodeling, indicating a residential focus.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:21:40.866875,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDROMEDA CONSTRUCTION INC,ANDROCI841O6,CONSTRUCTION CONTRACTOR,16512 SE NEWPORT WAY,,BELLEVUE,WA,98006,(425) 417-0282,"Stefaroi, Dinu",http://andromedaseattle.com/,Bathroom/Kitchen Remodel,"The website content explicitly mentions 'kitchen remodeling' as a primary service, which aligns with the available categories. The business name suggests a construction focus, and the presence of residential keywords indicates a primary focus on homeowners.",,0.80,0.95,0.80,True,completed,approved_download,2025-08-04 07:26:54.411840,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDY CONSTRUCTION,ANDYCC*883PS,CONSTRUCTION CONTRACTOR,14631 48TH PL W,,EDMONDS,WA,98026,(206) 229-1119,"KANG, BO YOUNG",https://www.andyconstructionllc.com/,Restoration Cleaning,"The business specializes in water damage restoration and related services, which aligns with the specific category of Restoration Cleaning. The content indicates a focus on residential services, and the business appears legitimate based on the provided information.",,0.80,0.95,0.80,True,completed,approved_download,2025-08-04 07:28:00.064769,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDY MARSHALL CONSTRUCTION,ANDYMC*101LF,CONSTRUCTION CONTRACTOR,7536 BAGLEY AVE N,,SEATTLE,WA,98103,(206) 313-0356,"MARSHALL, CHARLES A",https://andymarshallconstruction.com/,Decks & Patios,"The business name 'Andy Marshall Construction' suggests a construction focus, and the website content specifically mentions 'building a deck' and 'replacing deck boards', indicating a strong emphasis on deck-related services. The language used in the content is residential in nature, targeting homeowners in the Seattle area.",,0.80,0.95,0.80,True,completed,approved_download,2025-08-04 07:28:56.796709,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDY REFRIGERATION,ANDYRR*887LD,CONSTRUCTION CONTRACTOR,1830 E Smith RD,,BELLINGHAM,WA,98226,(360) 820-9801,"ZHU, YANJUN",https://www.andyrefrigeration.com/,Heating and Cooling,"The business name 'Andy Refrigeration' and the content explicitly mention HVAC services, indicating a focus on heating and cooling. The description suggests they primarily serve homeowners in the Pacific Northwest, which aligns with residential services.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:29:23.481448,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDY'S 5 STAR FLOORING,ANDYS5S767CW,CONSTRUCTION CONTRACTOR,18303 BOTHELL EVERETT HWY,STE 110,BOTHELL,WA,98012,(425) 485-5481,"MILOSEVIC, MILIVOJ",https://www.5starflooringinc.com/,Flooring,"The business name 'ANDY'S 5 STAR FLOORING' clearly indicates a focus on flooring services. The website content mentions various flooring products such as carpet, hardwood, luxury vinyl, and laminate, which aligns with the flooring category. Additionally, the business appears to serve residential customers in the Bothell area, further supporting the residential focus.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:29:51.994129,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDY'S LAWNCARE,ANDYSL*934O7,CONSTRUCTION CONTRACTOR,5056 NOON RD,,BELLINGHAM,WA,98226,(360) 223-3086,"REEVES, ANDREW JAMES",https://andyslawncare.com/,Landscaping,"The business name 'ANDY'S LAWNCARE' clearly indicates a focus on lawn care and landscaping services. The website content explicitly mentions providing landscape maintenance and lawn care services, aligning with the chosen category. Additionally, the mention of a free estimate suggests a residential focus, supporting the classification as a legitimate business.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:30:37.617287,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANDY'S TREE SERVICES INC,ANDYSTS822PQ,CONSTRUCTION CONTRACTOR,3823 E LAKE SAMMAMISH PKWY NE,,SAMMAMISH,WA,98074,(425) 890-3634,"FAY, ANDREW CHANCE",https://andystreeservicesinc.com/,Tree Service,"The business name 'ANDY'S TREE SERVICES INC' clearly indicates a focus on tree services. The website content explicitly lists various tree-related services, confirming the primary category as 'Tree Service'. Additionally, the language used suggests a focus on residential customers, enhancing the confidence in the categorization.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:31:39.382979,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANGEL FLOORS LLC,ANGELFL820Q6,CONSTRUCTION CONTRACTOR,1420 17TH ST SE,APT 421,AUBURN,WA,98002,(206) 476-1902,"ESCOBAR VASQUEZ, MIGUEL ANGEL",http://www.angelfloors.com/,Flooring,"The business name 'Angel Floors LLC' indicates a focus on flooring services. The website content mentions hardwood installation, repair, and restoration, which aligns with the flooring category. The presence of a business license and contact information supports its legitimacy. The services offered are primarily residential in nature.",,0.90,0.85,0.90,True,completed,approved_download,2025-08-04 07:33:25.938444,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANGEL'S CARPET,ANGELC*842JN,CONSTRUCTION CONTRACTOR,19403 106 AVE SE,,RENTON,WA,98055,(206) 898-6474,"MENDEZ, MARIO ALBERTO",https://angelscarpetcare.com/contact.html,Carpet Cleaning,"The business name 'Angel's Carpet' directly indicates a focus on carpet-related services. The website content mentions 'Angel's Carpet Care' and includes a section for services, which aligns with carpet cleaning. The high confidence score reflects the clear indication of the service offered and the residential focus suggested by the business name.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:34:46.532256,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANGEL'S CONCRETE LLC,ANGELCL761N6,CONSTRUCTION CONTRACTOR,521 106TH PL SW,,EVERETT,WA,98204,(425) 528-4430,"GARCIA ORDAZ, ANGEL LUIS",https://www.angelsconcretewa.com/about,Concrete,"The business name 'Angel's Concrete LLC' clearly indicates a focus on concrete services. The website content mentions specific concrete-related services such as sidewalks, curb cutting, and foundations, which aligns with the Concrete category. The presence of residential keywords and the nature of the services offered suggest a primary focus on homeowners.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:34:57.755978,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANGEL'S FLOOR COVERING,ANGELFC866Q6,CONSTRUCTION CONTRACTOR,31600 126TH AVE SE SPC 42,,AUBURN,WA,98092,(206) 631-9356,"GAMEZ LOPEZ, ANGEL H",https://www.uscflooring.com/our-trusted-retailers-listed-by-city/p-t,Flooring,"The business name 'ANGEL'S FLOOR COVERING' clearly indicates a focus on flooring services. The content mentions flooring and installation, which aligns with the specific category of Flooring. The confidence score is high due to the clear indication of services offered and the residential focus inferred from the business name.",,0.80,0.85,0.80,True,completed,approved_download,2025-08-04 07:35:39.241058,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANGELICA LANDSCAPING LLC,ANGELLL786NZ,CONSTRUCTION CONTRACTOR,951 Willow Dr,,SULTAN,WA,98294,(425) 622-4605,"Orozco Zavalza, Bianca Elizabe",https://angelicalandscapingllc.com/,Landscaping,"The business name 'Angelica Landscaping LLC' clearly indicates a focus on landscaping services. The website content emphasizes transforming outdoor spaces and provides insights on lawn care, which aligns with the landscaping category. The presence of residential-focused language suggests that the primary clientele are homeowners.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:38:20.121031,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANGELL CONSTRUCTION LLC,ANGELCL851BE,CONSTRUCTION CONTRACTOR,22325 Marine View Dr S #307,,Seattle,WA,98126,(206) 227-1958,"ANGELL, JEFFERSON ALAN",https://www.angellconstruction.com/,Bathroom/Kitchen Remodel,"The website content explicitly mentions services related to kitchen and bathroom remodels, which aligns with the available categories. The business name suggests construction services, and the focus on residential remodels indicates a primary service to homeowners.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:39:32.085742,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANGELRENOVATIONPAINT LLC,ANGELL*751DP,CONSTRUCTION CONTRACTOR,149 SW 160TH ST APT 15,,SEATTLE,WA,98166,(206) 945-9964,"ALVARADO ORELLANA, ANGEL ANTON",https://angelrenovationpaint.com/,Painting,"The business name 'Angel Renovation Paint LLC' indicates a focus on painting services. The website content explicitly mentions 'professional residential painting' and other related services, which aligns with the chosen category. The presence of residential keywords suggests a primary focus on homeowners.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:40:00.237777,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANGELS PRO PAINTING LLC,ANGELPP764KF,CONSTRUCTION CONTRACTOR,9001 138TH ST E,,PUYALLUP,WA,98373,(630) 809-0461,"GOMEZ, ANGEL CASTILLO",https://angelspropainting.com/,Painting,"The business name 'ANGELS PRO PAINTING LLC' clearly indicates a focus on painting services. The website content explicitly mentions 'Interior & Exterior painting' and 'Drywall Repair', aligning with the painting category. The high confidence score reflects the clear match between the business name, services offered, and the residential focus indicated by the content.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:41:18.841523,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANGKOR LANDSCAPE SERVICES LLC,ANGKOLS810K3,CONSTRUCTION CONTRACTOR,16255 SE 320th St,,Auburn,WA,98092,(253) 368-8633,"NUN, VUTHY",https://www.elocal.com/profile/angkor-landscape-services-llc-20249673/?cid=814,Landscaping,"The business name 'Angkor Landscape Services LLC' clearly indicates a focus on landscaping services. The website content mentions 'Lawn Care & Maintenance', which aligns with the landscaping category. The presence of a business license and contact information supports its legitimacy, and the focus on residential services is implied by the nature of landscaping.",,0.90,0.75,0.90,True,completed,approved_download,2025-08-04 07:42:15.027573,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANIMAL EVICTOR,ANIMAE*862MG,CONSTRUCTION CONTRACTOR,7539 195th Ave SW,,ROCHESTER,WA,98579,(306) 481-9067,"HOLMQUIST, MICHAEL W",https://www.animalevictor.com/tacoma-animal-control-animal-removal.html,Pest Control,"The business name 'ANIMAL EVICTOR' and the website content focus on animal removal and pest control services, indicating a specific niche in pest control. The presence of a license number also supports the legitimacy of the business. The content suggests a focus on residential services, as it mentions animal control in various locations, which typically serves homeowners.",,0.80,0.95,0.80,True,completed,approved_download,2025-08-04 07:46:12.431845,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANIUKAS,ANIUK**757B8,CONSTRUCTION CONTRACTOR,11033 SE 223RD PL,APT C,KENT,WA,98031,(253) 766-0527,"CYNCYS, ANDRIUS",https://www.scribd.com/document/83473465/Edvinas-Kaleda-Nemylimi-2008-LT-OCR,Handyman,"The business name 'ANIUKAS' does not directly indicate a specific service, but the content suggests a focus on general home improvement and maintenance, aligning with handyman services. The confidence score is high due to the presence of residential keywords and the nature of services typically offered by handyman businesses.",,0.80,0.75,0.80,True,completed,approved_download,2025-08-04 07:47:29.415846,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANK CONSTRUCTION INC,ANKCOCI922O4,CONSTRUCTION CONTRACTOR,5401 NE 25TH ST,,RENTON,WA,98059,(425) 239-0188,"KOZAK, ANDREY F",https://www.ankconstruction.com/,Bathroom/Kitchen Remodel,"The business name 'ANK Construction, Inc.' indicates a construction focus, and the website content specifically mentions kitchen and bathroom remodeling services, which are high-value residential services. The confidence score is high due to the clear description of services offered and the residential focus.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:47:52.854599,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANNA'S LOCK & KEY,ANNASLK910Q5,CONSTRUCTION CONTRACTOR,20902 67TH AVE NE #269,,ARLINGTON,WA,98223,(425) 418-8332,"FOUTS, ANNA MARIE",https://www.annaslockandkey.com/,Security Systems,"The business name 'ANNA'S LOCK & KEY' indicates a focus on locksmith services, which aligns with the 'Security Systems' category. The content mentions serving residential areas and emphasizes being licensed, bonded, and insured, suggesting legitimacy and a focus on homeowners.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:48:44.027423,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANNIE'S FIX-IT GUY LLC,ANNIEFG813KH,CONSTRUCTION CONTRACTOR,725 FIR AVE,,SULTAN,WA,98294,(360) 243-3812,"WEIDMAN, DIANA LEE",https://www.skyvalleychamber.com/directory#!biz/id/61b294c6c0eba611ed41574f,Handyman,"The business name 'ANNIE'S FIX-IT GUY LLC' suggests handyman services. Although the website content is limited, the business name aligns with the handyman category, and there are no indicators of commercial focus. The confidence score reflects the strong indication from the business name.",,0.80,0.95,0.80,True,completed,approved_download,2025-08-04 07:50:08.380829,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANOTHER PLUMBER INC,ANOTHPI044LD,CONSTRUCTION CONTRACTOR,21756 123RD AVE SE,,KENT,WA,980312344,(253) 639-0840,"LEZON, ROBERT STEWART",https://www.bandrplumbing.com/,Plumbing,"The business name 'ANOTHER PLUMBER INC' clearly indicates a focus on plumbing services. The content mentions plumbing problems and solutions, reinforcing the primary service offered. Additionally, the presence of residential keywords suggests a focus on homeowners.",,0.90,0.65,0.90,True,completed,approved_download,2025-08-04 07:50:48.342464,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANP HEATING & A/C LLC,ANPHEHC815P4,CONSTRUCTION CONTRACTOR,27001 26th Place S,,KENT,WA,980324545,(206) 359-0716,"NIKOLAIENKO, ANDRII",https://www.anpheatingandac.com/,Heating and Cooling,"The business name 'ANP Heating & A/C LLC' clearly indicates a focus on heating and cooling services. The website content lists multiple specific services related to HVAC, including furnace installation, water heater repair, and duct cleaning, which supports a high confidence in categorization. Additionally, the mention of residential services suggests a primary focus on homeowners.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:51:32.952326,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANSELMO'S LANDSCAPING LLC,ANSELLL768Q5,CONSTRUCTION CONTRACTOR,138 OAK ST UNIT A,,BREMERTON,WA,98310,(360) 649-5423,"RAMOS MORALES, ANSELMO",https://www.bizprofile.net/wa/bremerton/anselmo-s-landscaping-llc,Landscaping,"The business name 'Anselmo's Landscaping LLC' clearly indicates a focus on landscaping services. The location and active status suggest it is a legitimate business. While specific services were not detailed in the provided content, the name strongly aligns with the landscaping category, and the business likely serves homeowners.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:52:15.250248,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANTHILL LLC,ANTHIL*760KF,CONSTRUCTION CONTRACTOR,502 S DONOVAN ST,,SEATTLE,WA,98108,(425) 243-2239,"GRAY, ANTHONY M",https://www.anthillwa.com/,Handyman,"The business name 'ANTHILL LLC' does not directly indicate a specific service, but the website content emphasizes property maintenance and a range of services, aligning with handyman services. The focus on customer satisfaction and being fully licensed suggests legitimacy. The residential focus is inferred from the mention of property maintenance and routine care, which typically cater to homeowners.",,0.80,0.95,0.80,True,completed,approved_download,2025-08-04 07:56:50.739862,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANTHONY MUCK LANDSCAPING,ANTHOML784NU,CONSTRUCTION CONTRACTOR,335 N 105TH ST,UNIT C,SEATTLE,WA,98133,(206) 715-8153,"MUCK, ANTHONY RANDALL",https://sammamish-landscape.squarespace.com/our-team,Landscaping,"The business name 'ANTHONY MUCK LANDSCAPING' clearly indicates a focus on landscaping services. The content mentions the owner's extensive experience in designing and building residential landscapes, which aligns with the landscaping category. The emphasis on residential projects suggests a primary focus on homeowners, and the business appears legitimate based on the provided information.",,0.90,0.65,0.90,True,completed,approved_download,2025-08-04 07:58:00.920977,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
ANTHONY THE PLUMBER LLC,ANTHOPL782LG,PLUMBING CONTRACTOR,1201 SO BALTIMORE ST,,TACOMA,WA,98465,(253) 888-6978,"TINNEN, ANTHONY JERMAIN",https://anthonytheplumberllc.com/?site_preference=normal,Plumbing,"The business name 'Anthony the Plumber LLC' clearly indicates a focus on plumbing services. The website content emphasizes plumbing expertise and experience, aligning with the specific category of Plumbing. Additionally, the presence of a valid license ID supports the legitimacy of the business.",,0.90,0.95,0.90,True,completed,approved_download,2025-08-04 07:58:30.672316,,2025-08-02 05:26:39.446090,2025-08-07 17:07:38.560531,2
