business_name,contractor_license_number,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,primary_principal_name,website_url,mailer_category,business_description,services_offered,confidence_score,website_confidence,classification_confidence,residential_focus,processing_status,review_status,last_processed,reviewed_at,created_at
101 GENERAL CONTRACTING LLC,101GEGC810PH,CONSTRUCTION CONTRACTOR,262 HEATHER CIRCLE,,Port Angeles,WA,98362,(360) 477-6460,"BARNETT, KIMBERLY MARIE",https://101generalcontracting.com/,General Contracting,101 General Contracting specializes in manufactured home land/home projects and building permit services in the Port Angeles area.,"Groundbreaking, Land clearing, Tree removal, Septic installation, Concrete work, Utility installation, Fencing, Wells, Irrigation, Garages",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:14:42.789343,,2025-07-31 19:40:28.977388
11210 LLC,11210L*833M8,CONSTRUCTION CONTRACTOR,10608 NE 2nd St Suite 202,,BELLEVUE,WA,98004,(425) 453-8886,SU LAND INC,https://dhestatesnw.com/properties/11210-se-74th-street-newcastle-wa-us-98056-nwm2405627,Residential Construction,"11210 LLC is a construction contractor based in Bellevue, WA, specializing in residential construction projects.","General Contracting, Home Renovation, Custom Home Building",0.62,0.50,0.80,,completed,pending_review,2025-08-01 04:15:22.437459,,2025-07-31 19:40:28.977388
123 Electric Service Inc,123ELES892CP,ELECTRICAL CONTRACTOR,14725 NE 20TH ST D-12,,Bellevue,WA,98007,(425) 455-2027,"Leber, Brett",https://123electricservice.com/,Electrical,"123 Electric Service is a licensed, bonded, and insured electrical contractor based in Bellevue, WA, specializing in electrical, heating, and air conditioning repairs.","Electrical Wiring, Remodels and Additions, Panel and Sub Panel Installation, Heating Services, Air Conditioning Services, Security Systems, Troubleshooting",0.70,0.50,1.00,,completed,pending_review,2025-08-01 04:15:56.659432,,2025-07-31 19:40:28.977388
123 Electric Service Inc,123ELES877DA,CONSTRUCTION CONTRACTOR,14725 NE 20TH STREET D-12,,Bellevue,WA,98007,(425) 455-2027,"LEBER, BRETT CHARLES",https://123electricservice.com/,Electrical,"123 Electric Service is a licensed, bonded, and insured electrician based in Bellevue, WA, specializing in electrical, heating, and air conditioning repairs.","Electrical Wiring, Remodels and Additions, Panel and Sub Panel Installation, Heating Services, Air Conditioning Services, Security Systems, Troubleshooting",0.70,0.50,1.00,,completed,pending_review,2025-08-01 04:15:50.332021,,2025-07-31 19:40:28.977388
1ST AVE KITCHEN & BATH INC,1STAVAK917J9,CONSTRUCTION CONTRACTOR,2921 1ST AVE S,,SEATTLE,WA,98134,(206) 402-3582,"LI, YU MIN",http://www.firstavekb.com/,Kitchen & Bath,"1st Ave Kitchen & Bath Inc. specializes in kitchen and bathroom remodeling, offering a variety of products including countertops, tiles, and cabinets.","Kitchen Remodeling, Bathroom Remodeling, Countertop Installation, Tile Installation, Cabinet Installation",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:16:59.478549,,2025-07-31 19:40:28.977388
1ST CHOICE CONSTRUCTION INC,1STCHCC921OE,CONSTRUCTION CONTRACTOR,410 Main St,,Algona,WA,98001,(253) 569-4588,"VOLYANSKIY, VITALIY V",https://1stchoicehomeconstruction.com/,Roofing,"1st Choice Construction Inc is a roofing contractor based in Algona, WA, specializing in roof replacements, repairs, leak detection, gutters, and water damage restoration.","Roof Installation, Roof Repairs, Leak Repairs, Water Damage Restoration, Gutters",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:17:14.388327,,2025-07-31 19:40:28.977388
1ST QUALITY CONSTRUCTION,1STQUQC760OD,CONSTRUCTION CONTRACTOR,4711 S 71ST ST,,TACOMA,WA,98409,(253) 226-0045,"RAMOS-MONTOYA, LINO ALEJANDRO",https://www.procore.com/network/p/1st-quality-construction-llc-tacoma,Construction,"1st Quality Construction Llc serves the Tacoma, WA area.",,0.77,0.75,0.80,,completed,pending_review,2025-08-01 04:18:00.703193,,2025-07-31 19:40:28.977388
1UP FLOORS LLC,1UPFLFL862BU,CONSTRUCTION CONTRACTOR,PO BOX 2044,,SUMNER,WA,98390,(253) 292-6775,"MARCHEL, NICHOLAS RYAN",https://www.1upfloors.com/contact-1up/,Flooring,"1UP Floors specializes in high-quality carpet and vinyl flooring solutions for multi-family properties, offering quick installations and a 3-year warranty.","Carpet Installation, Vinyl Flooring Installation, Next-Day Installations, Warranty Support",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:18:21.896611,,2025-07-31 19:40:28.977388
2 BROTHERS CONCRETE LLC,2BROTBC780DW,CONSTRUCTION CONTRACTOR,4040 AUBURN WAY S TRLR 59,,AUBURN,WA,98092,(206) 941-8858,"ALVARADO MENDOZA, ARTURO",https://www.2brothersconcrete.org/,Concrete,"2 Brothers Concrete LLC is a family-operated business specializing in high-quality concrete services for both residential and commercial clients in Auburn, WA.","Driveways, Patios, Sidewalks, Basketball Courts, Stamped/Colored Concrete, Concrete Fire Pits, Retaining Walls, Foundations, Warehouse Floor Repair and Replacement",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:18:34.125258,,2025-07-31 19:40:28.977388
2 GUYS PLUMBING LLC,2GUYSGP786KB,PLUMBING CONTRACTOR,PO BOX 1386,,CASTLE ROCK,WA,98611,(360) 274-3453,"ELLIS, WILLIAM GIMM WANEMAH",https://plumbingjobs.com/plumbers-near-me/,Plumbing,"2 Guys Plumbing LLC provides high-quality plumbing services to the local community in Castle Rock, WA.","Residential plumbing, Emergency plumbing, Fixture installation, Pipe repair, Drain cleaning",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:18:55.693150,,2025-07-31 19:40:28.977388
2-SHEA'S PAINTING LLC,2SHEAPL937L2,CONSTRUCTION CONTRACTOR,P.O. Box 44,,TRACYTON,WA,983930044,(360) 649-3783,"SHEA, MICHAEL Allen",https://www.2sheaspainting.com/,Painting,"2-Shea's Painting & Remodeling offers a wide range of painting and remodeling services, focusing on both residential and commercial projects in the Bremerton, WA area.","Residential Painting, Commercial Painting, Interior Remodeling, Exterior Remodeling",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:19:56.173746,,2025-07-31 19:40:28.977388
20th Century Contracting,20THCCC860B4,CONSTRUCTION CONTRACTOR,2417 NE 102nd St.,,VANCOUVER,WA,98686,(360) 606-8451,"Short, Mark Leon",https://www.20thcenturyroofing.com/,Roofing,"20th Century Contracting is a family-owned business based in Vancouver, WA, specializing in roofing and general contracting services throughout Western Washington.","New Roofs, Roof Replacements, Roof Repairs, Roof Inspections, Skylight Installation, Roof Remodeling, Commercial Roofing, Residential Roofing",0.70,0.50,1.00,,completed,pending_review,2025-08-01 04:22:02.983035,,2025-07-31 19:40:28.977388
2112 HOMES LLC,2112HHL770OL,CONSTRUCTION CONTRACTOR,2112 N 149TH LANE,,SHORELINE,WA,98133,(206) 327-1925,"WINSTANLEY, MATTHEW",https://www.2112homes.com/,Handyman,"2112 Homes LLC offers licensed home inspection and handyman services in the greater Seattle area, focusing on both new home inspections and home upgrades.","Home Inspection, Handyman Services, Construction Consulting",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:22:16.944831,,2025-07-31 19:40:28.977388
24/7 SPEEDY LOCKSMITH LLC,247SPSL768N3,CONSTRUCTION CONTRACTOR,3620 163RD AVE SE,,BELLEVUE,WA,98008,(425) 400-6883,"ALMALYCH, RON",https://247speedylocksmithllc.com/,Locksmithing,"24/7 Speedy Locksmith offers fast and reliable locksmith services, including emergency lockout assistance, new lock installation, key cutting, and more.","Emergency Lockout Assistance, Lock Installation, Key Cutting, Rekeying Services, Lock Repair, Security System Installation, Master Key Systems",0.70,0.50,1.00,,completed,pending_review,2025-08-01 04:23:41.283874,,2025-07-31 19:40:28.977388
24RESTECH LLC,24RESL*839OA,CONSTRUCTION CONTRACTOR,922 Valley Ave NW,Unit 107,Puyallup,WA,98371,(253) 238-0838,"ROESCH, MICHAEL LANE",https://www.24restech.com/,Water Damage Restoration,"24ResTech LLC is a Puyallup-based emergency water and fire damage restoration company, providing 24/7 services for residential and commercial properties.","Water Damage Restoration, Fire Damage Restoration, Mold Removal, Asbestos Abatement, Biohazard Cleanup, Wind Damage Restoration, Emergency Plumbing, Pack Out Services, Contents Cleaning and Textile Restoration",0.70,0.50,1.00,,completed,pending_review,2025-08-01 04:24:17.178589,,2025-07-31 19:40:28.977388
2A2SERVICES LLC,2A2SEL*771PC,CONSTRUCTION CONTRACTOR,2A2SERVICES LLC Regus Renton Triton Towers Three,707 S Grady Way,Renton,WA,98057,(253) 666-8687,"TUATOO, JAMES",https://www.2a2servicesllc.com/,Handyman,"2A2SERVICES LLC provides comprehensive property maintenance and handyman services, focusing on both residential and commercial clients in Renton, WA.","Property Maintenance, Handyman Services, Janitorial Cleaning",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:24:59.833390,,2025-07-31 19:40:28.977388
2BELLAS LANDSCAPING SVCS LLC,2BELLLS774CL,CONSTRUCTION CONTRACTOR,1017 180th St SW,,LYNNWOOD,WA,98037,(206) 519-1298,"Arevalo Alas, Edinson",https://local.yahoo.com/info-215943937-2-bellas-landscaping-services-everett,Landscaping,"2Bellas Landscaping Services LLC is a full-service, experienced landscaping company serving customers in Everett and the surrounding communities.","Lawn Mowing, Trimming, Gardening, Landscaping Design, Sod Installation",0.60,0.40,0.90,,completed,pending_review,2025-08-01 04:25:10.123184,,2025-07-31 19:40:28.977388
2ND STORY CONSTRUCTION INC,2NDSTCI940JA,CONSTRUCTION CONTRACTOR,3904 Spur Ridge Lane #101,,BELLINGHAM,WA,98226,(360) 734-1515,"SHERWIN, GORDON JAMES",https://www.2ndstoryinc.com/,Kitchen & Bath,"Bellingham, WA remodel contractor specializing in quality craftsmanship, focusing on kitchens, bathrooms, custom cabinetry, millwork, decks, and outdoor living spaces.","Kitchen remodels, Bathroom remodels, Custom cabinetry, Millwork, Deck construction, Outdoor living spaces",0.60,0.40,0.90,,completed,pending_review,2025-08-01 04:25:37.650433,,2025-07-31 19:40:28.977388
3-D ROOF SYSTEMS LLC,3DROOSL982CJ,CONSTRUCTION CONTRACTOR,PO BOX 330,,LYNNWOOD,WA,980460330,(425) 775-0232,"KATHOL, DUSTIN ROBERT",http://3-droofsystems.com/,Roofing,"3-D Roof Systems LLC is a full-service roofing contractor specializing in roofing, drainage systems, and architectural design, serving both residential and commercial clients.","Roof installation, Roof repair, Roof coating, Drainage system design, Annual inspection and cleaning",0.70,0.50,1.00,,completed,pending_review,2025-08-01 04:29:38.479576,,2025-07-31 19:40:28.977388
316 INSULATION LLC,316INIL832PK,CONSTRUCTION CONTRACTOR,Mailing Address,847 Blake St.,ENUMCLAW,WA,98022,(253) 332-7606,"SPIES, KENT DOUGLAS",https://316insulationservices.com/,Insulation,"316 Insulation LLC is a family-owned and operated insulation company offering solutions for attics, crawl spaces, and spray foam insulation in Enumclaw, WA, and surrounding areas. They focus on improving energy efficiency in homes and businesses.","Attic Insulation, Crawl Space Insulation, Spray Foam Insulation, Insulation Assessments",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:29:49.336950,,2025-07-31 19:40:28.977388
360 BUILDER INC,360BUBI779KE,CONSTRUCTION CONTRACTOR,521 WILCOX LN,,SEQUIM,WA,98382,(360) 670-1630,"LEWIS, JOSEPH ALLEN",https://business.sequimchamber.com/list/ql/home-construction-building-48,General Contractor,"360 Builder Inc is a construction contractor based in Sequim, WA, providing a range of building and renovation services.",,0.62,0.50,0.80,,completed,pending_review,2025-08-01 04:30:19.522791,,2025-07-31 19:40:28.977388
360 PLUMBING + LLC,360PLPL887PJ,CONSTRUCTION CONTRACTOR,211 SE 252ND AVE,,CAMAS,WA,98607,(360) 931-8868,"LOPEZ MARTINEZ, EDUARDO A",https://raysplumbing.com/contact/,Plumbing,"360 Plumbing Plus is a full-service plumbing agency based in Camas, Washington, providing a range of plumbing services.","Plumbing Repairs, Drain Cleaning, Water Heater Service, Leak Detection, Sewer Line Repair, Water Line Repair",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:31:57.339152,,2025-07-31 19:40:28.977388
3DSD CONSTRUCTION LLC,3DSDCCL770BK,CONSTRUCTION CONTRACTOR,1514 Arrowhead Rd.,,Camano Island,WA,98282,(425) 210-4175,"ISRAEL, NOAH",https://3dsd.org/about-us/,Concrete,"3DSD Construction LLC specializes in sustainable building solutions utilizing 3D printing and high-performance concrete mixes, focusing on transforming industrial waste into new building materials.","Full Home Remodel, Custom Timberframe Homes, Sustainable Building Solutions",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:34:00.232743,,2025-07-31 19:40:28.977388
4 BROTHERS HOME,4BROTBH785DM,CONSTRUCTION CONTRACTOR,1708 SWEET ST,,TACOMA,WA,98404,(253) 906-0134,"NGUYEN, THANH XUAN",https://scottfuneralhometacoma.com/laffette-tarae-battle/,Handyman,"4 Brothers Home is a construction contractor based in Tacoma, WA, offering a range of home repair and improvement services.",,0.62,0.50,0.80,,completed,pending_review,2025-08-01 04:35:38.134739,,2025-07-31 19:40:28.977388
4 GEN CONTRACTORS LLC,4GENCGC761DH,CONSTRUCTION CONTRACTOR,23710 NE STATE RTE 3,UNIT A,BELFAIR,WA,98528,(360) 649-5386,"LINCOLN, CHRISTOPHER THOMAS",https://business.kitsapbuilds.com/list/member/4-gen-contractors-llc-41480,Excavation,"4 Gen Contractors LLC specializes in custom homes, full remodels, shoreline protection, decks, and hardscapes across Mason, Kitsap, and Pierce Counties, WA.","Bulkhead & Retaining Wall, Basement/Crawlspace Waterproofing, Builder New Construction, Carpentry/Finish Work, Concrete/Construction, Excavation Services/Land Clearing/Site Preparation, Remodeler Commercial, Remodeler Residential, Remodeler Restoration/Preservation",0.79,0.75,0.85,,completed,pending_review,2025-08-01 04:35:52.987677,,2025-07-31 19:40:28.977388
4 SEASONS ELEC PLBG HTG  & AIR,4SEASSE767O3,CONSTRUCTION CONTRACTOR,2320 135TH ST SE,,MILL CREEK,WA,98012,(425) 595-0520,"FOX, CRYSTAL CHARLENE",https://4seasonssvcs.com/,HVAC,"4 Seasons Electric Plumbing Heating & Air provides exceptional electric, plumbing, heating, and air conditioning services to homeowners in Mill Creek, WA, and surrounding areas.","HVAC Service, HVAC Installations, HVAC Repairs, Plumbing Services, Panel Upgrades and Maintenance, Electrical Services",0.64,0.40,1.00,,completed,pending_review,2025-08-01 04:36:36.930632,,2025-07-31 19:40:28.977388
4 SEASONS ELEC PLBG HTG & AIR,4SEASSE764Q2,ELECTRICAL CONTRACTOR,2320 135TH ST SE,,MILL CREEK,WA,98012,(425) 595-0520,"FOX, CRYSTAL C",https://4seasonssvcs.com/,Electrical,"4 Seasons Electric Plumbing Heating & Air provides exceptional electric, plumbing, heating, and air conditioning services to homeowners in Mill Creek, WA, and surrounding areas.","HVAC Service, HVAC Installations, HVAC Repairs, Plumbing Services, Panel Upgrades and Maintenance, Electrical Services",0.60,0.40,0.90,,completed,pending_review,2025-08-01 04:36:41.192135,,2025-07-31 19:40:28.977388
4 SEASONS EXTERIORS LLC,4SEASSE805BM,CONSTRUCTION CONTRACTOR,20537 SE 272nd St,,KENT,WA,98042,(253) 736-4578,"Mejia Aguas, Benjamin",https://www.instantroofer.com/washington-roof-replacement-cost/kent/,Roofing,"4 Seasons Exteriors LLC is a family-owned business dedicated to transforming homes in Kent, Washington, with a focus on quality and craftsmanship.","Siding installation, Roof replacement, Home exterior renovations",0.79,0.75,0.85,,completed,pending_review,2025-08-01 04:36:51.267333,,2025-07-31 19:40:28.977388
4 SEASONS JUNK REMOVAL LLC,4SEASSJ769OR,CONSTRUCTION CONTRACTOR,11107 NE 125 TH LN,F 321,KIRKLAND,WA,98034,(206) 939-9995,"CHERNIKOV, DMITRY",https://4seasonsjunk.com/,Junk Removal,"4 Seasons Junk Removal LLC provides fast and affordable junk removal and demolition services in the Seattle Metro area, focusing on both residential and commercial clients.","Junk Removal, Demolition, Garage Cleanouts, Furniture Removal, Commercial Junk Hauling, Property Cleanup",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:36:59.297954,,2025-07-31 19:40:28.977388
4 SEASONS LANDSCAPING LLC,4SEASSL831OL,CONSTRUCTION CONTRACTOR,7615 NE 122nd Ave,,VANCOUVER,WA,98682,(360) 721-0666,"LOPEZ LOPEZ, SARA MILCA",https://4seasonslandscapingwa.com/,Landscaping,"4 Seasons Landscaping LLC is a family-owned landscaping company based in Vancouver, WA, offering a range of services including landscape design, hardscaping, and maintenance.","Landscape Design, Hardscaping, Lawn Maintenance, Sprinkler Installation, Deck Building & Fencing",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:37:04.454734,,2025-07-31 19:40:28.977388
4 SIGHT SEPTIC INC,4SIGHSS933DA,CONSTRUCTION CONTRACTOR,12055 BANNER RD SE,,OLALLA,WA,98359,(360) 710-0296,"LEA, NATHANAEL E",https://www.4sightseptic.com/septic-maintenance,Plumbing,"4 Sight Septic Inc is a family-owned business with over 12 years of experience providing quality septic system services in Olalla, WA.","Septic System Maintenance, Septic Repairs, Drain Field Camera Scoping, Real Estate Inspections",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:37:19.414460,,2025-07-31 19:40:28.977388
4-J CONSTRUCTION,4JCON**046N2,CONSTRUCTION CONTRACTOR,3020 GRAVELLY BEACH LOOP NW,,OLYMPIA,WA,98502,(360) 951-9387,"O'HARA, JUSTIN",https://fourjconstruction.net/,Decks,"4-J Construction specializes in deck construction and remodeling services, focusing on customer satisfaction and timely project completion.","General Construction, Additions, Decks, Residential and Commercial",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:37:36.262927,,2025-07-31 19:40:28.977388
410 QUARRY LLC,410QUQL761PC,CONSTRUCTION CONTRACTOR,PO BOX 1043,,ENUMCLAW,WA,98022,(253) 329-2694,"EUTENEIER, JILL ARLEEN",https://410landscapesupply.com/,Landscaping,"410 Quarry LLC specializes in delivering landscaping supplies such as bark, crushed rock, and topsoil to enhance outdoor living spaces.","Bark delivery, Crushed rock delivery, Topsoil delivery, Mulch delivery",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:37:49.716614,,2025-07-31 19:40:28.977388
4D INSULATION LLC,4DINSIL752CL,CONSTRUCTION CONTRACTOR,715 78TH AVE SW,STE 5,TUMWATER,WA,98501,(253) 448-9468,"ROBINSON, MICHAEL W",https://www.4thdimensioninsulation.com/contact/,Insulation,"4D Insulation LLC specializes in spray foam insulation, offering services to enhance comfort and energy efficiency in residential spaces.","Spray Foam Insulation, Open Cell Insulation, Closed Cell Insulation, Roofing Foam Systems",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:39:04.887917,,2025-07-31 19:40:29.116600
4EVERGREEN FABRICATORS LLC,4EVERFL925K9,CONSTRUCTION CONTRACTOR,1402 LAKE TAPPS PKWY E,,AUBURN,WA,98092,(253) 691-6752,"HANSEN, TRAVIS JASON",https://www.4evergreenfabricators.com/kitchen-countertops-auburn-wa,Kitchen & Bath,"4Evergreen Fabricators LLC specializes in the design, fabrication, and installation of kitchen and bathroom countertops using a variety of materials including granite, quartz, and eco-friendly options.","Kitchen Countertops, Bathroom Countertops, Countertop Materials, Custom Fabrication, Installation Services",0.61,0.42,0.90,,completed,pending_review,2025-08-01 04:39:15.255794,,2025-07-31 19:40:29.116600
4PROS WATER DAMAGE LLC,4PROSWD752KB,CONSTRUCTION CONTRACTOR,PO BOX 3041,,FEDERAL WAY,WA,98063,(206) 295-1461,"SALGADO, JUAN ORLANDO",https://4proswaterdamage.com/,Water Damage Restoration,"4Pros Water Damage LLC provides 24/7 emergency disaster restoration services, specializing in water damage, fire and smoke damage, mold removal, and more in the Seattle Metropolitan Area.","Water Damage Restoration, Fire & Smoke Damage Restoration, Mold Removal & Remediation, Crawlspace Cleanup, Sewage Cleanup, Trauma & Biohazard Cleanup",0.70,0.50,1.00,,completed,pending_review,2025-08-01 04:39:38.982689,,2025-07-31 19:40:29.116600
4TH SYSTEMS LLC,4THSYSL771C8,CONSTRUCTION CONTRACTOR,11235 26TH AVE SW,,SEATTLE,WA,98146,(425) 446-0342,"ANDERSON, COLEMAN EDWARD",https://4thsystems.com/,Electrical,"4th Systems is a leading electrical contractor in the Greater Seattle Area, specializing in a wide range of electrical services for residential, commercial, and industrial clients.","Residential Electrical Services, Commercial Electrical Services, Industrial Electrical Services, Emergency Electrical Services",0.70,0.50,1.00,,completed,pending_review,2025-08-01 04:40:39.733463,,2025-07-31 19:40:29.116600
4th Systems,4THSYS*781MA,ELECTRICAL CONTRACTOR,11235 26TH AVE SW,,SEATTLE,WA,98146,(425) 446-0342,"Anderson, Coleman E",https://4thsystems.com/,Electrical,"4th Systems is a leading electrical contractor in the Greater Seattle Area, specializing in a wide range of electrical services for residential, commercial, and industrial clients.","Residential Electrical Services, Commercial Electrical Services, Industrial Electrical Services, Emergency Electrical Services",0.70,0.50,1.00,,completed,pending_review,2025-08-01 04:40:21.432480,,2025-07-31 19:40:29.116600
5 MEN & A MOWER INC,5MENMM*861KM,CONSTRUCTION CONTRACTOR,9027 EVANSTON AVE N,,SEATTLE,WA,98103,(206) 850-0893,"SCOTT, W JAY",https://www.5menandamower.com/,Landscaping,"5 Men & A Mower is a full-service yard maintenance company specializing in year-round upkeep of residential properties in Seattle, WA.","Thatching and Aerating, Pressure Washing, Lawn Maintenance, Pruning and Hedging, Ground Cover, Lawn Installation, Clean Ups",0.70,0.50,1.00,,completed,pending_review,2025-08-01 04:41:38.828551,,2025-07-31 19:40:29.116600
5 STAR GARAGE INTERIORS,5STARSG909DT,CONSTRUCTION CONTRACTOR,404 PRIEST POINT DR NW,,TULALIP,WA,98271,(425) 387-2263,"ROMERO, CLARENCE ALLEN",https://5starfloorcoatings.com/about/,Flooring,"5 Star Garage Interiors specializes in garage organization and flooring, offering high-quality flooring solutions for both residential and commercial clients.","Garage Floor Coatings, Waterproofing, Commercial Flooring, Decorative Coatings",0.70,0.50,1.00,,completed,pending_review,2025-08-01 04:42:14.235742,,2025-07-31 19:40:29.116600
5 STAR GUTTERS AND AWNINGS,5STARSG866CK,CONSTRUCTION CONTRACTOR,PO BOX 765,,KELSO,WA,98626,(360) 577-0829,"JOHNSON, EMMETT RAY",https://www.5-starguttersandawnings.com/,Gutters,5-Star Gutters and Awnings specializes in the manufacturing and installation of seamless rain gutter systems for both residential and commercial properties.,"Gutter Installation, Gutter Repair, Gutter Cleaning, Awning Installation",0.70,0.50,1.00,,completed,pending_review,2025-08-01 04:42:19.308269,,2025-07-31 19:40:29.116600
5 STAR WINDOW CLEANING LLC,5STARSW819NT,CONSTRUCTION CONTRACTOR,31600 126TH AVE SE  SPC 117,,AUBURN,WA,98092,(206) 747-1382,"CARMONA HERNANDEZ, PAULINO",https://www.5star-windows.com/,Windows & Doors,"5 Star Window Cleaning LLC offers professional window cleaning services for both residential and commercial clients in Auburn, WA, including high-rise buildings and additional services like gutter and roof cleaning.","Residential window cleaning, Commercial window cleaning, High-rise window washing, Gutter cleaning, Roof cleaning, Pressure washing",0.70,0.50,1.00,,completed,pending_review,2025-08-01 04:43:04.865860,,2025-07-31 19:40:29.116600
5 YARD LINE LLC,5YARDYL814RD,CONSTRUCTION CONTRACTOR,8935 Homestead Ave NE,,Lacey,WA,98516,(360) 789-2629,"Biscay, Ryder James",https://www.5yardline.com/,Excavation,"5 Yard Line LLC specializes in delivering small loads of sand, gravel, bark, and soil, as well as excavation and grading services in Thurston County, WA.","Dump Truck Delivery, Excavation, Grading, Site Preparation, Land Clearing",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:43:38.310824,,2025-07-31 19:40:29.116600
519 DESIGN BUILD LLC,519DEDB837KK,CONSTRUCTION CONTRACTOR,136 LAUREL STREET,,WALLA WALLA,WA,99362,(253) 261-5142,"Lachappelle, Nikki Lynn B",https://web.hbatc.com/Remodeling-Contractor/519-Design-Build-LLC-3905,Kitchen & Bath,"519 Design Build LLC specializes in quality new construction and remodeling, focusing on kitchens and baths.","New Construction, Remodeling, Kitchen Remodeling, Bathroom Remodeling",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:43:54.451857,,2025-07-31 19:40:29.116600
5K ELECTRIC LLC,5KELEEL770MO,ELECTRICAL CONTRACTOR,805 176TH ST S,,SPANAWAY,WA,98387,(253) 507-6306,"KLEMETSON, ROBERT MICHAEL LEE",https://www.5kelectricpnw.com/,Electrical,"5K Electric LLC is a family-owned electrical contractor based in Spanaway, WA, specializing in residential and commercial electrical services, including panel upgrades and Tesla charger installations.","Residential Electrical Services, Commercial Electrical Services, Electrical Upgrades and Installations, Generator Installation and Maintenance, Electrical Safety Inspections",0.70,0.50,1.00,,completed,pending_review,2025-08-01 04:44:11.323171,,2025-07-31 19:40:29.116600
7 BRIDGES CONSTRUCTION LLC,7BRIDBC888QF,CONSTRUCTION CONTRACTOR,22829 FRANKLIN RD,,MOUNT VERNON,WA,98273,(360) 391-3983,"PROUTY, SEAN PAUL",https://7bridgesconstruction.com/,Handyman,"7 Bridges Construction LLC specializes in new construction, remodeling, and handyman services, focusing on quality workmanship and customer satisfaction.","New Construction, Remodeling, Handyman Services, Deck Repair and Installation, Window Installation, Door Repair and Installation",0.79,0.75,0.85,,completed,pending_review,2025-08-01 04:44:42.248276,,2025-07-31 19:40:29.116600
7K CONSTRUCTION & REMODEL LLC,7KCONCR760JZ,CONSTRUCTION CONTRACTOR,3912 125TH ST NW,,GIG HARBOR,WA,98332,(253) 228-4293,"CHETH, KAHL SAVEN",https://7k-construction.com/,Remodeling,"7K Construction & Remodel LLC specializes in expert construction services for custom homes and remodels, focusing on creating a family-like environment.","Design and Planning, Project Management, Construction, Post-Construction Maintenance",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:45:46.767757,,2025-07-31 19:40:29.116600
88 WALLS LLC,88WALWL768J5,CONSTRUCTION CONTRACTOR,5506 180TH ST SE,APT B,BOTHELL,WA,98012,(425) 382-9402,"SIDHU, SIMRAN SINGH",https://reviews.birdeye.com/88-walls-llc-172509199696851,Landscaping,"88 Walls LLC is your premier choice for breathtaking outdoor spaces. Our expert team specializes in crafting exquisite retaining walls, inviting patios, and elegant steps.","Retaining wall construction, Patio installation, Driveway construction, Walkway construction, Fence installation, Deck building, Pergola construction, Landscape lighting",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:46:04.236776,,2025-07-31 19:40:29.116600
911 HANDYMAN SERVICES,911HAHS775DC,CONSTRUCTION CONTRACTOR,7112 83RD ST CT E,,PUYALLUP,WA,98371,(253) 331-3837,"FINLEY, ANDREW SHANE",https://911handymanservice.com/contact-us,Handyman,"911 Handyman Service offers quality craftsmanship and dependable home repairs in Puyallup, WA.","Home repairs, Remodeling, Custom projects, Emergency services",0.60,0.40,0.90,,completed,pending_review,2025-08-01 04:46:18.282007,,2025-07-31 19:40:29.116600
A & B PLUMBING & DRAIN LLC,BPLUMBP780QM,PLUMBING CONTRACTOR,13610 108TH AVE CT E,,PUYALLUP,WA,98374,(253) 797-7735,"ARMIN, AMAN",https://www.abplumbinganddrain.com/,Plumbing,"A&B Plumbing and Drain is a reliable plumbing service provider in Puyallup, WA, offering 24/7 emergency plumbing solutions for both residential and commercial clients.","Drain Cleaning & Repairs, Commercial Plumbing, Residential Plumbing Services",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:48:34.486387,,2025-07-31 19:40:29.116600
A & C GLASS,CGLASCG953O3,CONSTRUCTION CONTRACTOR,19628 144th Ave NE SUITE C,,WOODINVILLE,WA,98072,(425) 489-4050,"JAMES, CHRISTINE A",http://aandcglass.com/,Windows & Doors,"A & C Glass is a commercial glass company serving the Puget Sound area in Washington state, specializing in glass installation, repair, and replacement for commercial properties.","New Installations, Replacements, Repairs, Window Leak Repairs, Window Coating",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:48:49.792452,,2025-07-31 19:40:29.116600
