id,business_name,contractor_license_number,contractor_license_type_code,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,license_effective_date,license_expiration_date,business_type_code,business_type_code_desc,specialty_code1,specialty_code1_desc,specialty_code2,specialty_code2_desc,ubi,primary_principal_name,status_code,contractor_license_status,contractor_license_suspend_date,is_home_contractor,mailer_category,priority_category,website_url,website_status,business_description,tagline,established_year,years_in_business,services_offered,service_categories,specializations,website_email,website_phone,physical_address,residential_focus,commercial_focus,emergency_services,free_estimates,warranty_offered,confidence_score,classification_confidence,website_confidence,processing_status,last_processed,manual_review_needed,manual_review_reason,review_status,reviewed_by,reviewed_at,address_line_1,zip_code
2055,A LA MODE LAWN LLC,,,CONSTRUCTION CONTRACTOR,,,PASCO,WA,,(509) 405-4686,,,,,,,,,,,,,,True,General Contractor,,https://www.alamodelawnllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:54:05,,,,,,,
2058,A LEVEL ABOVE DRYW & PNTG LLC,,,CONSTRUCTION CONTRACTOR,,,Silverdale,WA,,(360) 471-8463,,,,,,,,,,,,,,True,General Contractor,,https://www.alevelabovedrywandpn.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:54:07,,,,,,,
2059,A LIFE WITH TREES LLC,,,CONSTRUCTION CONTRACTOR,,,HOOD RIVER,OR,,(541) 806-2333,,,,,,,,,,,,,,True,General Contractor,,https://www.alifewithtreesllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:54:07,,,,,,,
2064,A LINE PAVING LLC,,,CONSTRUCTION CONTRACTOR,,,YAKIMA,WA,,(509) 834-9899,,,,,,,,,,,,,,True,General Contractor,,https://www.alinepavingllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:54:08,,,,,,,
2065,"A LINK CONSTRUCTION, LLC",,,CONSTRUCTION CONTRACTOR,,,HOQUIAM,WA,,(253) 203-4438,,,,,,,,,,,,,,True,General Contractor,,"https://www.alinkconstruction,ll.com",,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:54:08,,,,,,,
2071,A M A METAL DESIGN LLC,,,CONSTRUCTION CONTRACTOR,,,AUBURN,WA,,(253) 929-6707,,,,,,,,,,,,,,True,General Contractor,,https://www.amametaldesignllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:54:10,,,,,,,
2088,A MAN & A TRUCK LLC,,,CONSTRUCTION CONTRACTOR,,,Mead,WA,,(509) 319-7126,,,,,,,,,,,,,,True,General Contractor,,https://www.amanandatruckllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:54:16,,,,,,,
2089,A MAN HANDY GABRIEL,,,CONSTRUCTION CONTRACTOR,,,LEAVENWORTH,WA,,(509) 423-1712,,,,,,,,,,,,,,True,General Contractor,,https://www.amanhandygabriel.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:54:16,,,,,,,
2096,A MILLICAN CRANE SERVICE INC,,,CONSTRUCTION CONTRACTOR,,,POULSBO,WA,,(360) 779-6723,,,,,,,,,,,,,,True,General Contractor,,https://www.amillicancraneservic.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:54:17,,,,,,,
2097,A MORRISON GARDEN LLC,,,CONSTRUCTION CONTRACTOR,,,TACOMA,WA,,(253) 304-7803,,,,,,,,,,,,,,True,General Contractor,,https://www.amorrisongardenllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:54:19,,,,,,,
2102,A N K EXCAVATION LLC,,,CONSTRUCTION CONTRACTOR,,,College Place,WA,,(509) 540-4185,,,,,,,,,,,,,,True,General Contractor,,https://www.ankexcavationllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:54:20,,,,,,,
1922,A Frame Roof Repair,,,CONSTRUCTION CONTRACTOR,,,LAKEWOOD,WA,,(253) 208-6616,,,,,,,,,,,,,,True,Roofing,,https://www.aframeroofrepair.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:26,,,,,,,
1914,A FINE TOUCH,,,CONSTRUCTION CONTRACTOR,,,LONG BEACH,WA,,(607) 437-3890,,,,,,,,,,,,,,True,General Contractor,,https://www.afinetouch.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:23,,,,,,,
1913,A FINE SERVICE COMPANY,,,CONSTRUCTION CONTRACTOR,,,MOUNT VERNON,WA,,(360) 848-8683,,,,,,,,,,,,,,True,General Contractor,,https://www.afineservicecompany.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:23,,,,,,,
1750,A B  CONTRACTING AND DEV LLC,,,CONSTRUCTION CONTRACTOR,,,AUBURN,WA,,(253) 273-2735,,,,,,,,,,,,,,True,General Contractor,,https://www.abcontractinganddevl.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:33,,,,,,,
1732,A ADVANCED EXCAVATING LLC,,,CONSTRUCTION CONTRACTOR,,,AUBURN,WA,,(253) 334-5310,,,,,,,,,,,,,,True,General Contractor,,https://www.aadvancedexcavatingl.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:28,,,,,,,
1737,A AMERICAN GENERAL CONTRACTOR,,,CONSTRUCTION CONTRACTOR,,,EAST WENATCHEE,WA,,(509) 387-5250,,,,,,,,,,,,,,True,General Contractor,,https://www.aamericangeneralcont.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:30,,,,,,,
1738,A AMERICAN WATER DAMAGE LLC,,,CONSTRUCTION CONTRACTOR,,,EDMONDS,WA,,(509) 800-7940,,,,,,,,,,,,,,True,General Contractor,,https://www.aamericanwaterdamage.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:30,,,,,,,
1740,A AND A FENCING INC,,,CONSTRUCTION CONTRACTOR,,,SUMNER,WA,,(206) 571-7538,,,,,,,,,,,,,,True,General Contractor,,https://www.aandafencinginc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:30,,,,,,,
1741,A AND H LANDSCAPING LLC,,,CONSTRUCTION CONTRACTOR,,,PASCO,WA,,(509) 366-6046,,,,,,,,,,,,,,True,General Contractor,,https://www.aandhlandscapingllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:31,,,,,,,
1742,A AND M KLEINSASSER LLC,,,CONSTRUCTION CONTRACTOR,,,TACOMA,WA,,(206) 218-4261,,,,,,,,,,,,,,True,General Contractor,,https://www.aandmkleinsasserllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:31,,,,,,,
1746,A AND V FRAMING,,,CONSTRUCTION CONTRACTOR,,,TACOMA,WA,,(253) 324-1895,,,,,,,,,,,,,,True,General Contractor,,https://www.aandvframing.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:33,,,,,,,
1747,A AUSTIN'S SEPTIC COMPANY,,,CONSTRUCTION CONTRACTOR,,,SNOHOMISH,WA,,(425) 446-1004,,,,,,,,,,,,,,True,General Contractor,,https://www.aaustin'ssepticcompa.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:33,,,,,,,
1748,A AUSTIN'S SEPTIC COMPANY LLC,,,CONSTRUCTION CONTRACTOR,,,SNOHOMISH,WA,,(425) 446-1004,,,,,,,,,,,,,,True,General Contractor,,https://www.aaustin'ssepticcompa.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:33,,,,,,,
1756,A B FLOORS LLC,,,CONSTRUCTION CONTRACTOR,,,KENT,WA,,(206) 240-1614,,,,,,,,,,,,,,True,Flooring,,https://www.abfloorsllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:36,,,,,,,
1912,A FINE HOMES,,,CONSTRUCTION CONTRACTOR,,,COEUR D ALENE,ID,,(208) 620-9041,,,,,,,,,,,,,,True,General Contractor,,https://www.afinehomes.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:23,,,,,,,
1759,A B HOME SERVICES LLC,,,CONSTRUCTION CONTRACTOR,,,EVERETT,WA,,(425) 231-2012,,,,,,,,,,,,,,True,General Contractor,,https://www.abhomeservicesllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:36,,,,,,,
1770,A B TILE,,,CONSTRUCTION CONTRACTOR,,,MARYSVILLE,WA,,(425) 232-7570,,,,,,,,,,,,,,True,General Contractor,,https://www.abtile.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:39,,,,,,,
1771,A B TILE,,,CONSTRUCTION CONTRACTOR,,,EVERETT,WA,,(425) 232-4223,,,,,,,,,,,,,,True,General Contractor,,https://www.abtile.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:41,,,,,,,
1774,A BEAUTIFUL TREE SERVICE LLC,,,CONSTRUCTION CONTRACTOR,,,LOS MOLINOS,CA,,(530) 720-3671,,,,,,,,,,,,,,True,General Contractor,,https://www.abeautifultreeservic.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:41,,,,,,,
1776,A Beautiful View,,,CONSTRUCTION CONTRACTOR,,,SPANAWAY,WA,,(253) 448-2699,,,,,,,,,,,,,,True,General Contractor,,https://www.abeautifulview.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:42,,,,,,,
1778,A BETTER BACKFLOW LLC,,,CONSTRUCTION CONTRACTOR,,,NINE MILE FALLS,WA,,(509) 440-8271,,,,,,,,,,,,,,True,General Contractor,,https://www.abetterbackflowllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:42,,,,,,,
1784,A Better Crawl INC,,,CONSTRUCTION CONTRACTOR,,,BREMERTON,WA,,(360) 434-4222,,,,,,,,,,,,,,True,General Contractor,,https://www.abettercrawlinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:44,,,,,,,
1787,A BETTER GLASS SHOP INC,,,CONSTRUCTION CONTRACTOR,,,CLACKAMAS,OR,,(503) 656-2899,,,,,,,,,,,,,,True,General Contractor,,https://www.abetterglassshopinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:45,,,,,,,
1794,A Better Home Service,,,CONSTRUCTION CONTRACTOR,,,SEDRO WOOLLEY,WA,,(360) 918-4307,,,,,,,,,,,,,,True,General Contractor,,https://www.abetterhomeservice.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:47,,,,,,,
1731,A ADVANCED,,,CONSTRUCTION CONTRACTOR,,,Marysville,WA,,(425) 443-0858,,,,,,,,,,,,,,True,General Contractor,,https://www.aadvanced.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:28,,,,,,,
1730,A Abatement Services LLC,,,CONSTRUCTION CONTRACTOR,,,AUBURN,WA,,(253) 310-2167,,,,,,,,,,,,,,True,General Contractor,,https://www.aabatementservicesll.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:27,,,,,,,
1729,A Aaeration Services,,,CONSTRUCTION CONTRACTOR,,,TRACYTON,WA,,(360) 792-0478,,,,,,,,,,,,,,True,General Contractor,,https://www.aaaerationservices.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:27,,,,,,,
1728,A AACTION LOCKSMITH,,,CONSTRUCTION CONTRACTOR,,,RENTON,WA,,(206) 713-8040,,,,,,,,,,,,,,True,General Contractor,,https://www.aaactionlocksmith.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:27,,,,,,,
1660,A & T European Builders LLC,,,CONSTRUCTION CONTRACTOR,,,SEATTLE,WA,,(206) 235-7006,,,,,,,,,,,,,,True,General Contractor,,https://www.aandteuropeanbuilder.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:06,,,,,,,
1661,A & T HOWARD & SONS LLC,,,CONSTRUCTION CONTRACTOR,,,WHITE SALMON,WA,,(509) 281-1586,,,,,,,,,,,,,,True,General Contractor,,https://www.aandthowardandsonsll.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:07,,,,,,,
1662,A & T INSTALLATION LLC,,,CONSTRUCTION CONTRACTOR,,,KENT,WA,,(425) 445-6306,,,,,,,,,,,,,,True,General Contractor,,https://www.aandtinstallationllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:07,,,,,,,
1665,A & T RFRG App. Repair LLC,,,ELECTRICAL CONTRACTOR,,,BURIEN,WA,,(206) 302-9540,,,,,,,,,,,,,,True,General Contractor,,https://www.aandtrfrgapp.repairl.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:07,,,,,,,
1672,A & W CLEANING,,,CONSTRUCTION CONTRACTOR,,,SPOKANE,WA,,(509) 325-3717,,,,,,,,,,,,,,True,General Contractor,,https://www.aandwcleaning.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:10,,,,,,,
1674,A & W EXPRESS GUTTER'S LLC,,,CONSTRUCTION CONTRACTOR,,,VANCOUVER,WA,,(360) 369-9739,,,,,,,,,,,,,,True,General Contractor,,https://www.aandwexpressgutter's.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:10,,,,,,,
1679,A & Y CONST SERVICES LLC,,,CONSTRUCTION CONTRACTOR,,,SEATTLE,WA,,(206) 531-8117,,,,,,,,,,,,,,True,General Contractor,,https://www.aandyconstservicesll.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:12,,,,,,,
1683,A & Z SERVICES INC,,,CONSTRUCTION CONTRACTOR,,,LAKEWOOD,WA,,(253) 376-1211,,,,,,,,,,,,,,True,General Contractor,,https://www.aandzservicesinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:13,,,,,,,
1688,A + CONSTRUCTION LLC,,,CONSTRUCTION CONTRACTOR,,,YAKIMA,WA,,(509) 480-8745,,,,,,,,,,,,,,True,General Contractor,,https://www.a+constructionllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:15,,,,,,,
1690,A + J MILLWORK LLC,,,CONSTRUCTION CONTRACTOR,,,SULTAN,WA,,(425) 772-3857,,,,,,,,,,,,,,True,General Contractor,,https://www.a+jmillworkllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:15,,,,,,,
1691,A + MASONRY LLC,,,CONSTRUCTION CONTRACTOR,,,Pasco,WA,,(509) 438-1697,,,,,,,,,,,,,,True,General Contractor,,https://www.a+masonryllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:16,,,,,,,
1698,A - Z CONTRACTING LLC,,,CONSTRUCTION CONTRACTOR,,,SILVERDALE,WA,,(360) 261-1284,,,,,,,,,,,,,,True,General Contractor,,https://www.a-zcontractingllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:18,,,,,,,
1702,A 1 WINDOW CLEANING INC,,,CONSTRUCTION CONTRACTOR,,,SPOKANE,WA,,(509) 995-5443,,,,,,,,,,,,,,True,General Contractor,,https://www.a1windowcleaninginc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:19,,,,,,,
1706,A 2 Z HANDYMAN SERVICE,,,CONSTRUCTION CONTRACTOR,,,FERNDALE,WA,,(360) 319-8106,,,,,,,,,,,,,,True,Handyman,,https://www.a2zhandymanservice.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:21,,,,,,,
1709,A A & E REMOLDING LLC,,,CONSTRUCTION CONTRACTOR,,,ABERDEEN,WA,,(214) 434-4699,,,,,,,,,,,,,,True,General Contractor,,https://www.aaanderemoldingllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:21,,,,,,,
1714,A A A RAIN GUTTERS INC,,,CONSTRUCTION CONTRACTOR,,,UNIVERSITY PLACE,WA,,(253) 548-2205,,,,,,,,,,,,,,True,General Contractor,,https://www.aaarainguttersinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:22,,,,,,,
1715,A A ANDERSON CO,,,ELECTRICAL CONTRACTOR,,,BELLINGHAM,WA,,(360) 734-7710,,,,,,,,,,,,,,True,General Contractor,,https://www.aaandersonco.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:22,,,,,,,
1723,A A LANDSCAPING,,,CONSTRUCTION CONTRACTOR,,,BOTHELL,WA,,(206) 251-8199,,,,,,,,,,,,,,True,General Contractor,,https://www.aalandscaping.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:25,,,,,,,
1724,A A LANDSCAPING,,,CONSTRUCTION CONTRACTOR,,,BOTHELL,WA,,(206) 252-8199,,,,,,,,,,,,,,True,General Contractor,,https://www.aalandscaping.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:25,,,,,,,
1795,A BETTER HOMES,,,CONSTRUCTION CONTRACTOR,,,CHEHALIS,WA,,(360) 269-9008,,,,,,,,,,,,,,True,General Contractor,,https://www.abetterhomes.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:47,,,,,,,
1798,A BETTER WAY CONSTR SERVS LLC,,,CONSTRUCTION CONTRACTOR,,,CAMANO ISLAND,WA,,(425) 754-6103,,,,,,,,,,,,,,True,General Contractor,,https://www.abetterwayconstrserv.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:48,,,,,,,
1799,A BETTER WINDOW WASHING CO LLC,,,CONSTRUCTION CONTRACTOR,,,Bitter Lake,WA,,(206) 604-2988,,,,,,,,,,,,,,True,General Contractor,,https://www.abetterwindowwashing.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:48,,,,,,,
1856,A CUT ABOVE LAWN MAINTENANCE,,,CONSTRUCTION CONTRACTOR,,,GRAHAM,WA,,(253) 592-7364,,,,,,,,,,,,,,True,General Contractor,,https://www.acutabovelawnmainten.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:06,,,,,,,
1864,A D Comfort Siding,,,CONSTRUCTION CONTRACTOR,,,AUBURN,WA,,(206) 304-8423,,,,,,,,,,,,,,True,General Contractor,,https://www.adcomfortsiding.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:08,,,,,,,
1868,A D K ELECTRIC INC,,,ELECTRICAL CONTRACTOR,,,VANCOUVER,WA,,(360) 546-5155,,,,,,,,,,,,,,True,Electrical,,https://www.adkelectricinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:09,,,,,,,
1870,A D MASTER CONSTRUCTION LLC,,,CONSTRUCTION CONTRACTOR,,,BELLEVUE,WA,,(206) 960-1898,,,,,,,,,,,,,,True,General Contractor,,https://www.admasterconstruction.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:09,,,,,,,
1872,A D P CONST SERVICES INC,,,ELECTRICAL CONTRACTOR,,,TACOMA,WA,,(253) 572-2363,,,,,,,,,,,,,,True,General Contractor,,https://www.adpconstservicesinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:11,,,,,,,
1873,A D P LEMCO INC,,,CONSTRUCTION CONTRACTOR,,,DRAPER,UT,,(801) 280-4000,,,,,,,,,,,,,,True,General Contractor,,https://www.adplemcoinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:11,,,,,,,
1874,A D PAINTING,,,CONSTRUCTION CONTRACTOR,,,AUBURN,WA,,(253) 569-2860,,,,,,,,,,,,,,True,Painting,,https://www.adpainting.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:11,,,,,,,
1875,A D R Services LLC,,,CONSTRUCTION CONTRACTOR,,,CURLEW,WA,,(509) 429-0533,,,,,,,,,,,,,,True,General Contractor,,https://www.adrservicesllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:11,,,,,,,
1880,A DEGREE ABOVE LLC,,,CONSTRUCTION CONTRACTOR,,,ALBANY,OR,,(541) 231-1474,,,,,,,,,,,,,,True,General Contractor,,https://www.adegreeabovellc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:12,,,,,,,
1882,A DEPENDABLE CONTRACTOR,,,CONSTRUCTION CONTRACTOR,,,PORT ANGELES,WA,,(360) 808-0558,,,,,,,,,,,,,,True,General Contractor,,https://www.adependablecontracto.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:14,,,,,,,
1885,A DIFFERENT SHADE LLC,,,CONSTRUCTION CONTRACTOR,,,KENNEWICK,WA,,(509) 521-9758,,,,,,,,,,,,,,True,General Contractor,,https://www.adifferentshadellc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:14,,,,,,,
1886,A Different Stroke Pntging LLC,,,CONSTRUCTION CONTRACTOR,,,SEATTLE,WA,,(206) 351-9413,,,,,,,,,,,,,,True,General Contractor,,https://www.adifferentstrokepntg.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:15,,,,,,,
1887,A DOOR ABOVE LLC,,,CONSTRUCTION CONTRACTOR,,,BURLINGTON,WA,,(360) 724-4650,,,,,,,,,,,,,,True,General Contractor,,https://www.adoorabovellc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:15,,,,,,,
1889,A E N C CONTRACTING LLC,,,CONSTRUCTION CONTRACTOR,,,KENT,WA,,(253) 217-7128,,,,,,,,,,,,,,True,General Contractor,,https://www.aenccontractingllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:15,,,,,,,
1891,A E P HAULING & DOZING INC,,,CONSTRUCTION CONTRACTOR,,,CENTRALIA,WA,,(360) 736-3705,,,,,,,,,,,,,,True,General Contractor,,https://www.aephaulinganddozingi.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:17,,,,,,,
1892,A E PAINT SOLUTIONS LLC,,,CONSTRUCTION CONTRACTOR,,,KELSO,WA,,(360) 747-1496,,,,,,,,,,,,,,True,Painting,,https://www.aepaintsolutionsllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:17,,,,,,,
1893,A E SERVICES INC,,,ELECTRICAL CONTRACTOR,,,ARLINGTON,WA,,(360) 403-0515,,,,,,,,,,,,,,True,General Contractor,,https://www.aeservicesinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:17,,,,,,,
1896,A F C WINDOWS & ROOFING INC,,,CONSTRUCTION CONTRACTOR,,,SALEM,OR,,(503) 365-8191,,,,,,,,,,,,,,True,Roofing,,https://www.afcwindowsandroofing.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:18,,,,,,,
1910,A FEW POINTS OF INTEREST,,,CONSTRUCTION CONTRACTOR,,,RENTON,WA,,(206) 973-6033,,,,,,,,,,,,,,True,General Contractor,,https://www.afewpointsofinterest.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:21,,,,,,,
1911,A FINE FINISH INC,,,CONSTRUCTION CONTRACTOR,,,CENTRALIA,WA,,(360) 224-7047,,,,,,,,,,,,,,True,General Contractor,,https://www.afinefinishinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:23,,,,,,,
1861,A CUT ABOVE TILE & STONE,,,CONSTRUCTION CONTRACTOR,,,LYNDEN,WA,,(808) 495-1010,,,,,,,,,,,,,,True,General Contractor,,https://www.acutabovetileandston.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:08,,,,,,,
1854,A CUT ABOVE HOME REPAIR,,,CONSTRUCTION CONTRACTOR,,,EVERETT,WA,,(425) 224-9028,,,,,,,,,,,,,,True,General Contractor,,https://www.acutabovehomerepair.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:05,,,,,,,
1802,A Bright Idea Rmdl/Hdmn Sr LLC,,,CONSTRUCTION CONTRACTOR,,,EAST WENATCHEE,WA,,(509) 668-1731,,,,,,,,,,,,,,True,General Contractor,,https://www.abrightidearmdl/hdmn.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:50,,,,,,,
1849,A CUT ABOVE,,,CONSTRUCTION CONTRACTOR,,,KALAMA,WA,,(360) 673-3604,,,,,,,,,,,,,,True,General Contractor,,https://www.acutabove.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:53:03,,,,,,,
1804,"A C & E ELECTRIC COMPANY, LLC",,,ELECTRICAL CONTRACTOR,,,Aurora,OR,,(503) 961-0181,,,,,,,,,,,,,,True,Electrical,,https://www.acandeelectriccompan.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:50,,,,,,,
1811,A C E CONCRETE LLC,,,CONSTRUCTION CONTRACTOR,,,TACOMA,WA,,(253) 683-0446,,,,,,,,,,,,,,True,General Contractor,,https://www.aceconcretellc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:53,,,,,,,
1813,A C E ELECTRIC LLC,,,ELECTRICAL CONTRACTOR,,,SPOKANE,WA,,(509) 992-9562,,,,,,,,,,,,,,True,Electrical,,https://www.aceelectricllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:53,,,,,,,
1814,A C E GEN CONTRACTOR,,,CONSTRUCTION CONTRACTOR,,,SULTAN,WA,,(425) 518-7364,,,,,,,,,,,,,,True,General Contractor,,https://www.acegencontractor.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:53,,,,,,,
1815,A C E Improvements,,,CONSTRUCTION CONTRACTOR,,,Covington,WA,,(253) 486-7557,,,,,,,,,,,,,,True,General Contractor,,https://www.aceimprovements.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:53,,,,,,,
1817,A C ELECTRIC SERVICE,,,ELECTRICAL CONTRACTOR,,,SEATAC,WA,,(206) 349-1657,,,,,,,,,,,,,,True,Electrical,,https://www.acelectricservice.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:54,,,,,,,
1821,A C FRAMING,,,CONSTRUCTION CONTRACTOR,,,TACOMA,WA,,(253) 584-3456,,,,,,,,,,,,,,True,General Contractor,,https://www.acframing.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:56,,,,,,,
1825,A C PAVING NORTHWEST INC,,,CONSTRUCTION CONTRACTOR,,,NORTH BEND,WA,,(425) 888-1700,,,,,,,,,,,,,,True,General Contractor,,https://www.acpavingnorthwestinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:56,,,,,,,
1828,A C SCHOMMER & SONS INC,,,CONSTRUCTION CONTRACTOR,,,PORTLAND,OR,,(503) 287-4646,,,,,,,,,,,,,,True,General Contractor,,https://www.acschommerandsonsinc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:57,,,,,,,
1829,A C T BUILDERS LLC,,,CONSTRUCTION CONTRACTOR,,,Orchards,WA,,(360) 975-0191,,,,,,,,,,,,,,True,General Contractor,,https://www.actbuildersllc.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:57,,,,,,,
1830,A C TILE & MARBLE,,,CONSTRUCTION CONTRACTOR,,,ANACORTES,WA,,(360) 708-8825,,,,,,,,,,,,,,True,General Contractor,,https://www.actileandmarble.com,,,,,,,,,,,,,,,,,0.85,,,completed,2025-08-01 20:52:57,,,,,,,
