business_name,phone_number,address_line_1,city,state,zip_code,website_url,confidence_score,is_home_contractor,mailer_category,processing_status,last_processed
A1 ROOTER LLC,(208) 546-1060,,CLARKSTON,WA,,https://www.a1rooterllc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:21
A1 ROOTER INC,(503) 338-9476,,ASTORIA,OR,,https://www.a1rooterinc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:21
A.L.S. TILE AND STONE,(360) 463-2210,,OLYMPIA,WA,,https://www.a.l.s.tileandstone.com,0.85,True,General Contractor,completed,2025-08-01 20:59:01
A.R.M. ELECTRIC INC,(360) 568-1529,,SNOHOMISH,WA,,https://www.a.r.m.electricinc.com,0.85,True,Electrical,completed,2025-08-01 20:59:03
A.ROD PAVERS INSTALLATION LLC,(813) 992-4896,,KENMORE,WA,,https://www.a.rodpaversinstallat.com,0.85,True,General Contractor,completed,2025-08-01 20:59:03
A/V DESIGNS,(360) 789-0567,,OLYMPIA,WA,,https://www.a/vdesigns.com,0.85,True,General Contractor,completed,2025-08-01 20:59:04
A1 AFFORDABLE,(360) 609-7696,,VANCOUVER,WA,,https://www.a1affordable.com,0.85,True,General Contractor,completed,2025-08-01 20:59:06
A1 ASBESTOS LLC,(509) 782-8889,,Wenatchee,WA,,https://www.a1asbestosllc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:06
A1 BLINDS LLC,(425) 275-6881,,MILL CREEK,WA,,https://www.a1blindsllc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:06
A1 CLEANING SERVICES INC,(509) 993-9027,,SPOKANE,WA,,https://www.a1cleaningservicesin.com,0.85,True,General Contractor,completed,2025-08-01 20:59:07
A1 COMMERCIAL CLEANING LLC,(509) 948-1193,,RICHLAND,WA,,https://www.a1commercialcleaning.com,0.85,True,General Contractor,completed,2025-08-01 20:59:07
A1 GARAGE DOOR SERVICES LLC,(317) 360-4871,,LYNNWOOD,WA,,https://www.a1garagedoorservices.com,0.85,True,General Contractor,completed,2025-08-01 20:59:10
A1 GARAGE DOOR SPECIALIST,(360) 770-8951,,OAK HARBOR,WA,,https://www.a1garagedoorspeciali.com,0.85,True,General Contractor,completed,2025-08-01 20:59:10
A1 GARAGE DOOR SPECIALIST LLC,(360) 770-8951,,OAK HARBOR,WA,,https://www.a1garagedoorspeciali.com,0.85,True,General Contractor,completed,2025-08-01 20:59:10
A1 HANDYPRO GENERAL CNTR LLC,(360) 831-6604,,VANCOUVER,WA,,https://www.a1handyprogeneralcnt.com,0.85,True,General Contractor,completed,2025-08-01 20:59:13
A1 HEATING & AIR CONDTNG LLC,(206) 228-6583,,AUBURN,WA,,https://www.a1heatingandaircondt.com,0.85,True,HVAC,completed,2025-08-01 20:59:13
A1 HOME REPAIR,(253) 625-6704,,PUYALLUP,WA,,https://www.a1homerepair.com,0.85,True,General Contractor,completed,2025-08-01 20:59:13
A1 LOCKSMITH TACOMA,(253) 278-3188,,TACOMA,WA,,https://www.a1locksmithtacoma.com,0.85,True,General Contractor,completed,2025-08-01 20:59:15
A1 MARINE LLC,(360) 472-0717,,FRIDAY HARBOR,WA,,https://www.a1marinellc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:15
A1 PARKING LOT STRIPING INC,(509) 304-8047,,YAKIMA,WA,,https://www.a1parkinglotstriping.com,0.85,True,General Contractor,completed,2025-08-01 20:59:18
A1 Repairs,(360) 532-9176,,ABERDEEN,WA,,https://www.a1repairs.com,0.85,True,General Contractor,completed,2025-08-01 20:59:19
AA ELECTRIC CO INC,(360) 675-2203,,OAK HARBOR,WA,,https://www.aaelectriccoinc.com,0.85,True,Electrical,completed,2025-08-01 20:59:44
AA GROUNDED SRVC ELECTRIC INC,(360) 981-6267,,POULSBO,WA,,https://www.aagroundedsrvcelectr.com,0.85,True,Electrical,completed,2025-08-01 20:59:45
A+ DISCOUNT TRANSPORT LLC,(509) 893-3646,,OTIS ORCHARDS,WA,,https://www.a+discounttransportl.com,0.85,True,General Contractor,completed,2025-08-01 20:57:32
AAA METAL WORX,(425) 232-0379,,CAMANO ISLAND,WA,,https://www.aaametalworx.com,0.85,True,General Contractor,completed,2025-08-01 21:00:20
AAA HEATING/REFRIGERATION LLC,(253) 630-9224,,Renton,WA,,https://www.aaaheating/refrigera.com,0.85,True,HVAC,completed,2025-08-01 21:00:14
AAA HOME SERVICES,(425) 999-5562,,BELLEVUE,WA,,https://www.aaahomeservices.com,0.85,True,General Contractor,completed,2025-08-01 21:00:15
AAA HVAC LLC,(206) 355-0442,,LYNNWOOD,WA,,https://www.aaahvacllc.com,0.85,True,HVAC,completed,2025-08-01 21:00:15
AAA KARTAK CO,(425) 438-8000,,Everett,WA,,https://www.aaakartakco.com,0.85,True,General Contractor,completed,2025-08-01 21:00:15
AAA KARTAK GLASS & CLOSET CORP,(425) 844-8555,,Everett,WA,,https://www.aaakartakglassandclo.com,0.85,True,General Contractor,completed,2025-08-01 21:00:17
AAA KARTAK STOREFRONT/GLZG INC,(425) 844-8555,,Everett,WA,,https://www.aaakartakstorefront/.com,0.85,True,General Contractor,completed,2025-08-01 21:00:17
AAA LANDSCAPE & GARDENING INC,(206) 226-2618,,AUBURN,WA,,https://www.aaalandscapeandgarde.com,0.85,True,General Contractor,completed,2025-08-01 21:00:17
AAA LOCKSMITH & SECURITY CNSLT,(206) 448-5625,,SEATTLE,WA,,https://www.aaalocksmithandsecur.com,0.85,True,General Contractor,completed,2025-08-01 21:00:17
AAA Maintenance and Repair,(425) 923-7263,,ARLINGTON,WA,,https://www.aaamaintenanceandrep.com,0.85,True,General Contractor,completed,2025-08-01 21:00:18
AAA Olympia Appliance Serv LLC,(360) 280-5356,,OLYMPIA,WA,,https://www.aaaolympiaappliances.com,0.85,True,General Contractor,completed,2025-08-01 21:00:21
AA HANDYWORKS,(425) 343-5715,,EVERETT,WA,,https://www.aahandyworks.com,0.85,True,General Contractor,completed,2025-08-01 20:59:47
AAA PLUS MASONRY & TILE,(253) 460-7711,,UNIVERSITY PLACE,WA,,https://www.aaaplusmasonryandtil.com,0.85,True,General Contractor,completed,2025-08-01 21:00:23
AAA PROPERTIES INC,(360) 609-3465,,Vancouver,WA,,https://www.aaapropertiesinc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:24
AAA PROPERTY SERVICES LLC,(253) 208-8130,,SPOKANE,WA,,https://www.aaapropertyservicesl.com,0.85,True,General Contractor,completed,2025-08-01 21:00:24
AAA PUMP & WELL DRILLING,(425) 239-8769,,MONROE,WA,,https://www.aaapumpandwelldrilli.com,0.85,True,General Contractor,completed,2025-08-01 21:00:24
AAA QUALITY CONCRETE,(206) 714-8628,,FEDERAL WAY,WA,,https://www.aaaqualityconcrete.com,0.85,True,General Contractor,completed,2025-08-01 21:00:26
AAA QUALITY PAINTING LLC,(425) 273-6990,,Monroe,WA,,https://www.aaaqualitypaintingll.com,0.85,True,Painting,completed,2025-08-01 21:00:27
AAA RESIDENTIAL FRAMING LLC,(206) 679-1769,,DES MOINES,WA,,https://www.aaaresidentialframin.com,0.85,True,General Contractor,completed,2025-08-01 21:00:29
AAA SEPTIC SERVICE LLC,(360) 687-8960,,BATTLE GROUND,WA,,https://www.aaasepticservicellc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:32
AAA Heating & AC,(253) 630-9224,,KENT,WA,,https://www.aaaheatingandac.com,0.85,True,HVAC,completed,2025-08-01 21:00:12
AAA HARDWOOD FLOORS LLC,(253) 583-4470,,TACOMA,WA,,https://www.aaahardwoodfloorsllc.com,0.85,True,Flooring,completed,2025-08-01 21:00:12
AAA FRAMING LLC,(253) 331-9078,,PUYALLUP,WA,,https://www.aaaframingllc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:09
AAA FIVE STAR PLBG SYS & SRVCS,(425) 344-2448,,MARYSVILLE,WA,,https://www.aaafivestarplbgsysan.com,0.85,True,General Contractor,completed,2025-08-01 21:00:08
AA Heating & Air Conditioning,(253) 961-5349,,PUYALLUP,WA,,https://www.aaheatingandaircondi.com,0.85,True,HVAC,completed,2025-08-01 20:59:47
AA LANDSCAPING LLC,(425) 864-5325,,RENTON,WA,,https://www.aalandscapingllc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:47
AA Northwest,(509) 304-7046,,CLE ELUM,WA,,https://www.aanorthwest.com,0.85,True,General Contractor,completed,2025-08-01 20:59:48
AA PATIO COVERS LLC,(253) 840-3383,,PUYALLUP,WA,,https://www.aapatiocoversllc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:50
AA Property Maintenance LLC,(509) 886-3366,,EAST WENATCHEE,WA,,https://www.aapropertymaintenanc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:50
AA RENOVATION LLC,(360) 608-5152,,VANCOUVER,WA,,https://www.aarenovationllc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:51
AA ROOFING & CONSTRUCTION LLC,(425) 414-9909,,Kent,WA,,https://www.aaroofingandconstruc.com,0.85,True,Roofing,completed,2025-08-01 20:59:53
AA TREE SERVICE INC,(206) 412-7722,,Kent,WA,,https://www.aatreeserviceinc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:54
AA2 REPAIR & MAINTENANCE LLC,(253) 224-2176,,TACOMA,WA,,https://www.aa2repairandmaintena.com,0.85,True,General Contractor,completed,2025-08-01 20:59:57
AAA ALL CITY CONTRACTING LLC,(253) 826-6700,,LOGANVILLE,GA,,https://www.aaaallcitycontractin.com,0.85,True,General Contractor,completed,2025-08-01 20:59:59
AAA ASPHALT PAVING 1 INC,(253) 854-0179,,KENT,WA,,https://www.aaaasphaltpaving1inc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:59
AAA BACKFLOW ASY TSTNG/SVC LLC,(425) 870-9792,,Camano Island,WA,,https://www.aaabackflowasytstng/.com,0.85,True,General Contractor,completed,2025-08-01 21:00:00
AAA CLEANING SERVICES LLC,(253) 507-8731,,TACOMA,WA,,https://www.aaacleaningservicesl.com,0.85,True,General Contractor,completed,2025-08-01 21:00:02
AAA COATINGS LLC,(509) 548-1818,,WENATCHEE,WA,,https://www.aaacoatingsllc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:02
AAA Contractors Inc,(253) 839-8853,,KENT,WA,,https://www.aaacontractorsinc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:03
AAA DRAIN PROS LLC,(509) 251-5852,,Colbert,WA,,https://www.aaadrainprosllc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:05
AAA Electric LLC,(360) 620-3466,,POULSBO,WA,,https://www.aaaelectricllc.com,0.85,True,Electrical,completed,2025-08-01 21:00:05
AAA FAITH SERVICES,(253) 779-9872,,TACOMA,WA,,https://www.aaafaithservices.com,0.85,True,General Contractor,completed,2025-08-01 21:00:06
AAA FIRE PROTECTION INC,(206) 284-1721,,SEATTLE,WA,,https://www.aaafireprotectioninc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:08
A. ALEXANDER HANDYMN SRVC LLC,(360) 689-4387,,PORT ORCHARD,WA,,https://www.a.alexanderhandymnsr.com,0.85,True,General Contractor,completed,2025-08-01 20:58:58
A-ZCONCRETE LLC,(253) 281-8015,,GIG HARBOR,WA,,https://www.a-zconcretellc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:58
A-Z RENOVATIONS,(206) 470-9429,,MARYSVILLE,WA,,https://www.a-zrenovations.com,0.85,True,General Contractor,completed,2025-08-01 20:58:58
A-1 IMPROVEMENTS,(425) 773-7428,,Snohomish,WA,,https://www.a-1improvements.com,0.85,True,General Contractor,completed,2025-08-01 20:58:05
A-1 DRILLING & DIGGING INC,(360) 652-8333,,STANWOOD,WA,,https://www.a-1drillinganddiggin.com,0.85,True,General Contractor,completed,2025-08-01 20:57:56
A-1 DRYWALL LLC,(208) 869-2920,,VANCOUVER,WA,,https://www.a-1drywallllc.com,0.85,True,General Contractor,completed,2025-08-01 20:57:58
A-1 FENCE RESTORE LLC,(509) 608-2695,,SPOKANE,WA,,https://www.a-1fencerestorellc.com,0.85,True,General Contractor,completed,2025-08-01 20:57:59
A-1 FENCING,(509) 740-1842,,OKANOGAN,WA,,https://www.a-1fencing.com,0.85,True,General Contractor,completed,2025-08-01 20:57:59
A-1 Floors N More LLC,(360) 373-4021,,BREMERTON,WA,,https://www.a-1floorsnmorellc.com,0.85,True,Flooring,completed,2025-08-01 20:57:59
A-1 GARAGE DOOR & GUTTER,(541) 928-0252,,SCIO,OR,,https://www.a-1garagedoorandgutt.com,0.85,True,General Contractor,completed,2025-08-01 20:57:59
A-1 HIGHCLIMBERS TREE SERVICE,(360) 746-1427,,BLAINE,WA,,https://www.a-1highclimberstrees.com,0.85,True,General Contractor,completed,2025-08-01 20:58:02
A-1 HOOD & FIRE SYSTEMS LLC,(206) 939-7472,,BURIEN,WA,,https://www.a-1hoodandfiresystem.com,0.85,True,General Contractor,completed,2025-08-01 20:58:02
A-1 ILLUMINATED SIGN CO INC,(509) 534-6134,,SPOKANE VALLEY,WA,,https://www.a-1illuminatedsignco.com,0.85,True,General Contractor,completed,2025-08-01 20:58:04
A-1 INSTALLATIONS NW LLC,(503) 620-5657,,LAKE OSWEGO,OR,,https://www.a-1installationsnwll.com,0.85,True,General Contractor,completed,2025-08-01 20:58:05
A-Z HOUSE LLC,(253) 263-3308,,KENT,WA,,https://www.a-zhousellc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:55
A-1 LANDSCAPING & CONST INC,(425) 402-9900,,SNOHOMISH,WA,,https://www.a-1landscapingandcon.com,0.85,True,General Contractor,completed,2025-08-01 20:58:07
A-1 LANDSCAPING LLC,(509) 947-2900,,KENNEWICK,WA,,https://www.a-1landscapingllc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:07
A-1 MOBILE LOCK & KEY INC,(360) 293-7736,,BURLINGTON,WA,,https://www.a-1mobilelockandkeyi.com,0.85,True,General Contractor,completed,2025-08-01 20:58:08
A-1 PETROLEUM INC,(509) 925-1366,,ELLENSBURG,WA,,https://www.a-1petroleuminc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:10
A-1 PLUMBNG & EMERGENCY ROOTER,(509) 525-6688,,WALLA WALLA,WA,,https://www.a-1plumbngandemergen.com,0.85,True,Plumbing,completed,2025-08-01 20:58:10
"A-1 PLUS LAWN CARE, LLC",(509) 949-5886,,YAKIMA,WA,,"https://www.a-1pluslawncare,llc.com",0.85,True,General Contractor,completed,2025-08-01 20:58:11
A-1 POOL & PATIO SUPPLY INC,(509) 245-3317,,YAKIMA,WA,,https://www.a-1poolandpatiosuppl.com,0.85,True,General Contractor,completed,2025-08-01 20:58:11
A-1 Quality Building Srvc LLC,(509) 952-7646,,YAKIMA,WA,,https://www.a-1qualitybuildingsr.com,0.85,True,General Contractor,completed,2025-08-01 20:58:13
A-1 QUALITY LANDSCAPING/CONST,(206) 751-4491,,KENT,WA,,https://www.a-1qualitylandscapin.com,0.85,True,General Contractor,completed,2025-08-01 20:58:13
A-1 DOOR SERVICE INC,(360) 876-2814,,PORT ORCHARD,WA,,https://www.a-1doorserviceinc.com,0.85,True,General Contractor,completed,2025-08-01 20:57:55
A-1 CHIMNEY SWEEP LLC,(360) 701-9998,,ROCHESTER,WA,,https://www.a-1chimneysweepllc.com,0.85,True,General Contractor,completed,2025-08-01 20:57:52
A-1 CAULKING,(509) 216-2034,,SPOKANE,WA,,https://www.a-1caulking.com,0.85,True,General Contractor,completed,2025-08-01 20:57:52
A-1 Carpet & Upholstery Clng,(253) 839-6749,,FEDERAL WAY,WA,,https://www.a-1carpetandupholste.com,0.85,True,General Contractor,completed,2025-08-01 20:57:50
A+ ELITE CONTRACTING,(509) 319-0553,,MALDEN,WA,,https://www.a+elitecontracting.com,0.85,True,General Contractor,completed,2025-08-01 20:57:34
A+ FINISH CARPENTRY LLC,(503) 975-4276,,Washougal,WA,,https://www.a+finishcarpentryllc.com,0.85,True,General Contractor,completed,2025-08-01 20:57:35
A+ Floors,(208) 790-6480,,CLARKSTON,WA,,https://www.a+floors.com,0.85,True,Flooring,completed,2025-08-01 20:57:35
A+ GEN CONTRNG & SUPR COAT LLC,(253) 331-0926,,ORTING,WA,,https://www.a+gencontrngandsuprc.com,0.85,True,General Contractor,completed,2025-08-01 20:57:35
A+ GENERAL CON & HDMAN SER LLC,(832) 414-4126,,Kirkland,WA,,https://www.a+generalconandhdman.com,0.85,True,General Contractor,completed,2025-08-01 20:57:37
A+ GUTTERS LLC,(509) 760-4378,,MOSES LAKE,WA,,https://www.a+guttersllc.com,0.85,True,General Contractor,completed,2025-08-01 20:57:37
A+ HEATING & AIR,(360) 599-1501,,DEMING,WA,,https://www.a+heatingandair.com,0.85,True,HVAC,completed,2025-08-01 20:57:38
A+ LAWN,(360) 485-3188,,OLYMPIA,WA,,https://www.a+lawn.com,0.85,True,General Contractor,completed,2025-08-01 20:57:38
A+ LAWN LLC,(360) 485-3188,,OLYMPIA,WA,,https://www.a+lawnllc.com,0.85,True,General Contractor,completed,2025-08-01 20:57:38
A+ MARBLE & GRANITE LLC,(360) 720-9130,,BURLINGTON,WA,,https://www.a+marbleandgranitell.com,0.85,True,General Contractor,completed,2025-08-01 20:57:40
A+ MECHANICAL LLC,(425) 327-9306,,MARYSVILLE,WA,,https://www.a+mechanicalllc.com,0.85,True,General Contractor,completed,2025-08-01 20:57:40
A+ PAINTING,(509) 670-8676,,CASHMERE,WA,,https://www.a+painting.com,0.85,True,Painting,completed,2025-08-01 20:57:40
A+ PAINTING BY AMANDA,(360) 631-9339,,MOUNT VERNON,WA,,https://www.a+paintingbyamanda.com,0.85,True,Painting,completed,2025-08-01 20:57:40
A+ RESIDENTIAL SERVICES LLC,(971) 710-6057,,TIGARD,OR,,https://www.a+residentialservice.com,0.85,True,General Contractor,completed,2025-08-01 20:57:41
A+ SALAZAR MASONRY LLC,(425) 354-0631,,ELLENSBURG,WA,,https://www.a+salazarmasonryllc.com,0.85,True,General Contractor,completed,2025-08-01 20:57:44
A+ TILE,(360) 298-6959,,FRIDAY HARBOR,WA,,https://www.a+tile.com,0.85,True,General Contractor,completed,2025-08-01 20:57:46
A+GUTTERS,(509) 585-8165,,KENNEWICK,WA,,https://www.a+gutters.com,0.85,True,General Contractor,completed,2025-08-01 20:57:47
A-1 AIR VENT NORTHERN STTS LLC,(208) 772-0896,,HAYDEN,ID,,https://www.a-1airventnorthernst.com,0.85,True,General Contractor,completed,2025-08-01 20:57:49
A-1 BUILDERS INC,(360) 734-5249,,BELLINGHAM,WA,,https://www.a-1buildersinc.com,0.85,True,General Contractor,completed,2025-08-01 20:57:50
A-1 REGLAZING LLC,(360) 920-7971,,SEDRO WOOLLEY,WA,,https://www.a-1reglazingllc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:14
A-1 SERVICES INC,(360) 876-5700,,PORT ORCHARD,WA,,https://www.a-1servicesinc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:16
A-1 TREE SERVICE CONSERVTN LLC,(425) 883-3446,,MONROE,WA,,https://www.a-1treeserviceconser.com,0.85,True,General Contractor,completed,2025-08-01 20:58:20
A-PEX FLOOR COVERING,(971) 203-4995,,SAINT HELENS,OR,,https://www.a-pexfloorcovering.com,0.85,True,Flooring,completed,2025-08-01 20:58:37
A-PLUS GARAGE DOOR SERVICES,(509) 863-7906,,SPOKANE,WA,,https://www.a-plusgaragedoorserv.com,0.85,True,General Contractor,completed,2025-08-01 20:58:37
A-PLUS WATER SERVICES INC,(360) 435-0839,,ARLINGTON,WA,,https://www.a-pluswaterservicesi.com,0.85,True,General Contractor,completed,2025-08-01 20:58:40
A-R Construction & Fab. LLC,(509) 303-8942,,KENNEWICK,WA,,https://www.a-rconstructionandfa.com,0.85,True,General Contractor,completed,2025-08-01 20:58:42
A-SHA GENERAL CONTRACTOR LLC,(206) 771-8496,,RENTON,WA,,https://www.a-shageneralcontract.com,0.85,True,General Contractor,completed,2025-08-01 20:58:42
A-SHARP,(206) 403-6118,,SEATTLE,WA,,https://www.a-sharp.com,0.85,True,General Contractor,completed,2025-08-01 20:58:42
A-STEP FORWARD WOODWORKS LLC,(425) 315-5884,,EVERETT,WA,,https://www.a-stepforwardwoodwor.com,0.85,True,General Contractor,completed,2025-08-01 20:58:43
A-TEAM ASPHALT LLC,(253) 365-1283,,SUMNER,WA,,https://www.a-teamasphaltllc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:45
A-TEAM CONTRACTORS INC,(760) 758-5777,,OCEANSIDE,CA,,https://www.a-teamcontractorsinc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:45
A-TEAM HOME SERVICES,(253) 831-6732,,UNIVERSITY PL,WA,,https://www.a-teamhomeservices.com,0.85,True,General Contractor,completed,2025-08-01 20:58:46
A-TEAM INTERIORS LLC,(360) 420-2072,,BOW,WA,,https://www.a-teaminteriorsllc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:46
A-TEAM REPAIR & RENOVATE LLC,(360) 970-3894,,ROCHESTER,WA,,https://www.a-teamrepairandrenov.com,0.85,True,General Contractor,completed,2025-08-01 20:58:49
A-TEC INC,(509) 928-5400,,SPOKANE VALLEY,WA,,https://www.a-tecinc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:51
A-TECH CONSULTING INC,(206) 430-1896,,SEATTLE,WA,,https://www.a-techconsultinginc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:51
A-TECH HOMES,(360) 510-2106,,FERNDALE,WA,,https://www.a-techhomes.com,0.85,True,General Contractor,completed,2025-08-01 20:58:52
A-TEMP HEATING & COOLING INC,(503) 650-5014,,CLACKAMAS,OR,,https://www.a-tempheatingandcool.com,0.85,True,HVAC,completed,2025-08-01 20:58:52
A-TURF INC,(716) 632-8413,,BUFFALO,NY,,https://www.a-turfinc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:52
A-Z CARPENTRY,(609) 805-8285,,AUBURN,WA,,https://www.a-zcarpentry.com,0.85,True,General Contractor,completed,2025-08-01 20:58:54
A-Z CONSTRUCTION,(509) 763-7797,,WENATCHEE,WA,,https://www.a-zconstruction.com,0.85,True,General Contractor,completed,2025-08-01 20:58:54
A-Z CONSTRUCTION SOLUTIONS LLC,(206) 629-6415,,RENTON,WA,,https://www.a-zconstructionsolut.com,0.85,True,General Contractor,completed,2025-08-01 20:58:55
A-PHASE ELECTRIC LLC,(206) 769-9200,,SEATTLE,WA,,https://www.a-phaseelectricllc.com,0.85,True,Electrical,completed,2025-08-01 20:58:37
A-PEX DESIGN SERVICES INC,(425) 493-9680,,MUKILTEO,WA,,https://www.a-pexdesignservicesi.com,0.85,True,General Contractor,completed,2025-08-01 20:58:37
A-1 VACUUM INC,(360) 431-6368,,KELSO,WA,,https://www.a-1vacuuminc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:20
A-ONE REFRIGERATION & HTG INC,(509) 586-7613,,KENNEWICK,WA,,https://www.a-onerefrigerationan.com,0.85,True,General Contractor,completed,2025-08-01 20:58:37
A-1 WELDING INC,(360) 671-9414,,BELLINGHAM,WA,,https://www.a-1weldinginc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:20
A-ABSOLUTE COMFORT HTG/CLG INC,(503) 513-4795,,OREGON CITY,OR,,https://www.a-absolutecomforthtg.com,0.85,True,General Contractor,completed,2025-08-01 20:58:22
A-ACTION GROUP UTILITIES INC,(360) 870-4970,,OLYMPIA,WA,,https://www.a-actiongrouputiliti.com,0.85,True,General Contractor,completed,2025-08-01 20:58:23
A-CLASS TILE LLC,(253) 285-8527,,Federal Way,WA,,https://www.a-classtilellc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:25
A-CUT ABOVE CUSTOM BLDG & DSGN,(206) 784-8484,,LYNNWOOD,WA,,https://www.a-cutabovecustombldg.com,0.85,True,General Contractor,completed,2025-08-01 20:58:26
A-FFIX LLC,(206) 284-6226,,SEATTLE,WA,,https://www.a-ffixllc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:26
A-Fix Service Inc,(206) 257-2151,,Auburn,WA,,https://www.a-fixserviceinc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:26
A-GAME COURTS LLC,(503) 390-2112,,GERVAIS,OR,,https://www.a-gamecourtsllc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:28
A-J'S PAINTING & MORE LLC,(360) 442-8206,,Longview,WA,,https://www.a-j'spaintingandmore.com,0.85,True,Painting,completed,2025-08-01 20:58:28
A-K TREE SERVICE,(509) 431-7535,,OAKVILLE,WA,,https://www.a-ktreeservice.com,0.85,True,General Contractor,completed,2025-08-01 20:58:30
A-LINE ASPHALT MAINTENANCE INC,(360) 576-6814,,VANCOUVER,WA,,https://www.a-lineasphaltmainten.com,0.85,True,General Contractor,completed,2025-08-01 20:58:30
A-LINE CONCRETE PUMPING LLC,(509) 710-0300,,SPOKANE VALLEY,WA,,https://www.a-lineconcretepumpin.com,0.85,True,General Contractor,completed,2025-08-01 20:58:31
A-LINE CONTRACTING & ELECT LLC,(360) 826-2539,,MOUNT VERNON,WA,,https://www.a-linecontractingand.com,0.85,True,General Contractor,completed,2025-08-01 20:58:31
A-LINE INVESTMENT LLC,(208) 610-0697,,Spokane,WA,,https://www.a-lineinvestmentllc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:31
A-MAX SECURITY SOLUTIONS INC,(503) 245-3653,,Beaverton,OR,,https://www.a-maxsecuritysolutio.com,0.85,True,General Contractor,completed,2025-08-01 20:58:34
A-MEN BUILDERS INC,(253) 226-9449,,AUBURN,WA,,https://www.a-menbuildersinc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:34
A-OKAY INSTALLATION INC,(253) 948-8182,,ROY,WA,,https://www.a-okayinstallationin.com,0.85,True,General Contractor,completed,2025-08-01 20:58:34
A-ONE ORNAMENTAL IRONWORKS,(206) 715-9947,,SEATTLE,WA,,https://www.a-oneornamentalironw.com,0.85,True,General Contractor,completed,2025-08-01 20:58:36
A + STUDENT LANDSCAPING,(425) 931-1923,,EDMONDS,WA,,https://www.a+studentlandscaping.com,0.85,True,General Contractor,completed,2025-08-01 20:52:16
A & S INTERIORS INC,(253) 250-2635,,EATONVILLE,WA,,https://www.aandsinteriorsinc.com,0.85,True,General Contractor,completed,2025-08-01 20:52:06
A & S ELECTRIC INC,(509) 928-1444,,LIBERTY LAKE,WA,,https://www.aandselectricinc.com,0.85,True,Electrical,completed,2025-08-01 20:52:04
A R & B ROOFING LLC,(360) 947-9554,,VANCOUVER,WA,,https://www.arandbroofingllc.com,0.88,True,Roofing,completed,2025-08-01 20:54:50
2 SONS PLUMBING LLC,(206) 736-6300,,PACIFIC,WA,,https://www.2sonsplumbingllc.com,0.88,True,Plumbing,completed,2025-08-01 20:45:39
ACTION CONTRACTORS LLC,(330) 748-4884,,BEDFORD,OH,,https://www.actioncontractorsllc.com,0.88,True,General Contractor,completed,2025-08-01 21:08:16
A R Painting,(509) 216-8887,,Spokane,WA,,https://www.arpainting.com,0.88,True,Painting,completed,2025-08-01 20:54:56
A MILLER CONTRACTOR LLC,(206) 446-8992,,AUBURN,WA,,https://www.amillercontractorllc.com,0.88,True,General Contractor,completed,2025-08-01 20:54:17
777 CONSTRUCTION LLC,(206) 383-3032,,FEDERAL WAY,WA,,https://www.777constructionllc.com,0.88,True,General Contractor,completed,2025-08-01 20:50:17
A N A  Construction LLC,(360) 999-0515,,TUMWATER,WA,,https://www.anaconstructionllc.com,0.88,True,General Contractor,completed,2025-08-01 20:54:19
A R LANDSCAPE & CONSTRUCTION,(530) 923-3210,,LACEY,WA,,https://www.arlandscapeandconstr.com,0.88,True,General Contractor,completed,2025-08-01 20:54:53
